Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,8221024,"11,092,179.64",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,8221024,"1,948,402.66",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,8221024,"50,000.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,8437344,"1,713,541.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,8437344,"27,157.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,8170901,"159,866.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8224445,"-80,797.00",654400165
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8237360,"34,438.00",654400165
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8253856,"1,800,000.00",654400165
Department of Health,NHS Rotherham CCG,30/06/2015,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,VOYAGE 1 LTD TA VOYAGE CARE,8385785,"-57,955.01",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8224595,"51,711.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8253604,"80,085.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8253844,"583,960.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8253874,"97,039.00",
Department of Health,NHS Rotherham CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8352183,"103,762.01",
