Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£)
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13561206,"10,508.12"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,13561206,"1,369.20"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,"-150,371.16"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,-594.09
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,-110.51
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,-87.37
Department of Health,NHS Rotherham CCG,31/07/2016,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,-720
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,"-13,706.25"
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400978,"-14,121.25"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"2,174.38"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"8,472.08"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"306,314.70"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Dispensing Quality Sch,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"3,405.60"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"-7,533.33"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"12,510.33"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"7,078.33"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"3,325.26"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13420120,"18,698.43"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,13561208,"38,347.62"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13561208,"5,923.98"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,13561208,924
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,"75,711.75"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,"4,345.76"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,"2,073.31"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,762.92
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,"8,908.34"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,"1,255.08"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,180.21
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557250,"8,569.45"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,13561212,"21,471.55"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13561212,"3,725.55"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,13561212,688.8
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400983,"-92,625.92"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400983,-367.34
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400983,-96.74
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400983,-54.02
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400983,"-4,398.48"
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400983,"-4,763.45"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400984,786.5
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400984,"5,859.17"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400984,"188,610.69"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400984,"-4,613.08"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400984,"8,664.09"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400984,"9,632.80"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,"-132,253.48"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,-507.82
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,-100.09
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,-74.68
Department of Health,NHS Rotherham CCG,31/07/2016,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,-176.27
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,"-10,647.27"
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400981,"-11,304.44"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,"2,224.17"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,"273,636.61"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,"-6,823.03"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,550
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,800.33
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,"21,023.33"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13400982,"14,434.23"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,"-49,600.35"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,-198.5
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,-36.92
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,-29.19
Department of Health,NHS Rotherham CCG,31/07/2016,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,-959.75
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,"-5,243.33"
Department of Health,NHS Rotherham CCG,31/07/2016,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401010,"-5,481.67"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401011,"2,001.08"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401011,"101,683.16"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401011,"-2,516.55"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401011,"3,519.83"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401011,"27,919.07"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13401011,"5,943.66"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557252,"23,341.83"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557252,179.98
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557252,"2,589.50"
Department of Health,NHS Rotherham CCG,31/07/2016,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,13557252,"2,946.12"
