Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£)
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,20649911,670.80 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368965,"103,426.77 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368965,"2,929.58 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368965,99.48 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368965,"1,152.14 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368965,"10,491.76 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368965,"10,629.91 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,"(2,423.29)"
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,(499.06)
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,"(7,073.82)"
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,(905.40)
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,(135.09)
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,(73.46)
Department of Health,NHS Rotherham CCG,31/01/2018,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,(176.27)
Department of Health,NHS Rotherham CCG,31/01/2018,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,"(9,185.45)"
Department of Health,NHS Rotherham CCG,31/01/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368962,"(9,858.46)"
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,"149,849.36 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,"1,112.08 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,120.81 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,"2,716.18 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,550.00 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,564.93 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,"21,023.33 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368963,"16,075.82 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,"56,579.88 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,420.00 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,"1,000.58 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,102.86 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,995.72 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,"3,910.21 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368988,"6,479.48 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20625284,"25,073.65 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20625284,134.98 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20625284,"3,986.30 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20625284,"3,237.30 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,"19,058.42 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS DES TPP QRISK,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,91.00 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,737.83 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,51.46 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,"3,229.53 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,"5,755.21 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,"1,960.20 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20396896,"1,782.21 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368970,"27,371.43 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368970,"1,708.25 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368970,39.79 
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368970,"3,100.00 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368970,"1,014.20 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368970,"2,810.34 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368977,"51,319.52 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368977,"1,679.58 "
Department of Health,NHS Rotherham CCG,31/01/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,20368977,6.95 
