Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,6790998,"254,549.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,6671146,"280,000.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Contract & Agency-Agency A & C,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,6713290,"6,626.50",
Department of Health,NHS Rotherham CCG,28/02/2015,Contract & Agency-Agency Nursing,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,6713290,"27,624.47",
Department of Health,NHS Rotherham CCG,28/02/2015,Oth Travel Costs-Training Trav&Subs,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,6713290,"1,025.16",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,6890530,"608,540.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,6890537,"281,960.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,6890541,"634,545.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,6941080,"10,294,496.42",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,6941080,"2,422,501.76",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,6671135,"154,477.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6671168,"38,624.00",654400165
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6671168,935,654400165
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6671169,"188,404.00",654400165
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6671199,"1,544,989.00",654400165
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,6671232,"51,711.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Clinical&Medical-Serv Recd-NHS Trst,WINTER PRESSURES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,6744658,"38,804.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Clinical&Medical-Serv Recd-NHS Trst,WINTER PRESSURES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,6744749,"38,804.00",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,6756496,"103,956.50",
Department of Health,NHS Rotherham CCG,28/02/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,6756503,"535,440.40",
Department of Health,NHS Rotherham CCG,28/02/2015,Clinical&Medical-Serv Recd-NHS Trst,WINTER PRESSURES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,6852567,"50,000.00",
