Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,9779066,"31,663.25",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CLAREMONT HOSPITAL,9779082,"25,690.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9817211,"-42,859.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS YORKSHIRE AND HUMBER CS,9834192,"100,982.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Charges from CSU,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS YORKSHIRE AND HUMBER CS,9834192,"40,841.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,9849934,"83,585.44",
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,9849964,"2,262,041.91",
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,9849971,"233,854.50",
Department of Health,NHS Rotherham CCG,30/11/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9865371,"31,197.10",
Department of Health,NHS Rotherham CCG,30/11/2015,Prescribing,MEDICINES MANAGEMENT - CLINICAL,FRESENIUS KABI LTD,9865377,"29,282.62",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Othe Public Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9914370,"705,021.46",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9914416,"93,532.50",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9914419,"125,000.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Social Care-Direct Payments,REABLEMENT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9914428,"219,750.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9914431,"1,541,500.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9914435,"335,768.25",
Department of Health,NHS Rotherham CCG,30/11/2015,Prescribing,MEDICINES MANAGEMENT - CLINICAL,FRESENIUS KABI LTD,9941916,"27,705.65",
Department of Health,NHS Rotherham CCG,30/11/2015,Cont Care-Learning Disab(65+),CHC ADULT JOINT FUNDED,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9941991,"52,059.68",
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,9977850,"85,196.00",
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,9987335,"-28,493.70",
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,9987336,"1,205.40",
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,9987336,"74,153.06",
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR DOUGLAS & PARTNERS,9987338,"65,145.61",
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,DR DOUGLAS & PARTNERS,9987338,877.4,
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR MM BROWN & PARTNERS,9987344,"31,198.71",878533770
Department of Health,NHS Rotherham CCG,30/11/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,DR MM BROWN & PARTNERS,9987344,623.2,878533770
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,MID YORKSHIRE HOSPITALS NHS TRUST,9992814,"40,343.00",654967780
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,10031467,"11,451,630.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,10031467,"2,124,986.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,10031467,"25,000.00",
Department of Health,NHS Rotherham CCG,30/11/2015,Other Research Exp,EDUCATION AND TRAINING,ROTHERHAM NHS FOUNDATION TRUST,10031470,"40,000.00",
