Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,30/09/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,5127999,"36,833.93",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,5063614,"-42,546.95",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,5005028,"36,778.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,4828890,"62,069.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Non-PFI Oprtng Lease-Bldgs-Lease Rent,COMMUNITY SERVICES,NHS PROPERTY SERVICES LTD,4828971,"205,377.14",
Department of Health,NHS Rotherham CCG,30/09/2014,Charges from CSU,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,4881622,"54,238.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,4881608,"152,326.25",
Department of Health,NHS Rotherham CCG,30/09/2014,Clinical&Medical-Commercial Sector,NCAS/OATS,ONEHEALTH GROUP,4881382,"29,520.90",
Department of Health,NHS Rotherham CCG,30/09/2014,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,4911395,"254,549.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,4894727,"2,198,415.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,5173963,"335,768.25",
Department of Health,NHS Rotherham CCG,30/09/2014,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,5160777,"502,304.75",
Department of Health,NHS Rotherham CCG,30/09/2014,Prescribing,PRESCRIBING,ROTHERHAM NHS FOUNDATION TRUST,5080937,"80,671.87",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,5160761,"2,847,501.76",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,5160761,"10,294,496.42",
Department of Health,NHS Rotherham CCG,30/09/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,SENSE CHILDREN & ADULT SER,5063609,"-25,389.32",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4829164,"-82,056.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4953884,"38,625.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4894309,"92,374.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4953919,"188,405.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4953915,"1,544,988.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,5094847,"29,722.30",
Department of Health,NHS Rotherham CCG,30/09/2014,Clinical&Medical-Voluntary Sector,ACUTE CHILDRENS SERVICES,VOLUNTARY ACTION ROTHERHAM,4828951,"273,940.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4881591,"51,711.00",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4894318,"103,596.50",
Department of Health,NHS Rotherham CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4894333,"535,440.40",
