Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,4134634,"36,342.00",,437661
Department of Health,NHS Rotherham CCG,31/07/2014,Charges from CSU,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,4145344,"54,238.00",,7310601479
Department of Health,NHS Rotherham CCG,31/07/2014,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,4145333,"165,826.25",,7310601465
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Commercial Sector,NCAS/OATS,ONEHEALTH GROUP,4266032,"25,857.80",,GI000525
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Commercial Sector,NCAS/OATS,ONEHEALTH GROUP,4403374,"29,478.80",,GI000620
Department of Health,NHS Rotherham CCG,31/07/2014,Cont Care- Retrospective Claims,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,ORCHARD CARE HOMES.COM (3) LTD,4314928,"35,357.15",,INVRETR03673
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,4247424,"254,549.00",,66631
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,4247394,"2,198,415.00",,66629
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,4360528,"93,532.50",,113682300
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,4360533,"125,000.00",,113682298
Department of Health,NHS Rotherham CCG,31/07/2014,Prescribing,PRESCRIBING,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,4390326,"173,000.00",,113664049
Department of Health,NHS Rotherham CCG,31/07/2014,Social Care-Direct Payments,REABLEMENT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,4360502,"219,750.00",,113682386
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,4360518,"335,768.25",,113682360
Department of Health,NHS Rotherham CCG,31/07/2014,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,4376302,"502,304.75",,113682482
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,4451318,"36,574.42",,6001960
Department of Health,NHS Rotherham CCG,31/07/2014,Other Research Exp,EDUCATION AND TRAINING,ROTHERHAM NHS FOUNDATION TRUST,4462925,"40,000.00",,6001667
Department of Health,NHS Rotherham CCG,31/07/2014,Computer Network Costs,ADMINISTRATION & BUSINESS SUPPORT,ROTHERHAM NHS FOUNDATION TRUST,4327472,"44,497.00",,6001468
Department of Health,NHS Rotherham CCG,31/07/2014,Computer Network Costs,NON RECURRENT PROGRAMMES,ROTHERHAM NHS FOUNDATION TRUST,4462933,"55,000.00",,6001559
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,4451325,"451,666.67",,6001961
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,4360470,"1,025,000.00",,6001497
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,4451314,"1,903,192.75",,6001959
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,4451309,"10,294,496.42",,6001958
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4145255,"38,625.00",654400165,4000394647
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4145248,"188,404.00",654400165,4000394604
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4145241,"1,544,988.00",654400165,4000394566
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4327452,"-43,721.00",,9376
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4145211,"-26,204.00",,9363
Department of Health,NHS Rotherham CCG,31/07/2014,Healthcare Srv Rec CCG,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4210316,"51,711.00",,2810005191
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4210321,"103,596.50",,2810005226
Department of Health,NHS Rotherham CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4210293,"535,440.40",,2810005125
