Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,31/05/2014,Healthcare Srv Rec CCG,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3718233,"51,711.00",
Department of Health,NHS Rotherham CCG,31/05/2014,C&M-APMS NES Anti-coagulationMntrng,LOCAL ENHANCED SERVICES,ROCHE DIAGNOSTICS LTD,3528847,"52,990.03",
Department of Health,NHS Rotherham CCG,31/05/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,3763648,"56,123.27",
Department of Health,NHS Rotherham CCG,31/05/2014,Clinical&Medical-Voluntary Sector,ACUTE CHILDRENS SERVICES,VOLUNTARY ACTION ROTHERHAM,3556400,"60,000.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,3780356,"74,912.90",594959072
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3632708,"77,249.00",654400165
Department of Health,NHS Rotherham CCG,31/05/2014,Clinical&Medical-Commercial Sector,PATIENT TRANSPORT,NHS SHEFFIELD CCG,3525978,"88,805.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3569218,"103,596.50",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,3632687,"103,706.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,3648443,"150,523.50",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,3632692,"152,551.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Charges from CSU,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,3632713,"167,629.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,3600718,"254,549.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Clinical&Medical-Voluntary Sector,ACUTE CHILDRENS SERVICES,VOLUNTARY ACTION ROTHERHAM,3539300,"273,940.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,3705733,"288,285.15",594959072
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3632775,"376,808.00",654400165
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3569212,"535,440.40",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,3525972,"867,245.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,3769594,"954,455.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3632700,"1,539,770.00",654400165
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,3769590,"1,979,667.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,3600700,"2,198,415.00",
Department of Health,NHS Rotherham CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,3769590,"10,746,163.00",
