Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,30/09/2015,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,DR DOUGLAS & PARTNERS,9351762,746.2,
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,9094248,"25,451.77",
Department of Health,NHS Rotherham CCG,30/09/2015,NHS Recbles <1Yr- CHC Risk Pool Con,BALANCE SHEET,MARGARET ROSE NUTTON,9277227,"72,636.37",
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Serv Recd-CCGs,COLLABORATIVE COMMISSIONING,NHS SHEFFIELD CCG,9366938,"28,870.00",
Department of Health,NHS Rotherham CCG,30/09/2015,NHS Recbles <1Yr- CHC Risk Pool Con,BALANCE SHEET,NHS YORKSHIRE AND HUMBER CS,9147448,"70,215.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS YORKSHIRE AND HUMBER CS,9147553,"100,982.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Charges from CSU,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS YORKSHIRE AND HUMBER CS,9147553,"40,841.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,9182817,"2,262,041.91",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,9182829,"233,854.50",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,9292710,"45,973.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Cont Care-Learning Disab(65+),CHC ADULT FULLY FUNDED,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9135594,"41,592.47",
Department of Health,NHS Rotherham CCG,30/09/2015,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9182710,"54,666.33",
Department of Health,NHS Rotherham CCG,30/09/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,9231911,"28,271.81",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,9123232,"567,182.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,9123232,"367,818.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,9136822,"-2,042,427.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,9147468,"2,042,427.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,9381987,"11,312,483.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,9381987,"2,337,876.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,9381987,"25,000.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,9381993,"307,975.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,9106423,"159,866.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9094242,"-36,164.84",654400165
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9106453,"1,654,418.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9106467,"165,832.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9147461,"99,549.00",654400165
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,VOLUNTARY ACTION ROTHERHAM,9366772,"281,425.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,VOYAGE 1 LTD TA VOYAGE CARE,9339516,"-25,203.43",
Department of Health,NHS Rotherham CCG,30/09/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,VOYAGE 1 LTD TA VOYAGE CARE,9339910,"-36,860.01",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9106543,"51,711.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9147535,"103,762.01",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9147539,"573,360.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9260412,"-35,267.00",
,,,,,,,"22,282,941.85",
