Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,4030091,"1,979,667.00",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,4030085,"10,294,496.00",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,3812219,"154,477.00",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,4079264,"154,477.00",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3844998,"38,625.00",654400165
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3867151,"188,404.00",654400165
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3867148,"1,544,988.00",654400165
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3823303,"-540,314.50",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3889927,"51,711.00",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3908227,"103,596.50",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,4000046,"479,385.00",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3833214,"535,440.40",
Department of Health,NHS Rotherham CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,3908219,"535,440.40",
