Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,29/02/2016,Seconded-Basic Sal-Staff fm oth org,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,10815287,"95,934.60",
Department of Health,NHS Rotherham CCG,29/02/2016,Stationery,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,10815287,"1,831.32",
Department of Health,NHS Rotherham CCG,29/02/2016,Computer Network Costs,IM&T,ROTHERHAM NHS FOUNDATION TRUST,10952025,"44,497.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,11008359,"1,594,605.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Clinical&Medical-Serv Recd-F Trsts,WHEELCHAIR SERVICE,ROTHERHAM NHS FOUNDATION TRUST,11025471,"27,110.33",
Department of Health,NHS Rotherham CCG,29/02/2016,Computer Network Costs,NON RECURRENT PROGRAMMES,ROTHERHAM NHS FOUNDATION TRUST,11058257,"128,566.60",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,11105595,"11,291,864.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,11105595,"2,284,752.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,11105595,"25,000.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,10747070,"159,866.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,10816632,"80,744.90",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,10747177,"165,833.00",654400165
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,10747187,"1,654,418.00",654400165
Department of Health,NHS Rotherham CCG,29/02/2016,Clinical&Medical-Serv Recd-NHS Trst,WINTER PRESSURES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,10747091,"140,500.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,10893006,"573,360.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,11084006,"103,762.01",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,11084375,"-42,859.00",
Department of Health,NHS Rotherham CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,11096450,"39,185.00",
,,,,,,,"23,050,632.50",
