Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Presc Incentive Sch,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517334,"16,835.20",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES LTC Case Management,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517334,"4,950.00",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES GP Comm Incentive Sch,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517334,"4,477.48",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES DMARDS,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517334,"1,030.99",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Care of Older People,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517334,"1,650.00",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517334,280.5,
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8731596,"39,935.27",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8731596,664.2,
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS NES Anti-coagulation Mntrng,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,"1,830.76",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Presc Incentive Sch,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,"16,383.60",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES LTC Case Management,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,"5,290.00",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES GP Comm Incentive Sch,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,"4,044.68",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES DMARDS,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,"1,188.39",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Care of Older People,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,650,
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,8517336,252.83,
Department of Health,NHS Rotherham CCG,31/07/2015,NHS Recbles <1Yr- CHC Risk Pool Con,BALANCE SHEET,KEYPOINT LAW LLP,8506958,"34,753.87",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,8536323,"-56,347.31",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,8536816,"56,347.31",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,PATIENT TRANSPORT,NHS SHEFFIELD CCG,8758073,"98,090.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS YORKSHIRE AND HUMBER CS,8506696,"100,982.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Charges from CSU,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS YORKSHIRE AND HUMBER CS,8506696,"40,841.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,8519605,"28,762.86",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,8519650,"31,175.64",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,8519658,"-31,175.64",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,8519667,"31,074.76",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,8519723,"-28,762.86",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,8519732,"-31,074.76",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,8601798,"233,854.50",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,8601801,"2,262,041.91",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8466471,"188,048.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Social Care-Direct Payments,REABLEMENT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8746314,"55,000.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8746338,"539,473.50",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8758021,"1,541,500.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8758031,"335,768.25",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8758038,"93,532.50",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8758045,"125,000.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Social Care-Direct Payments,REABLEMENT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8758067,"219,750.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,8447625,"10,776,638.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,8447625,"2,097,829.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,8447625,"25,000.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Computer Network Costs,ADMINISTRATION & BUSINESS SUPPORT,ROTHERHAM NHS FOUNDATION TRUST,8551406,"44,497.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,8758017,"27,157.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,8758017,"432,010.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,8758229,"10,776,638.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,8758229,"2,097,829.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,8758229,"25,000.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,SENSE CHILDREN & ADULT SER,8536856,"44,058.30",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,8492603,"159,866.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,8492655,"82,800.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8492661,"663,329.00",654400165
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8492666,"1,217,672.00",654400165
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,218.25,
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Care of Older People,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,"5,600.00",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES DMARDS,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,716.27,
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES GP Comm Incentive Sch,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,"3,689.87",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES LTC Case Management,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,"4,120.00",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS LES Presc Incentive Sch,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,"19,693.20",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS NES Anti-coagulation Mntrng,LOCAL ENHANCED SERVICES,SPRINGCLIFFE SURGERY SHEFFIELD,8517351,"1,930.80",
Department of Health,NHS Rotherham CCG,31/07/2015,C&M-PMS NES Anti-coagulation Mntrng,LOCAL ENHANCED SERVICES,SULLIVAN CUFF SOFTWARE LTD,8695529,"26,600.40",781573014
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Serv Recd-NHS Trst,WINTER PRESSURES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8492853,"-25,671.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Healthcare Srv Rec CCG,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8506867,"51,711.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8506913,"573,360.00",
Department of Health,NHS Rotherham CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8506921,"103,762.01",
Department of Health,NHS Rotherham CCG,31/07/2015,Clinical&Medical-Serv Recd-NHS Trst,WINTER PRESSURES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8536306,"25,671.00",
