Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,31/03/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,3147341,"59,224.45",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,2819247,"31,923.74",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,MID YORKSHIRE HOSPITALS NHS TRUST,2966275,"25,764.92",
Department of Health,NHS Rotherham CCG,31/03/2014,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS WEST YORKSHIRE CSU,2908305,"157,982.69",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Commercial Sector,NCAS/OATS,ONEHEALTH GROUP,3009936,"27,953.70",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,3193901,"77,368.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,3193870,"81,748.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,3131234,"102,400.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,2908294,"3,064,766.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Voluntary Sector,HOSPICES,ROTHERHAM HOSPICE TRUST (THE),3134581,"100,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,2806317,"-299,173.32",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3134580,"30,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,SAFEGUARDING,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3134577,"34,440.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3134579,"190,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3193881,"225,766.79",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3134578,"280,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,2804731,"299,173.32",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Othe Public Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3082537,"470,510.57",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,3060621,"-155,902.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,3036379,"-39,511.68",
Department of Health,NHS Rotherham CCG,31/03/2014,Miscellaneous Expenditure (L9),ADMINISTRATION & BUSINESS SUPPORT,ROTHERHAM NHS FOUNDATION TRUST,3177749,"-36,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Miscellaneous Expenditure (L9),ADMINISTRATION & BUSINESS SUPPORT,ROTHERHAM NHS FOUNDATION TRUST,3176945,"36,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,3036333,"39,511.68",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,3060621,"519,694.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,3196402,"1,979,667.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,3196402,"10,746,163.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2861713,"156,403.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2831540,"42,786.00",654400165
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2861807,"115,829.00",654400165
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2861826,"161,265.00",654400165
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2861833,"1,550,207.00",654400165
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,VOLUNTARY ACTION ROTHERHAM,3109302,"30,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Voluntary Sector,ADMIN PROJECTS,VOLUNTARY ACTION ROTHERHAM,3060068,"270,000.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2908277,"111,058.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2908297,"115,364.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2861910,"530,097.00",
