Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£)
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19839764,253.56 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19839764,"9,824.76 "
Department of Health,NHS Rotherham CCG,30/11/2017,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19839764,"7,823.88 "
Department of Health,NHS Rotherham CCG,30/11/2017,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19839764,"2,296.45 "
Department of Health,NHS Rotherham CCG,30/11/2017,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19839764,"2,604.74 "
Department of Health,NHS Rotherham CCG,30/11/2017,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19839764,"6,839.10 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,(25.67)
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,(588.53)
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,"(7,732.42)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,"(1,788.54)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,(86.63)
Department of Health,NHS Rotherham CCG,30/11/2017,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,(675.00)
Department of Health,NHS Rotherham CCG,30/11/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,"(13,225.01)"
Department of Health,NHS Rotherham CCG,30/11/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592446,"(13,857.53)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,"163,737.30 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,"4,236.00 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,1.27 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,"12,510.33 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,"7,078.33 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,765.20 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592447,"20,546.71 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849045,"62,996.81 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19849045,"7,073.70 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849045,799.80 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592445,"91,951.70 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592445,"4,022.08 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592445,"14,424.42 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592445,538.60 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592445,"11,193.86 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849042,"(32,995.33)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19849042,"(1,367.40)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849043,"73,293.24 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19849043,"11,775.63 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849043,"1,367.40 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820221,"82,158.66 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820221,"3,259.32 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820221,762.92 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820221,"8,908.34 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820221,"1,336.00 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820221,"9,420.36 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849050,"32,597.26 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19849050,"4,059.80 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,19849050,498.80 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592452,"103,717.47 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592452,"2,929.58 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592452,21.78 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592452,104.74 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592452,"9,208.42 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592452,"10,629.91 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,"(2,807.76)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,(499.06)
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,"(6,971.05)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,(73.46)
Department of Health,NHS Rotherham CCG,30/11/2017,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,(176.27)
Department of Health,NHS Rotherham CCG,30/11/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,"(10,924.77)"
Department of Health,NHS Rotherham CCG,30/11/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592450,"(11,583.39)"
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,"147,773.13 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,"1,112.08 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,139.84 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,452.70 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,550.00 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,564.93 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,"21,023.33 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19614925,"16,075.82 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592476,"56,859.76 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592476,"1,000.58 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592476,28.05 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592476,90.52 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592476,"3,664.45 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592476,"6,479.48 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820223,"24,878.61 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820223,134.98 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820223,"3,986.30 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19820223,"3,237.30 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,"17,749.75 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,737.83 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,63.47 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,474.17 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,"5,755.21 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,178.20 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592454,"1,782.21 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592458,"27,520.36 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592458,"1,708.25 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592458,"3,100.00 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592458,92.20 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592458,"2,810.34 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592465,"51,325.31 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592465,"1,679.58 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592465,5.40 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592465,"5,822.50 "
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592465,247.80 
Department of Health,NHS Rotherham CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,19592465,"5,637.80 "
