Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,8907009,"2,262,041.91",
Department of Health,NHS Rotherham CCG,31/08/2015,Clinical&Medical-Voluntary Sector,HOSPICES,ROTHERHAM HOSPICE TRUST (THE),8938859,"666,654.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Clinical&Medical-Voluntary Sector,WINTER PRESSURES,ROTHERHAM HOSPICE TRUST (THE),8938990,"70,000.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Prescribing,PRESCRIBING,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,8892149,"173,000.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Oth Travel Costs-Training Trav&Subs,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,8938321,528.4,
Department of Health,NHS Rotherham CCG,31/08/2015,Seconded-Basic Sal-Staff fm oth org,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,8938321,"88,724.17",
Department of Health,NHS Rotherham CCG,31/08/2015,Stationery,MEDICINES MANAGEMENT - CLINICAL,ROTHERHAM NHS FOUNDATION TRUST,8938321,"2,205.12",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,9045669,"11,208,648.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,9045669,"2,124,986.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,WINTER PRESSURES,ROTHERHAM NHS FOUNDATION TRUST,9045669,"25,000.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Prescribing,PRESCRIBING,ROTHERHAM NHS FOUNDATION TRUST,9067466,"87,582.91",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,8817376,"159,866.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,8862369,"72,695.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8793377,"1,800,000.00",654400165
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8907066,"1,654,418.00",654400165
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8907076,"165,833.00",654400165
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8817594,"103,762.01",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8817623,"51,711.00",
Department of Health,NHS Rotherham CCG,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,8862023,"573,360.00",
