Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610297,(47.11)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610298,"2,040.58 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610298,"168,990.09 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610298,"(4,179.93)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610298,"3,275.00 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610298,"5,345.83 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AJ COLE & PARTNERS,15610298,"8,235.17 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AVERY & PARTNERS,15845702,"41,891.70 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,DR AVERY & PARTNERS,15845702,246.79 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AVERY & PARTNERS,15845702,"2,875.00 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AVERY & PARTNERS,15845702,165.62 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AVERY & PARTNERS,15845702,"5,305.31 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610309,"(97,312.76)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610309,(378.55)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610309,(163.27)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610309,(55.72)
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610309,"(5,040.00)"
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610309,"(5,124.17)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610310,"2,697.42 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610310,"201,225.56 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610310,"(4,935.30)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610310,"52,047.00 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610310,"1,639.00 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR COOPER & PARTNERS ROTHERHAM,15610310,"10,357.11 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR D G POLKINGHORN & PARTNERS,15845706,"4,134.14 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR D G POLKINGHORN & PARTNERS,15845706,"78,071.43 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,DR D G POLKINGHORN & PARTNERS,15845706,"5,144.40 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR D G POLKINGHORN & PARTNERS,15845706,"6,994.79 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR D G POLKINGHORN & PARTNERS,15845706,"1,714.65 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR D G POLKINGHORN & PARTNERS,15845706,"8,892.62 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610300,"(85,696.83)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610300,(322.25)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610300,(47.43)
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610300,"(6,220.10)"
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610300,"(6,447.35)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610302,"8,044.17 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610302,"171,061.81 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610302,"14,424.42 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610302,"2,467.54 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15610302,"10,193.20 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,15867534,"(33,084.30)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15867534,"(1,302.00)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,15867535,"60,216.60 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,DR D T SAY & PARTNERS,15867535,"11,556.69 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,15867535,"1,302.00 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,"(150,693.92)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,(590.26)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,(111.74)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,(86.88)
Department of Health,NHS Rotherham CCG,31/01/2017,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,(720.00)
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,"(12,828.75)"
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610304,"(13,191.75)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"8,472.08 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"306,338.68 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"(7,516.71)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"12,717.32 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"12,510.33 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"7,078.33 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15610307,"18,698.43 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR DOUGLAS & PARTNERS,15867537,"36,381.57 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,DR DOUGLAS & PARTNERS,15867537,"6,827.25 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,DR DOUGLAS & PARTNERS,15867537,882.00 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,"7,799.46 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,"76,385.99 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,"4,345.76 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,762.92 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,"8,908.34 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,"1,255.08 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,142.84 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15845710,"8,569.45 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR MM BROWN & PARTNERS,15867542,"22,717.86 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,DR MM BROWN & PARTNERS,15867542,"3,106.58 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,DR MM BROWN & PARTNERS,15867542,554.40 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610316,"(92,625.92)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610316,(369.37)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610316,(156.70)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610316,(54.37)
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610316,"(4,398.48)"
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610316,"(4,763.45)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610318,"5,859.17 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610318,"189,774.95 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610318,"(4,586.83)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610318,"8,664.09 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610318,"1,464.10 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N PATEL & PARTNERS ROTHERHAM,15610318,"9,632.80 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,"(132,680.67)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,(502.35)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,(129.99)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,(73.94)
Department of Health,NHS Rotherham CCG,31/01/2017,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,(176.27)
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,"(10,647.27)"
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610312,"(11,304.44)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,"2,224.17 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,"274,217.33 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,"(6,801.03)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,550.00 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,800.33 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,"21,023.33 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR OWEN & PARTNERS,15610314,"14,434.23 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,"(49,600.35)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,(198.99)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,(58.07)
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,(29.29)
Department of Health,NHS Rotherham CCG,31/01/2017,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,(959.75)
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,"(5,243.33)"
Department of Health,NHS Rotherham CCG,31/01/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610368,"(5,481.67)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610371,"2,001.08 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610371,"102,093.90 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610371,"(2,516.55)"
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610371,"3,519.83 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PJ CLARKE & PARTNERS,15610371,"5,943.66 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR R SHRIVASTAVA & DR C RAOLU,15845714,"23,302.80 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,DR R SHRIVASTAVA & DR C RAOLU,15845714,179.98 
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR R SHRIVASTAVA & DR C RAOLU,15845714,"2,589.50 "
Department of Health,NHS Rotherham CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R SHRIVASTAVA & DR C RAOLU,15845714,"2,946.12 "
