Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,3865012,"124,492.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,3887290,"34,959.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,3887321,"72,142.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,3887342,"234,505.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec NHS Trust,NCAS/OATS,EAST CHESHIRE NHS TRUST,3887382,"132,079.02",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOMWELL HEALTHWATCH LTD,3887477,"74,200.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3887687,"1,477,578.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,3887710,"37,805.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,3887781,"194,701.63",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,3887872,"36,028.58",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3887929,"248,230.50",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,3937676,"2,115,708.08",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,3937697,"91,030.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,3937740,"11,156,413.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,3937761,"1,626,831.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,3937943,"51,913.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,3938019,"157,946.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,3938176,"27,084.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,3938185,"27,084.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,3938197,"27,084.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,3938309,"1,861,709.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,3969040,"104,518.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HOSPITAL WYKE,3969504,"33,687.20",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,3982737,"118,758.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,3982746,"112,568.63",654442045
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,3983019,"212,900.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3983038,"237,495.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3983056,"45,704.60",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,3983082,"43,516.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,3983114,"188,600.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,SOUTH MANCHESTER PRIVATE CLINIC,4014343,"28,252.37",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,4028163,"151,251.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,PENNINE CARE NHS FOUNDATION TRUST,4028204,"69,000.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,PENNINE CARE NHS FOUNDATION TRUST,4028209,"55,200.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,4028332,"62,724.08",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Othe Public Sector,NCAS/OATS,BETSI CADWALADR UNIVERSITY LHB,4046607,"27,148.00",654439560
Department of Health,NHS Stockport CCG,30/06/2014,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,PENNINE CARE NHS FOUNDATION TRUST,4106627,"55,200.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Independent Sector,NHS 111,MASTERCALL HEALTHCARE,4106634,"79,303.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,4106636,"68,723.00",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,4106644,"29,244.42",-
Department of Health,NHS Stockport CCG,30/06/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,4106646,"68,723.00",-
