Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/09/2015,Programme Support Costs,PROGRAMME PROJECTS,NHS CENTRAL MANCHESTER CCG,9261143,101667,-
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9261152,63885,-
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,9261169,645631,654435138
Department of Health,NHS Stockport CCG,30/09/2015,Hlthcre-Foundation Trsts,NCAS/OATS,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,9261192,45024,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,9261237,85987.35,938297867
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,9261248,142865.5,654 442 045
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,9261299,1952606,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,9261310,41746.76,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,9261323,239565,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOMWELL HEALTHWATCH LTD,9277233,-161660,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,9277615,100289.69,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,9277615,24072.86,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,9277615,317195.31,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,9277615,132858.85,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,9277615,957583.29,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Othe Public Sector,NCAS/OATS,BETSI CADWALADR UNIVERSITY LHB,9294628,100290,654439560
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,9306166,44337.85,-
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,9306173,440475,654939786
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,9306212,236058,654939786
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,HOSPICES,BEECHWOOD CANCER CARE CENTRE,9306258,127008.28,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,WINTER PRESSURES,MASTERCALL HEALTHCARE,9306321,6468,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,9306321,29250.06,-
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9323076,71216,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOMWELL HEALTHWATCH LTD,9338396,161660,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Drugs,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,9338506,85984.57,-
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,9339523,-358711,654941709
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,9379699,177685.1,654941709
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,9379701,213160.32,654941709
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,9379708,132532.38,654941709
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9379761,-116237,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,9379807,255648,-
Department of Health,NHS Stockport CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,9379848,47792.26,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,9379867,134514.31,654 442 045
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,9379890,132696.93,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,MANCHESTER SURGICAL SERVICES,9379896,29928.67,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOME & WELLINGTON,9390372,26808,-
Department of Health,NHS Stockport CCG,30/09/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOME & WELLINGTON,9390419,-26808,-
