Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/03/2015,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,7157924,7680,-
Department of Health,NHS Stockport CCG,31/03/2015,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,7157924,46897,-
Department of Health,NHS Stockport CCG,31/03/2015,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,7157924,3311,-
Department of Health,NHS Stockport CCG,31/03/2015,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7157934,52528.08,-
Department of Health,NHS Stockport CCG,31/03/2015,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7157934,56846.92,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,7158193,27084,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,7158486,88138,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7158749,-89254,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7158789,130991,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,7159314,1919732,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7159320,235705,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,7216827,101159,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,7217110,157503,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,7243325,-681045,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,BRINNINGTON SURGERIES,7263201,80000,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,SRCL LTD,7263419,-26304,702461079
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,7263464,70883,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,7263505,62724.09,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,7263574,26457,654435138
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,7263843,681045,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,7263977,56753.75,-
Department of Health,NHS Stockport CCG,31/03/2015,External Consultancy Fees,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7264039,22045.27,-
Department of Health,NHS Stockport CCG,31/03/2015,Soc Care-Integrated Records Or IT,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7264039,50279.8,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,7264263,117472.25,654 442 045
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,7264271,125500,654 442 045
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,7277007,34911.41,-
Department of Health,NHS Stockport CCG,31/03/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,NHS EASTERN CHESHIRE CCG,7277009,25388.88,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,7277015,137905,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,7277017,139876,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,7277024,-43812,-
Department of Health,NHS Stockport CCG,31/03/2015,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,7291156,85893,-
Department of Health,NHS Stockport CCG,31/03/2015,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,7291170,253446,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,SRCL LTD,7328055,26304,702461079
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,7328561,55200,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7328589,249044,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,7362037,1769732,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,7371166,41076.18,-
Department of Health,NHS Stockport CCG,31/03/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7377411,149627.93,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,7390289,105750,-
Department of Health,NHS Stockport CCG,31/03/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,7390311,41787,-
