Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,7501542,51913,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,7501543,194701.63,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7501544,1488264.17,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,7501548,2115708.08,654941709
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,7501549,1808789,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,7501551,91920,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7501553,312914.42,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Voluntary Sector,DEMENTIA,ALZHEIMERS SOCIETY,7615964,35000,GB974843571
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7616277,-56898,-
Department of Health,NHS Stockport CCG,30/04/2015,Miscellaneous Expenditure (L9),PROGRAMME PROJECTS,NHS TRAFFORD CCG,7616290,106163,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7616316,211335,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,7616380,605260,654435138
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,7616444,346755,-
Department of Health,NHS Stockport CCG,30/04/2015,Computer Software/License,PROGRAMME PROJECTS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,7616482,2567000,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,7632528,37861,654435138
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,7632679,25706,654435138
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,7632819,157507,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,7677532,41650.2,654941709
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,7677550,170948.55,654941709
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,7677769,62724.08,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,7699845,56753.75,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,7700186,35718.06,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,7700251,26340,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,7716669,287393,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,7716678,191675,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,7716684,79729.13,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,7755831,140000,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Serv Recd-F Trsts,MENTAL HEALTH SERVICES - ADULTS,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,7755839,25339,-
Department of Health,NHS Stockport CCG,30/04/2015,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,7755846,41581.39,-
Department of Health,NHS Stockport CCG,30/04/2015,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,7755878,132945,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,OAKWOOD HOUSE PSYCHOLOGICAL SERVICES & TRAINING LTD,7755881,75060.95,-
Department of Health,NHS Stockport CCG,30/04/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,7755885,-140000,-
Department of Health,NHS Stockport CCG,30/04/2015,Clinical&Medical-Commercial Sector,HOSPICES,BEECHWOOD CANCER CARE CENTRE,7755890,127008.28,-
