Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,VAT Registration Number
Department of Health,NHS Stockport CCG,9/30/2020,Cont Care-Learning Disab(<65),CHC ADULT JOINT FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,33787533,28974.23,GB158556040
Department of Health,NHS Stockport CCG,9/30/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,NEW CARE OPCO (WOODFORD) LTD,33788100,410785.71,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,33804349,-64840.32,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,33816585,1114.06,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,33816585,56672.15,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,33816585,8230.19,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,33816587,807.12,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,33816587,41407.6,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,33816587,4635.05,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,33816589,1261.33,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,33816589,63609.01,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,33816589,7351.24,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,33816591,33424.32,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,33816591,669.87,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,33816591,2627.33,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,33816591,3931.04,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816592,-406.26,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816592,-18589.94,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816592,-5346.25,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816592,-5691.52,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816592,-17031.26,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,87820.72,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,1739.1,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,10228.42,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,7013.73,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,2812.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,3235.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,33816593,6096.77,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,33816595,103906.42,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,33816595,2047.96,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,33816595,2900,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,33816595,11938.04,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,33816597,662.33,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,33816597,32835.1,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,33816597,4912.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,33816597,3597.6,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,33816599,39668.27,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,33816599,786.12,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,33816599,7720,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,33816599,205.57,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,33816599,3987.29,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,33816601,1934.62,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,33816601,97553.81,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,33816601,7951.25,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,33816601,11629.22,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,33816603,28880.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,33816603,569.42,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,33816603,1491.67,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,33816603,2510.32,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,33816605,81278.27,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,33816605,1603.32,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,33816605,9854.46,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,92881.65,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,1833.84,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,8080,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,3550.44,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,3812.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,17430.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,624.47,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,33816607,9777.46,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,33816613,57125.45,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,33816613,1133.51,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,33816613,6797.69,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,33816616,64546.44,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,33816616,1265.97,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,33816616,31035.5,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,33816616,453.87,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,33816616,7434.86,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,33816618,23684.29,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,33816618,460.05,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,33816618,2565.91,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,33816620,54654.35,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,33816620,1070.53,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,33816620,3208.33,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,33816620,6426.28,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,33816622,58746.61,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,33816622,1151.33,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,33816622,6588.44,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,33816625,45196.4,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,33816625,884.86,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,33816625,307.68,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,33816625,4807.03,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,33816627,48451.56,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,33816627,955.61,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,33816627,9500,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,33816627,5598.7,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,33816627,3037.48,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,33816627,2870.7,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,33816629,1102.62,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,33816629,55474.59,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,33816629,4479.17,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,33816629,6611.81,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,33816631,53431.44,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,33816631,1054.67,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,33816631,2614.08,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,33816631,6543.07,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,33816633,73922.57,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,33816633,1444.55,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,33816633,1658,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,33816633,324.24,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,33816633,8487.07,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,33816635,67764.48,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,33816635,1335.43,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,33816635,5290.67,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,33816635,6561.49,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,33816635,1763.75,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,33816635,1171.55,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,33816637,28541.03,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,33816637,566.01,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,33816637,3264.93,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,33816639,39483.54,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,33816639,780.24,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,33816639,2108.33,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,33816639,4797.68,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816640,-545.81,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816640,-279.4,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-PMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816640,-279.4,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816640,-3433.04,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816640,-9442.8,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816640,-14103.91,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816641,2343.51,"""-"""
Department of Health,NHS Stockport CCG,9/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,33816641,118722.6,"""-"""
