Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22952260,4496.1,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22952260,3417,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22952262,42852.69,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22952262,1680,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22952262,341.52,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22952262,5859.38,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22952264,86.72,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22952264,31862.25,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22952264,424.57,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Other Small Practice All,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22952264,3245,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22952264,2627.33,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22952264,4038.3,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22952266,28176.72,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22952266,424.61,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22952266,2441.67,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22952266,3678.48,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22952266,3074,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22952268,84507.53,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22952268,1526.02,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22952268,9679.61,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22952270,96038.73,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22952270,780.48,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22952270,887.4,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22952270,2900,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22952270,12894.65,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22952272,31554.7,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22952272,398.52,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22952272,3316.67,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22952272,3370.09,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,22952274,36084.48,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,22952274,440.1,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,22952274,3928.52,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,93228.04,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,77.25,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,870,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,6626.66,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,17044.86,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,1635.41,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22952276,11271.09,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22952278,27281.08,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22952278,113.74,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22952278,1416.67,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22952278,2654.95,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22952280,75273.16,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22952280,314.34,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22952280,10407.72,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22952280,5543,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22952282,85411.87,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22952282,823.84,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22952282,517.22,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22952282,3812.5,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22952282,9344.42,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22952284,72778.04,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22952284,1214.08,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22952284,717.61,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22952284,4941.67,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22952284,207.85,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22952284,8235.81,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22952286,5463.36,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22952286,78434.1,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22952286,953.44,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Other Small Practice All,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22952286,7315,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22952286,5450,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22952286,10003.56,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22952290,53768.98,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22952290,638.93,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22952290,7245.93,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22952292,85292.77,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22952292,538.73,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22952292,7970,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22952292,5716.67,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22952292,8896.65,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22952294,60085.49,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22952294,586.83,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22952294,7571.86,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22952298,50987.98,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22952298,476.96,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22952298,814.83,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22952298,3208.33,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22952298,6327.86,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,22952300,56928.98,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,22952300,6957.73,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22952302,41628.12,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22952302,233.19,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22952302,4407.41,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22952302,3862,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,22952304,1560.96,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,22952304,42507.97,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,22952304,459.64,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,22952304,5147.76,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,22952306,45826.13,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,22952306,671.18,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Other Small Practice All,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,22952306,4190,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,22952306,259.98,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,22952306,5428.68,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22952308,50456.44,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22952308,311.62,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22952308,4143.67,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22952308,6490.68,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22952310,51110.59,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22952310,401.71,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22952310,2614.08,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22952310,6991.86,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22952312,68126.66,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22952312,1658.33,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22952312,8434.98,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,22952314,1430.88,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,22952314,62910.91,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,22952314,9570.83,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK VIEW GROUP PRACTICE,22952314,7438.8,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,22952316,26935.3,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,22952316,173.44,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,22952316,307.51,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE,22952316,3162.65,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,22952318,36086.98,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,22952318,285.29,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,22952318,2045.83,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,22952318,7347.13,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRINGFIELD SURGERY STOCKPORT,22952318,4093.21,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952321,-3902.4,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952321,-7460.83,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952321,-528.83,
Department of Health,NHS Stockport CCG,31/07/2018,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952321,-402.93,
Department of Health,NHS Stockport CCG,31/07/2018,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952321,-17359.86,
Department of Health,NHS Stockport CCG,31/07/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952321,-17132.74,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952322,109372.87,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952322,422.56,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952322,6000,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952322,20163.33,
Department of Health,NHS Stockport CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STOCKPORT MEDICAL GROUP,22952322,13083.12,
