Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STOCKPORT LMC,27990087,17052.95,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,27990096,38333.33,GB235134980
Department of Health,NHS Stockport CCG,31/07/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,27990101,496341.08,GB235134980
Department of Health,NHS Stockport CCG,31/07/2019,Other Gen Supplies & Srv,COLLABORATIVE COMMISSIONING,NHS OLDHAM CCG,27990116,2167,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,27990116,9398,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Other Gen Supplies & Srv,HUMAN RESOURCES,NHS OLDHAM CCG,27990116,11755,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,27990116,1965,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Other Gen Supplies & Srv,NHS 111,NHS OLDHAM CCG,27990116,1817,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Telecoms-Phone Rental and Calls,PRIMARY CARE IT,NHS OLDHAM CCG,27997720,52629.96,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,28019336,54533.89,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,28019336,4505.3,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,28019336,8363.22,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,28019338,39402.9,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,28019338,3217.05,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,28019338,4634.1,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,28019340,44623.43,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,28019340,2785.4,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,28019340,3634.37,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,28019340,5782.07,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,2284.28,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,32993.31,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,212.28,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,2708.73,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,4990,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,3251,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,2627.33,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,380.88,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,28019342,4066.6,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,28019344,85987.75,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,28019344,763.01,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,28019344,7057.89,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,28019344,10250.63,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,28019346,99114.23,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,28019346,8056.35,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,28019346,2900,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,28019346,12436.04,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,28019348,32167.18,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,28019348,2697.66,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,28019348,3316.67,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,28019348,3428.78,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,28019350,37918.53,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,28019350,220.05,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,28019350,3063.93,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,28019350,3941.28,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,28019352,94658.48,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,28019352,6207.3,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,28019352,7757.77,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,28019352,870,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,28019352,6626.67,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,28019352,11912.11,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,28019354,1847.28,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,28019354,27620.98,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,28019354,56.87,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,28019354,2300.48,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,28019354,1491.67,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,28019354,2646.66,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,28019356,77183.51,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,28019356,4247.45,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,28019356,6309.05,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,28019356,10886.74,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,28019358,88631.77,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,28019358,6163.13,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,28019358,7209.9,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,28019358,3812.5,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,28019358,10056.01,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,28019364,3308.38,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,28019364,55447.89,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,28019364,319.47,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,28019364,4522.72,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,28019364,700.33,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,28019364,7477.07,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,4495.88,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,61914.43,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,293.41,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,5083.69,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,453.87,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,428.3,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,28019367,7753.28,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,28019369,1380.83,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,28019369,21641.39,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,28019369,225.23,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,28019369,1784.37,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,28019369,2555.44,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,52569.87,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,3893.1,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,4310.8,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,10200,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,5181,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,3208.33,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,28019370,6300.66,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,28019372,3491.25,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,28019372,55887.88,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,28019372,4637.69,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,28019372,4696,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,28019372,6747.82,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,28019374,43755.49,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,28019374,3562.89,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,28019374,4545.2,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,3063.75,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,43653.65,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,229.82,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,3505.57,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,538.44,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,50863.32,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,28019376,5159.87,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,28019378,3055.2,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,28019378,46582.19,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,28019378,335.59,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,28019378,3816.97,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,28019378,255.06,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,28019378,5488.47,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,28019380,53042.95,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,28019380,3455.15,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,28019380,4283.75,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,28019380,4143.67,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,28019380,6462.11,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,3388.18,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,51535.88,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,200.85,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,4242.16,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,4576,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,2614.08,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,15414.52,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,28019382,6880.63,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,4269.78,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,2905.12,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,69799.75,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,5748.5,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,1658.33,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,665.59,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,9151.61,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,28019384,8604.84,"""-"""
