Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,10121609,"38,788.00",938297867
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,10121618,"98,130.76",938297867
Department of Health,NHS Stockport CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,10180294,"11,905,076.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,10180633,"1,110,245.00",654939786
Department of Health,NHS Stockport CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,10180659,"28,423.00",654939786
Department of Health,NHS Stockport CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,10204221,"1,583,992.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,10204608,"1,952,606.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,10204676,"56,753.75",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,10204790,"255,615.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Miscellaneous Expenditure (L9),CORPORATE COSTS & SERVICES,NHS CENTRAL MANCHESTER CCG,10235462,"63,979.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,10235522,"3,311.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,10235522,"21,171.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,10235522,"7,679.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,10235522,"23,649.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,10235522,"5,835.00",-
Department of Health,NHS Stockport CCG,31/12/2015,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,10235532,"56,292.90",-
Department of Health,NHS Stockport CCG,31/12/2015,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,10235532,"61,173.10",-
Department of Health,NHS Stockport CCG,31/12/2015,Accruals <1Yr-Non-NHS PeriodEndAccrual,BALANCE SHEET,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10235552,"138,609.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10235841,"100,289.69",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10235841,"24,072.86",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10235841,"317,195.31",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10235841,"132,858.85",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10235841,"957,583.29",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,10273250,"28,177.30",-
Department of Health,NHS Stockport CCG,31/12/2015,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,10355434,"49,591.68",-
Department of Health,NHS Stockport CCG,31/12/2015,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,10355434,"53,724.32",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,10355453,"29,250.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,WINTER PRESSURES,MASTERCALL HEALTHCARE,10355453,"6,468.06",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,10355467,"356,826.00",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,10355503,"91,532.03",-
Department of Health,NHS Stockport CCG,31/12/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,10355509,"312,914.44",-
