Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,23398218,31554.7,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,23398218,398.52,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,23398218,3316.67,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,23398218,3370.09,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,23398220,2478.55,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,23398220,2384.8,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,23398220,36084.48,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,23398220,440.1,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,23398220,3928.52,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,93228.04,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,6291.85,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,520.32,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,77.25,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,870,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,6626.66,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,23398222,11271.09,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,23398224,1832.55,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,23398224,27281.08,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,23398224,113.74,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,23398224,1416.67,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,23398224,2654.95,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,85411.87,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,6118.48,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,1604.32,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,517.22,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,1627.53,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,3812.5,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,16866.05,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,160.53,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,9344.42,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,23398227,7825,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,23398229,72778.04,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,23398229,5275.83,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,23398229,717.61,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,23398229,4941.67,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,23398229,8235.81,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-3382.08,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-387.83,
Department of Health,NHS Stockport CCG,31/08/2018,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-1269.05,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-5886.62,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-3194.03,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-10817.04,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398230,-1045.71,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,5668.18,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,140,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,5073.12,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,78434.1,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,953.44,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,5450,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,232.42,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,23398231,10003.56,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,23398235,3320.25,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,23398235,53768.98,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,23398235,638.93,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,23398235,7245.93,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,23398238,4436.03,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,23398238,693.76,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,23398238,60085.49,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,23398238,586.83,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,23398238,16667.62,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,23398238,7571.86,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,23398241,50987.98,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,23398241,3881.7,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,23398241,780.48,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,23398241,814.83,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,23398241,3208.33,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,23398241,6327.86,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,3473.2,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,737.12,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,56928.98,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Other Small Practice All,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,4686,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,6957.73,
Department of Health,NHS Stockport CCG,31/08/2018,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,1642.16,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,23398243,2139.44,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,23398245,41628.12,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,23398245,2808.68,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,23398245,3728.96,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,23398245,233.19,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,23398245,167.16,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,23398245,4407.41,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,3101.75,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,2384.8,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,42507.97,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,459.64,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,8884.18,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,5147.76,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,810,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,5169.97,
Department of Health,NHS Stockport CCG,31/08/2018,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HEALD GREEN HEALTH CENTRE DR WRIGHT,23398247,4685.8,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,23398249,3070.4,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,23398249,520.32,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,23398249,45826.13,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,23398249,671.18,
Department of Health,NHS Stockport CCG,31/08/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE BRIDGE SURGERY,23398249,5428.68,
