Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22110083,424.61,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22110083,2441.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22110083,3678.48,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22110085,280,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22110085,84244.61,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22110085,1526.02,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22110085,9679.61,
Department of Health,NHS Stockport CCG,31/05/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22110085,1812.5,
Department of Health,NHS Stockport CCG,31/05/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,22110085,1797.5,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,96788.91,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,5320,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,260.16,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,887.4,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,15152.74,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,2900,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,265.83,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22110087,12894.65,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22110089,31774.75,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22110089,398.52,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22110089,3316.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,22110089,3370.09,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,22110091,35909.18,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,22110091,440.1,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,22110091,3928.52,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22110093,93607.43,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22110093,77.25,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22110093,6590.04,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22110093,870,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22110093,6626.66,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,22110093,11271.09,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22110095,26919.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22110095,113.74,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22110095,1416.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,22110095,2654.95,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22110097,74745.78,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22110097,1170.72,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22110097,314.34,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22110097,1708.16,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,22110097,10407.72,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22110099,85032.73,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22110099,2428.16,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22110099,517.22,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22110099,19380.76,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22110099,3812.5,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,22110099,9344.42,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,72691.32,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,1960,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,717.61,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,2063.26,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,9827.43,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,4941.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,22110101,8235.81,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,1120,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,2037.92,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,78049.14,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,953.44,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,5450,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,1011.87,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,22110103,10003.56,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22110107,303.52,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22110107,53958.22,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22110107,638.93,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22110107,822.39,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,22110107,7245.93,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22110109,85725.09,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22110109,700,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22110109,693.76,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22110109,538.73,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22110109,5716.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FAMILY SURGERY STOCKPORT,22110109,8896.65,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22110111,59583.09,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22110111,586.83,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22110111,18307.44,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATLEY MEDICAL CENTRE,22110111,7571.86,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,22110113,840,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,22110113,563.68,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,22110113,21492.12,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,22110113,450.47,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,22110113,302.15,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GUYWOOD PRACTICE,22110113,2485.31,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,51208.82,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,980,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,814.83,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,3208.33,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,12310.18,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,1867.02,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON MERSEY MEDICAL PRACTICE,22110115,6327.86,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,22110117,56920.59,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,22110117,31007.5,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,22110117,365.89,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON NORRIS HEALTH CENTRE DR MARSHALL,22110117,6957.73,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22110119,41418.65,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22110119,233.19,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22110119,187.62,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH LANE MEDICAL CENTRE,22110119,4407.41,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22110123,49759.52,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22110123,311.62,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22110123,4143.67,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE COTTAGE SURGERY,22110123,6490.68,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22110125,420,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22110125,50972.94,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22110125,401.71,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22110125,2614.08,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARPLE MEDICAL PRACTICE,22110125,6991.86,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22110127,1474.24,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22110127,67417.07,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22110127,1658.33,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22110127,1399.49,
Department of Health,NHS Stockport CCG,31/05/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MANOR MEDICAL PRACTICE,22110127,5960.88,
