Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,982371,"5,130,000.00",,1801421879
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,982378,"185,256.00",,1801421883
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Oth-NHS,PROGRAMME PROJECTS,HERTS URGENT CARE,855875,"95,527.80",,2149
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Oth-NHS,NON RECURRENT PROGRAMMES,HERTS URGENT CARE,898148,"127,337.00",,2155
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Oth-NHS,OUT OF HOURS,HERTS URGENT CARE,898151,"320,330.35",,2153
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,884083,"102,780.00",,H0089069
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,957942,"86,873.82",,H0089597
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Voluntary Sector,HOSPICES,KEECH HOSPICE CARE,1032074,"156,768.93",,SIN000983
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,1018678,"35,019.64",,HT000002975
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,1018678,290.45,,HT000002975
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,910416,"135,724.00",,182852
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,External Consultancy Fees,CEO/ BOARD OFFICE,LEAP ORGANISATION LTD,970225,"54,012.30",,123
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,884404,"92,875.50",,52947009
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,1023404,"59,850.00",,MS130666
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,846240,"84,214.00",,ME2000078740
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,910067,"36,397.00",,ME2000078330
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,910679,"198,113.00",,IC0017259
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,1018686,"-89,181.90",,HT000002984
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,1018687,"208,290.97",,HT000002985
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Oth-NHS-Contract Baseline,INTERMEDIATE CARE,NHS COMMISSIONING BOARD,957929,"25,460.00",,7000001003
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Charges from CSU,CORPORATE COSTS & SERVICES,NHS HERTFORDSHIRE INTEGRATED CSU,846222,"549,035.21",,7311100048
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,835019,"191,550.00",,19134
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH WEST LONDON HOSPITALS NHS TRUST,910143,"54,916.66",,I0149599
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,OXFORD FERTILITY UNIT,910716,"149,290.00",,OFUEOE9062
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,910281,"104,706.00",,I0079906
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,910706,"714,100.00",,ENHCCGPINAUG13
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,846200,"3,728,750.00",,BL130501
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,910085,"161,570.02",,I0160946
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,835121,"-71,885.00",,38875
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,884148,"434,755.00",,1325158
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,898175,"265,666.00",,B0022503
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,812022,"82,589.00",,06K010813PFBSH
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,884215,"443,688.33",,201289
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,1018711,"-47,574.94",,HT000003009
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,1018712,"89,616.23",,HT000003010
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,910200,"189,768.00",,213185
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,1018707,"39,715.25",,HT000003005
Department of Health,NHS East & North Hertfordshire CCG,31/08/2013,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,1018707,"1,703.45",,HT000003005
,,,,,,,,,
,,,,,,,"35,813,484.70",,
