Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,4297321,"123,032.00",,1801573090
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,4297326,"188,405.00",,1801573081
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,4210005,"95,527.80",,2423
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,NON RECURRENT PROGRAMMES,HERTS URGENT CARE,4210013,"127,337.00",,2424
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,4210026,"320,330.35",,2418
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,4210186,"90,641.00",,H0104752
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,4285379,"71,323.00",,H0104753
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Voluntary Sector,HOSPICES,KEECH HOSPICE CARE,4146417,"160,381.00",,SIN001787
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,4435021,"36,848.23",,HT000010518
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,4435021,313.95,,HT000010518
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,4249382,"30,896.00",,207187
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,4422477,"-29,002.00",,CR00015736
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,4157430,"92,875.50",,52954637
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Voluntary Sector,PALLIATIVE CARE,MARIE CURIE CANCER CARE,4452508,"25,797.32",,637
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,4266877,"300,705.00",,IC0020361
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,4435027,"-78,310.70",,HT000010525
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,4435028,"162,424.63",,HT000010526
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,4435028,"3,517.85",,HT000010526
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Charges from CSU,CORPORATE COSTS & SERVICES,NHS CENTRAL EASTERN CSU,4146441,"326,584.00",,7312200415
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,4146260,"37,096.88",,48333464
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,4249093,"390,045.00",,24401
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH WEST LONDON HOSPITALS NHS TRUST,4157406,"71,316.00",,I0159835
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,OXFORD FERTILITY UNIT,4297348,"98,930.00",,OFUEOE9073
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,4266719,"104,004.00",,I0086130
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,4209350,"1,083,235.00",,ENHCCGPINJULY14
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,4209496,"4,077,415.17",,BL140401
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,4157400,"180,750.84",,I0167426
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,4146477,"355,073.00",654946987,1335824
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,4297235,"915,348.00",654946987,I0067969
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,4157463,"277,875.00",,B0025364
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,4210061,"40,420.05",654974100,I0040293
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,4248683,"38,600.42",654974100,I0039785
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,4391182,"79,178.30",,06K201402NCA
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,4452804,"137,467.00",,06K010714PFHPN
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Voluntary Sector,HOSPICES,ST CLARE HOSPICE TRUST,4146456,"42,095.00",,2691
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,4209610,"519,202.00",,5010017431
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Clinical&Medical-Independent Sector,URGENT CARE,VIRGIN CARE LEA VALLEY LLP,4249350,"60,115.50",918510332,812Z357
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,4435051,"-43,926.47",,HT000010549
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,4435052,"87,972.02",,HT000010550
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,4435052,"1,674.40",,HT000010550
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,4248781,"287,656.00",,221589
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,4435047,"1,964.20",,HT000010545
Department of Health,NHS East & North Hertfordshire CCG,31/07/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,4435047,"36,906.66",,HT000010545
,,,,,,,,,
,,,,,,,"36,991,923.31",,
