Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Bldg/Eng Equip Maint/Rep,ADMINISTRATION & BUSINESS SUPPORT,DART,16261144,"34,224.60",,376074
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,15751563,"17,585,484.00",,4136957
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Non Contract,WINTER PRESSURES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16089935,"32,776.00",,4137260
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16089968,"56,661.00",,4137366
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16143347,"802,000.00",,4138096
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,15948448,"1,373,290.05",,8101647
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,16060498,"286,052.39",,8101723
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,Winter Resilience,EPHEDRA HEALTHCARE LTD,16091627,"48,165.00",,EPHEDRAWP42017
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,Winter Resilience,GENERATING HEALTHCARE LTD,16091127,"45,202.00",,GH01JAN
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,16060485,"76,013.32",,X0167936
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,16060435,"116,825.00",654923417,3207581
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Furniture & Fittings,ADMINISTRATION & BUSINESS SUPPORT,GWB OFFICE FURNITURE LTD,16011833,"38,078.59",,16171308
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,15922782,"3,251,233.98",,28016290
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-CQUIN,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,15979590,"42,452.25",,28016300
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,15988646,"30,472.67",,28016272
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Variation,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,15988646,"16,410.00",,28016272
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,16284891,"30,888.00",,28016479
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,15739578,"24,167.00",,1802023929
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,15739578,"252,556.00",,1802023929
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,15739578,"1,463,583.00",,1802023929
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Seconded-Basic Sal-Staff fm oth org,OPERATIONS MANAGEMENT,HERTFORDSHIRE COUNTY COUNCIL,15739578,"4,290.00",,1802023929
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,15891235,"6,618,180.00",,1802023914
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,16155859,"196,417.00",,1802042246
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,16257371,"128,302.06",,1802043062
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care- Adult Joint Funded,CHC ADULT JOINT FUNDED,HERTFORDSHIRE COUNTY COUNCIL,16257371,"21,697.94",,1802043062
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HERTFORDSHIRE COUNTY COUNCIL,16269775,"500,000.00",,1802025435
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,16101386,"369,501.52",,3473
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,16101387,"127,337.00",,3478
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,16101388,"120,621.14",,3476
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,15979194,"77,031.00",654945990,H0141867
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Computer Maintenance,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,15935811,"71,447.92",,4741300
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,16238280,"36,077.55",,HT000028262
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,16238280,285.6,,HT000028262
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15948332,"29,851.00",,242834
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,Winter Resilience,LEA VALLEY HEALTH LTD,16143320,"57,513.00",,24
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,15988602,"56,311.63",654463720,A0028403
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,15988654,"97,266.50",,52977700
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Furniture & Fittings,ADMINISTRATION & BUSINESS SUPPORT,MAINROCK LTD,16122207,"33,496.50",828648977,14640
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Voluntary Sector,PALLIATIVE CARE,MARIE CURIE CANCER CARE,16155701,"40,000.00",,3677
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,16155877,"46,374.05",882426016,MS170134
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,MEDICAL SERVICES LTD,16222283,"41,858.79",123355441,SIN017548
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,MEDICAL SERVICES LTD,16222300,"57,266.11",123355441,SIN017655
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,15988972,"129,217.00",,ME2000098751
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Social Care-ICES,COMMUNITY SERVICES,MILLBROOK HEALTHCARE LTD,16047270,"48,303.47",GB675991080,12260
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Social Care-ICES,COMMUNITY SERVICES,MILLBROOK HEALTHCARE LTD,16101441,"50,404.48",GB675991080,12470
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,16060430,"311,450.00",,IC0029264
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,16257138,"36,504.00",,IC0029426
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,16238288,"-61,408.15",876631000,HT000028271
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,16238289,"111,607.31",876631000,HT000028272
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,16238289,"4,603.20",876631000,HT000028272
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,16060832,"26,648.67",,48531124
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,16060855,"31,453.38",,48531246
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,16060864,"26,648.63",,48531248
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,16060876,"30,065.16",,48531252
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,15948457,"595,969.00",,40387
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,16071378,"107,711.47",,103799-30-JAN-2017
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,16109361,"47,253.14",,103824-10-FEB-2017
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,16228031,"26,634.85",,103826-17-FEB-2017
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,16228032,"74,732.94",,103825-17-FEB-2017
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,16060461,"107,783.00",654935994,I0105793
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,16101377,"93,214.56",,77000578
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,16101380,"399,434.37",,77000567
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,16101371,"456,105.00",GB426505170 1,ENHCCGPINFEB17
Department of Health,NHS East & North Hertfordshire CCG,31/01/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,15891384,"4,692,411.46",654964985,BL161101
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,16101332,"260,000.00",654964985,A104126
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Prepymnts <1Yr-Other Payments,BALANCE SHEET,PRIVATE AMBULANCE SERVICE LTD,16261141,"232,491.74",137654691,7373
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,16074578,"300,000.00",,ENHERTS0217PF
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,16011696,"-86,018.00",426505170,ENHCCGRIVHR05ZQ21617
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,16101390,"656,518.00",426505170,ENHCCGFEB2017RIVERS
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,15988670,"119,819.67",,S001179
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,15948322,"2,102,775.00",654946987,I0136208
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,15988798,"282,244.00",,B0032447
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,16044783,"41,575.63",654974100,I0054127
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,15988688,"106,006.00",915970991,06KHPNPF161711
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,16257424,"43,914.52",915970991,06KHPNREC161709
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Prior Year,NCAS/OATS,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16269588,"-32,641.92",GB654461922,6391960
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Clinical&Medical-Independent Sector,Winter Resilience,STORT VALLEY HEALTH CARE LTD,16181332,"28,039.72",,1012017
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,15979107,"655,510.00",654948687,SLA1633
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,16238310,"-40,029.36",,HT000028294
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,16238311,"94,919.05",,HT000028295
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,16238311,"4,174.80",,HT000028295
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,15948292,"225,000.00",,243533
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,16011638,"110,329.00",,241901
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,16011659,"-110,475.00",,24081
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,16238307,"39,712.77",,HT000028291
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,16238307,"1,806.00",,HT000028291
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,16091583,740,,NHS395
Department of Health,NHS East & North Hertfordshire CCG,28/02/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,16091583,"25,625.00",,NHS395
,,,,,,,,,
,,,,,,,"48,955,357.97",,
