Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,30370630,"4,023.56",,HT000045451
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,30370630,955.66,,HT000045451
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,30370630,"6,804.00",,HT000045451
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BANCROFT MEDICAL CENTRE,30394370,"43,239.76",,HT000045729
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,30394370,"5,265.51",,HT000045729
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,BANCROFT MEDICAL CENTRE,30394370,918,,HT000045729
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,30050617,"77,497.00",654924414,8460628
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,30254711,"197,116.88",654947005,392052
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,30433525,"245,347.18",654947005,394849
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30207700,"56,567.00",GB 654911917,106371
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,NHS Payables <1Yr-Non PO Accruals,BALANCE SHEET,BEDFORD HOSPITAL NHS TRUST,30083967,"36,201.54",654912424,I0174799
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,"-1,407.01",,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,"-1,646.25",,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,-159.89,,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,"-4,464.51",,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,"-8,148.77",,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,"-8,467.35",,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30370532,"-4,214.69",,HT000045350
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"88,066.00",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"1,819.72",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"2,125.00",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"1,165.30",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"27,054.63",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"3,229.17",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,30391472,"3,841.25",,HT000045351
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,30370536,"92,520.95",,HT000045355
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,30370536,"2,126.10",,HT000045355
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,30370536,855.68,,HT000045355
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,30370536,"9,129.17",,HT000045355
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,30370536,"2,534.00",,HT000045355
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BIRCHWOOD SURGERY,30394314,"22,963.14",,HT000045672
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,30394314,"4,618.02",,HT000045672
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE LTD,30086125,"170,226.34",GB235134980,119015
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE LTD,30086132,"174,304.62",GB235134980,118977
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Clinical&Medical-Independent Sector,NCAS/OATS,BMI HEALTHCARE LTD,30335744,"36,410.47",GB235134980,119491
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,BPAS,30418051,"35,491.15",855924881,43082
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"4,489.17",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"115,027.66",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"3,150.83",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"2,099.58",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,30370542,"4,595.38",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"2,340.86",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"9,624.00",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"2,512.42",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"9,508.33",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,30370542,"4,693.50",,HT000045361
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,-826.65,,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,"-42,300.00",,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,-740.25,,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,-93.94,,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,-508.97,,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,"-2,967.90",,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370537,"-3,206.70",,HT000045356
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370538,"55,078.54",,HT000045357
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370538,"1,074.84",,HT000045357
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370538,"31,584.90",,HT000045357
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,30370538,"1,979.25",,HT000045357
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"74,108.34",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"1,992.95",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"1,822.27",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"2,484.59",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"4,808.33",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"1,178.00",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"1,573.25",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,30370540,"1,927.92",,HT000045359
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30037080,"1,556,215.67",654910528,70024965
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30433433,"122,175.85",654910528,80225621
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CANDOUR CARE SERVICES,30335520,"32,351.25",,529
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-6,321.69",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,-898.48,,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-2,956.64",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CASTLEGATE SURGERY HERTFORD,30370549,"-6,471.25",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-1,059.75",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,-102.1,,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-3,912.68",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-7,567.64",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-4,099.46",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370549,"-8,060.94",,HT000045368
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,"6,321.69",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,"52,401.16",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,53.88,,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,"2,956.64",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CASTLEGATE SURGERY HERTFORD,30370550,"6,471.25",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,"1,061.74",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,"1,624.98",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CASTLEGATE SURGERY HERTFORD,30370550,"2,472.75",,HT000045369
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,30370544,"98,027.45",,HT000045363
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,30370544,151.94,,HT000045363
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,30370544,"2,003.58",,HT000045363
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,30370544,"8,915.00",,HT000045363
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,30370544,"2,688.66",,HT000045363
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,30370544,"2,346.75",,HT000045363
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,NHS Payables <1Yr-Non PO Accruals,BALANCE SHEET,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,30086097,"29,346.18",654915415,N0036990
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,"98,640.68",,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,318.82,,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,"2,531.05",,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,"1,545.01",,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,"4,463.70",,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,"6,936.58",,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,30370546,"3,274.25",,HT000045365
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY WARE,30370548,"58,383.39",,HT000045367
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY WARE,30370548,420.95,,HT000045367
Department of Health,NHS East & North Hertfordshire CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY WARE,30370548,"1,204.61",,HT000045367
