Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2927197,"248,362.78",,80138780
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2992385,"79,806.42",,80141384
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Clinical Other,PROGRAMME PROJECTS,CANTERBURY WAY SURGERY,3111343,"30,000.00",,06KJWEBSTER27021430000
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2820272,"25,467.00",,8014003913
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS LES Alcohol,LOCAL ENHANCED SERVICES,CRI,3111259,"33,000.00",,16611
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2833100,"79,852.00",,4102508
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2833140,"14,890,068.00",,4102556
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2889634,"12,304,782.00",,4102849
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2910551,"48,828.06",,4102580
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Variation,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,3132936,"500,000.00",,4103502
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,3215116,"-127,224.00",,4103557
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2910344,"1,298,125.00",,823711
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Non Contract,URGENT CARE,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2910714,"110,800.00",,824048
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2910722,"33,917.00",,824042
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,3064035,"33,917.00",,824305
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Non Contract,URGENT CARE,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,3154410,"111,329.71",,824376
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Non Contract,URGENT CARE,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,3154440,"83,041.20",,824377
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,2910302,"74,512.58",,X0113161
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,3038095,"26,947.59",,X0112747
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2910492,"127,208.00",,3133082
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,2927792,"88,540.93",,28007923
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,2927988,"3,318,894.14",,28007964
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,INTERMEDIATE CARE,HERTFORDSHIRE COMMUNITY NHS TRUST,2992419,"40,000.00",,28007990
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Cost per Case,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,3062869,"25,406.52",,28008035
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,INTERMEDIATE CARE,HERTFORDSHIRE COMMUNITY NHS TRUST,3177825,"53,333.33",,28008190
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,3195122,"90,374.02",,28008151
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,3195132,"90,351.91",,28008147
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,HERTFORDSHIRE COUNTY COUNCIL,2928165,"1,056,311.00",,1801509427
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,3039592,"185,254.00",,1801520125
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,3064250,"35,726.00",,1801520063
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Social Care-ICES,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,3111515,"147,407.00",,1801520878
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Oth-NHS,PROGRAMME PROJECTS,HERTS URGENT CARE,2910500,"127,337.00",,2300
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,2910516,"320,330.35",,2301
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Oth-NHS,PROGRAMME PROJECTS,HERTS URGENT CARE,2948366,"95,527.80",,2307
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2847463,"78,765.00",,H0098458
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2910417,"86,875.00",,H0098459
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2967652,"50,895.00",,H0094524
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,3064266,"-73,013.00",,H0099296
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,3148864,"33,540.80",,HT000007586
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,3148864,384.65,,HT000007586
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2847688,"26,093.00",,197834
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,2847311,"92,875.50",,52951350
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,2910033,"119,959.50",,52949802
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,2992492,"62,134.00",,MS140305
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,2847800,"86,684.00",,ME2000081770
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,2910019,"136,139.00",,IC0018132
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,2910107,"116,149.00",,IC0018667
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,2910136,"198,113.00",,IC0018861
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,3038439,"60,621.00",,IC0019038
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,3148870,"-92,449.05",,HT000007593
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,3148871,"164,772.80",,HT000007594
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,NHS COMMISSIONING BOARD,2928301,"124,274.00",,7000005640
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Charges from CSU,NON RECURRENT PROGRAMMES,NHS HERTFORDSHIRE INTEGRATED CSU,2910455,"174,882.00",,7311100239
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Charges from CSU,CORPORATE COSTS & SERVICES,NHS HERTFORDSHIRE INTEGRATED CSU,2927812,"331,711.22",,7311100237
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Charges from CSU,CORPORATE COSTS & SERVICES,NHS HERTFORDSHIRE INTEGRATED CSU,2927826,"76,172.00",,7311100238
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Cont Care- Children,CHC CHILDREN,NHS HERTS VALLEYS CCG,2948471,"393,848.52",,7021200078
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,NHS HERTS VALLEYS CCG,2967824,"2,091,788.87",,7021200076
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,NHS HERTS VALLEYS CCG,2967845,"2,000,000.00",,7021200077
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,NHS HERTS VALLEYS CCG,3196391,"1,500,000.00",,7021200092
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2832847,"191,550.00",,22133
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2910731,"127,963.00",,22502
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH WEST LONDON HOSPITALS NHS TRUST,2847389,"49,962.43",,I0156255
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,NORTH WEST LONDON HOSPITALS NHS TRUST,3133047,"41,727.00",,I0157200
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,OXFORD FERTILITY UNIT,2948451,"111,450.00",,OFUEOE9069
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,2910441,"108,563.00",,I00B3900
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,2889235,"793,388.00",,ENHCCGPINMAR14
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Audit Fees : External non statutory,CORPORATE COSTS & SERVICES,PRICEWATERHOUSECOOPERS LLP,2928032,"63,000.00",714775323,1354146026
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2847282,"3,728,750.00",,BL131201
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,2847288,"161,570.02",,I0164927
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,2927927,"-63,662.71",,C0011229
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,3215145,"-67,045.35",,C0011308
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,2832958,"444,535.00",,1331410
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,2833091,"355,073.00",,1331792
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,3215124,"-87,835.00",,39777
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,3215193,"187,346.00",,1332906
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,2847617,"262,386.00",,B0024211
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,2863377,"44,958.00",,B0024444
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,2820374,"39,308.00",654974100,I0038067
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,3062639,"39,308.00",654974100,I0038508
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,2889250,"82,589.00",,06K010314PFBSH
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,2889269,"200,044.42",,06K311213RECBSH
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2847631,"513,287.13",,205758
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2927337,"206,652.74",,204935
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,3215434,"-159,771.00",,812273
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,3148895,"-43,951.26",,HT000007618
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,3148896,"84,879.36",,HT000007619
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2910047,"33,376.00",,217160
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2910078,"63,362.00",,217426
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2910098,"59,514.00",,217865
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2910116,"189,768.00",,218364
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2910472,"52,291.00",,219061
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,WEST SUFFOLK NHS FOUNDATION TRUST,2820233,"35,368.04",,230526
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,3148891,"39,502.23",,HT000007614
Department of Health,NHS East & North Hertfordshire CCG,31/03/2014,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,3148891,"1,766.25",,HT000007614
,,,,,,,,,
,,,,,,,"55,650,336.48",,
