Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,34000636,436.94,C&M-GMS Prem Water Rates,HT000050095
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,34021507,"-24,993.35",C&M-GMS Cost of Drugs -Dispensing,HT000050403
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,34021507,"-1,683.60",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000050403
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,34021508,"48,769.53",C&M-GMS Cost of Drugs -Dispensing,HT000050404
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,34021508,"9,954.57",C&M-GMS Prof Fees Dispensing,HT000050404
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,34021508,"1,683.60",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000050404
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000729,"-1,984.84",C&M-GMS GP Statutory Levy,HT000050188
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000729,-135.33,C&M-GMS Voluntary Levy,HT000050188
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000729,"-6,418.75",ME-GMS GP Pension EEs,HT000050188
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000729,"-4,703.60",ME-GMS GP Pension EEs Adjustments,HT000050188
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000729,"-12,514.98",ME-GMS GP Pension ERs Adjustments,HT000050188
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000730,"126,913.84",C&M-GMS Global Sum,HT000050189
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000730,"13,495.92",ME - GMS GP Prior Year ERs,HT000050189
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000730,"2,671.04",ME-GMS GP Pension EEs Adjustments,HT000050189
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000730,"2,401.32",ME-GMS GP Pension ERs Adjustments,HT000050189
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34000730,"13,200.72",ME-GMS GP Prior Year EEs,HT000050189
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BANCROFT MEDICAL CENTRE,34021556,"22,048.16",C&M-GMS Cost of Drugs -Dispensing,HT000050452
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,34021556,"3,196.46",C&M-GMS Prof Fees Dispensing,HT000050452
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,BANCROFT MEDICAL CENTRE,34021556,"1,948.95",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000050452
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,33857251,"49,231.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP102001
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33857303,"136,842.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP102002
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORDSHIRE HOSPITAL FOUNDATION TRUST,33857319,"33,582.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102004
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORDSHIRE HOSPITAL FOUNDATION TRUST,33857458,"215,530.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102019
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,34000638,"91,823.69",C&M-GMS Global Sum,HT000050097
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,34000638,"5,667.08",C&M-GMS PCO Locum Adop/Pat/Mat,HT000050097
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BEDWELL MEDICAL CENTRE,34000638,"9,687.50",C&M-GMS Prem Notional Rent,HT000050097
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000641,"-1,424.94",C&M-GMS GP Statutory Levy,HT000050100
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000641,"-11,872.46",C&M-GMS Prem Rates,HT000050100
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000641,-97.16,C&M-GMS Voluntary Levy,HT000050100
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000641,"-8,352.07",ME-GMS GP Pension EEs,HT000050100
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000641,"-9,099.68",ME-GMS GP Pension ERs Adjustments,HT000050100
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000642,"96,173.05",C&M-GMS Global Sum,HT000050101
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000642,"25,475.00",C&M-GMS Prem Actual Rent,HT000050101
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BIRCHWOOD SURGERY,34000642,267.51,C&M-GMS QOF Aspiration,HT000050101
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,BPAS,33849134,"30,657.38",Clinical&Medical-Voluntary Sector,45106
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"119,705.32",C&M-GMS Global Sum,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"11,307.24",C&M-GMS PCO Doctors Ret Scheme,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"36,261.12",C&M-GMS PCO Locum Adop/Pat/Mat,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,96.58,C&M-GMS Prem Healthcentre Rent,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"27,205.57",C&M-GMS Prem Notional Rent,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"13,941.83",ME - GMS GP Prior Year ERs,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"6,053.76",ME-GMS GP Pension EEs Adjustments,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"6,003.66",ME-GMS GP Pension ERs Adjustments,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BRIDGE COTTAGE SURGERY,34000648,"14,058.18",ME-GMS GP Prior Year EEs,HT000050107
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,34000644,"86,012.05",C&M-GMS Global Sum,HT000050103
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BUNTINGFORD MEDICAL CENTRE,34000644,"17,250.00",C&M-GMS Prem Actual Rent,HT000050103
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,34000646,"78,095.95",C&M-GMS Global Sum,HT000050105
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,34000646,996.47,C&M-GMS Other FDR Payment,HT000050105
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,34000646,"9,058.28",C&M-GMS PCO Locum Adop/Pat/Mat,HT000050105
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,34000646,"7,317.13",C&M-GMS PCO Locum Sickness,HT000050105
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BURVILL HOUSE SURGERY,34000646,"16,116.25",C&M-GMS Prem Notional Rent,HT000050105
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Hardware Purch,PRIMARY CARE IT,BYTES SOFTWARE SERVICES LTD,33900705,"74,422.20",Computer Hardware Purch,667956
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Hardware Purch,PRIMARY CARE IT,BYTES SOFTWARE SERVICES LTD,33900705,"14,884.44",Computer Hardware Purch,667956
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Software/License,PRIMARY CARE IT,BYTES SOFTWARE SERVICES LTD,33900705,"11,739.84",Computer Software/License,667956
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Software/License,PRIMARY CARE IT,BYTES SOFTWARE SERVICES LTD,33900705,"54,017.24",Computer Software/License,667956
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Software/License,PRIMARY CARE IT,BYTES SOFTWARE SERVICES LTD,33900705,"13,151.42",Computer Software/License,667956
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33857332,"1,632,283.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102006
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CANDOUR CARE SERVICES,33856691,"31,307.67",Cont Care-Learning Disab(<65),561
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,34000650,"102,143.93",C&M-GMS Global Sum,HT000050109
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,CHELLS WAY SURGERY,34000650,"20,468.72",C&M-GMS PCO Locum Adop/Pat/Mat,HT000050109
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33857341,"31,869.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102007
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,34000652,"101,796.50",C&M-GMS Global Sum,HT000050111
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,34000652,"19,025.00",C&M-GMS Prem Actual Rent,HT000050111
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHURCH STREET SURGERY BISHOPS STORT,34000652,"16,950.00",C&M-GMS Prem Notional Rent,HT000050111
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CROMWELL MEDICAL CENTRE,34000654,"57,928.05",C&M-GMS Global Sum,HT000050113
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CROMWELL MEDICAL CENTRE,34000654,"14,656.25",C&M-GMS Prem Notional Rent,HT000050113
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CUFFLEY & GOFFS OAK MEDICAL PRACTICE,34000656,"93,095.43",C&M-GMS Global Sum,HT000050115
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CUFFLEY & GOFFS OAK MEDICAL PRACTICE,34000656,16.56,C&M-GMS QOF Aspiration,HT000050115
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DOLPHIN HOUSE SURGERY,34000658,"97,146.26",C&M-GMS Global Sum,HT000050117
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DOLPHIN HOUSE SURGERY,34000658,"6,600.00",C&M-GMS Prem Actual Rent,HT000050117
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,33857347,"21,757,227.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP102008
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,33857355,"2,195,350.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP102009
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec NHS Trust-Prior Year,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,33965514,"26,038.55",Hcare Srv Rec NHS Trust-Prior Year,8120465
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec NHS Trust-Prior Year,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,34055035,"26,038.55",Hcare Srv Rec NHS Trust-Prior Year,8120446
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Maintenance,CCG-IT PROGRAMME,EGTON MEDICAL INFORMATION SYSTEMS LTD,33743895,"66,480.66",Computer Maintenance,EMINV027300
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Maintenance,CCG-IT PROGRAMME,EGTON MEDICAL INFORMATION SYSTEMS LTD,34065400,"119,480.09",Computer Maintenance,EMINV027298
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Computer Maintenance,CCG-IT PROGRAMME,EGTON MEDICAL INFORMATION SYSTEMS LTD,34065401,"114,329.04",Computer Maintenance,EMINV027299
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,EPHEDRA HEALTHCARE LTD,33933876,"40,690.83",Clinical&Medical-Clinical Other,FSEN09200033
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ESSEX PARTNERSHIP UNIVERSITY NHS FT,33857366,"79,387.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102010
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Prior Year,REABLEMENT,ESSEX PARTNERSHIP UNIVERSITY NHS FT,34055067,"-124,935.66",Hcare Srv Rec Fdtn Trust-Prior Year,C0006848
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Cont Care- Adult 100% Fully Funded,CLINICAL ASSESSMENT AND TREATMENT CENTRES,FINECARE HOMES (STEVENAGE),33856541,"61,714.29",Cont Care- Adult 100% Fully Funded,D2ASEP2020
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GARDEN CITY PRACTICE,34000660,"72,400.51",C&M-GMS Global Sum,HT000050119
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,GARDEN CITY PRACTICE,34000660,"1,514.35",C&M-GMS Other FDR Payment,HT000050119
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GARDEN CITY PRACTICE,34000660,"19,925.00",C&M-GMS Prem Actual Rent,HT000050119
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GARDEN CITY SURGERY,34000662,"53,811.11",C&M-GMS Global Sum,HT000050121
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GARDEN CITY SURGERY,34000662,346.52,C&M-GMS QOF Aspiration,HT000050121
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,GENERATING HEALTHCARE LTD,33933877,"42,593.18",Clinical&Medical-Clinical Other,FSEN09200034
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,33857379,"68,193.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102011
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,33857388,"178,420.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP102012
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HAILEY VIEW SURGERY,34000664,"69,834.39",C&M-GMS Global Sum,HT000050123
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,HAILEY VIEW SURGERY,34000664,"1,538.40",C&M-GMS PCO Doctors Ret Scheme,HT000050123
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000667,"-1,777.27",C&M-GMS GP Statutory Levy,HT000050126
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000667,-121.18,C&M-GMS Voluntary Levy,HT000050126
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000667,"-1,075.84",ME - GMS TPS Added Years Adj EEs,HT000050126
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000667,"-12,085.42",ME-GMS GP Pension EEs,HT000050126
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000667,"-12,153.02",ME-GMS GP Pension ERs Adjustments,HT000050126
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000668,"118,018.15",C&M-GMS Global Sum,HT000050127
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000668,"23,562.50",C&M-GMS Prem Notional Rent,HT000050127
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,34000668,71.04,C&M-GMS QOF Aspiration,HT000050127
Department of Health,NHS East & North Hertfordshire CCG,9/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,34000670,"83,313.65",C&M-GMS Global Sum,HT000050129
