Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03F010514PFHUL,"425,612.00",MAY 14 SAC,
Department of Health,03F,31/05/2014,Services From Local Authorities,COMMUNITY SERVICES,HULL CITY COUNCIL,1000192461,"45,600.00",UNDER THE CRIME & DISORDER ACTION CONTRIBUTION TO HULL YOUTH JUSTICE SERVICE 14/15,
Department of Health,03F,31/05/2014,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000192737,"26,265.49",FNC RECHARGES APRIL 14,
Department of Health,03F,31/05/2014,Services From Local Authorities,CARERS,HULL CITY COUNCIL,1000193480,"33,421.67",CARERS SUPPORT CHCP MAY 14,
Department of Health,03F,31/05/2014,Services From Local Authorities,COMMUNITY SERVICES,HULL CITY COUNCIL,1000193482,"123,028.56",CARE IN THE COMMUNITY MAY 14,
Department of Health,03F,31/05/2014,Clinical&Medical-Voluntary Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB SUPPLIES,1800089688,"42,354.60",EQUIPMENT COSTS FOR WHEELCHAIR SERVICES MARCH 14,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800089689,"85,298.71",EQUIPMENT COST FOR WHEELCHAIR SERVICE MARCH 14,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800089693,"137,719.02",EQUIPMENT PURCHASE AND ACTIVITY,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410003525,"226,000.00",CONTRACT VARIATION 11 FOR NON RECURRENT FUNDING AND CQUIN,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410003558,"2,066,045.00",MAY CONTRACTUAL INCOME ,
Department of Health,03F,31/05/2014,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,ASSURA EAST RIDING LLP,803Z325,"69,075.00",UNREGISTERED PATIENTS REVENUE APRIL 14,
Department of Health,03F,31/05/2014,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,FOUR SEASONS HEALTH CARE LTD,HESLSAUGFEB13,"47,175.00",11486 28/8/14 - 28/2/14,
Department of Health,03F,31/05/2014,Cont Care- Palliative Care,CONTINUING CARE,HULL CITY COUNCIL,1000191416,"586,745.79",CHC RECHARGES APRIL 14,
Department of Health,03F,31/05/2014,Cont Care-Learning Disab(<65),CONTINUING CARE,FOXGLOVE CARE LTD,1239,"80,176.54",CHC CHARGES MAY 2014,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800089804/1800089806/1800089807/1800089811,"183,489.51",MANAGEMENT FEE MAY 14,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,CARE UK MENTAL HEALTH PARTNERSHIPS LTD,RBANK000438B,"75,607.14",TM APRIL 14,
Department of Health,03F,31/05/2014,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000514,"42,086.82",VARIOUS MAY 14,
