Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/01/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000033101,"£93,547.18",LOCAL ENHANCED SERVICES
Department of Health,03F,31/01/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000033104,"£55,391.77",LOCAL ENHANCED SERVICES
Department of Health,03F,31/01/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000033107,"£63,382.20",LOCAL ENHANCED SERVICES
Department of Health,03F,31/01/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000033109,"£28,946.20",LOCAL ENHANCED SERVICES
Department of Health,03F,31/01/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410111207,"£56,072.00",JANUARY 19 BLOCK CONTRACT PAYMENT
Department of Health,03F,31/01/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810025101,"£883,546.00",JANUARY 19 BLOCK CONTRACT PAYMENT
Department of Health,03F,31/01/2019,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810025149,"£73,232.00",JAN 19 NHS 111 CONTRACT
Department of Health,03F,31/01/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810025718,"£86,000.00",ADDITIONAL PARAMEDIC REBRANDING FUNDING 2018/19
Department of Health,03F,31/01/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59883505,"£2,938,062.83",JANUARY 19 BLOCK CONTRACT PAYMENT
Department of Health,03F,31/01/2019,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,HUMBER TEACHING NHS FOUNDATION TRUST,59883685,"£35,200.00",ADULT ADHD ASSESSMENTS AND TREATMENTS
Department of Health,03F,31/01/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0021220,"£344,000.00",MONTHLY CONTRACT INVOICE JAN 19 ADJ
Department of Health,03F,31/01/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0020540,"£15,828,538.00",JANUARY 19 MONTHLY BLOCK CONTRACT
Department of Health,03F,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000032893,"-£48,879.11",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000032894,"£118,994.23",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60069567,"£217,234.42",APRIL 2018/19 VOID SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60069569,"£210,803.40",MAY 18/19 VOID SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60070972,"£219,875.46",BOOKABLE SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60071321,"£53,682.19",APRIL 18/19 BOOKABLE SPACE JEAN BISHOP CENTRE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60071325,"£52,092.98",MAY 2018/19 BOOKABLE SPACE JEAN BISHOP CENTRE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60071328,"£54,334.84",JUNE 18/19 BOOKABLE SPACE JEAN BISHOP CENTRE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60074873,"£202,057.82",JULY 2018/19 VOID SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60074946,"£42,303.26",JULY 2018/19 BOOKABLE SPACE JEAN BISHOP CENTRE
Department of Health,03F,31/01/2019,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60075934,"-£234,089.68",SEP-FEB 17/18 BOOKABLE CREDITS
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60077544,"£241,202.88",AUG 2018/19 VOID SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60081269,"£253,906.01",SEP 2018/19 VOID SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60081428,"-£72,874.06",SEP-FEB 17/18 BOOKABLE CREDITS
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60085202,"£238,114.64",OCT 18/19 VOID SPACE
Department of Health,03F,31/01/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60089007,"£242,486.62",NOV 18/19 BOOKABLE SPACE
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF181910,"£509,497.00",1/12 ESTIMATED ANNUAL CONTRACT JAN 19
Department of Health,03F,31/01/2019,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790266569,"£41,270.09",RENTAL DEC 18
Department of Health,03F,31/01/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000266879,"£397,385.32",CHC RECHARGE SEPT 18
Department of Health,03F,31/01/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000267696,"£477,593.33",CHC RECHARGE OCT 2018
Department of Health,03F,31/01/2019,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000268894,"£49,550.23",FNC RECHARGE OCT 18
Department of Health,03F,31/01/2019,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000268901,"£262,857.00",SECTION 75 ALIGNED FUNDS (EXTRA CARE HOUSING) AND CYP SCHEMES
Department of Health,03F,31/01/2019,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000269581,"£110,137.77",CARE IN THE COMMUNITY RECHARGE DEC 18
Department of Health,03F,31/01/2019,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000269881,"£41,881.27",FNC RECHARGE PERIOD 05-11-18 TO 02-12-18
Department of Health,03F,31/01/2019,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10128791,"£106,456.20",PROFESSIONAL SERVICES JAN 19
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,127051,"£25,339.84",IVF ACTIVITY DEC 18
Department of Health,03F,31/01/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,THAMES AMBULANCE SERVICE LTD,1480,"-£37,665.00",CHC ID 19540 JUNE 2018
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,1492,"-£58,333.33",FULL CREDIT 20807
Department of Health,03F,31/01/2019,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,1719,"£25,900.46",INTERPRETING SERVICES
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800106980,"£287,945.02",ICON ACTIVITY DECEMBER 2018
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,20807,"£58,333.33",JAN 19 BLOCK CONTRACT
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,20885,"£26,501.08",TARIFF ACTIVITY CAR FOR JANUARY 2019
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,20886,"£85,746.41",BLOCK CONTRACT JANUARY 2019
Department of Health,03F,31/01/2019,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,3404,"£38,948.40",CHC VARIOUS CLIENTS DEC 18
Department of Health,03F,31/01/2019,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,ROSE VILLA PRIVATE NURSING HOME,364,"£27,841.92",CHC VARIOUS CLIENTS 19-11-18 TO 13-01-19
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000005420,"£30,350.64",PATHOLOGY FEE/NON PTS SERVICE
Department of Health,03F,31/01/2019,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,AUTISMPLUS,INVA15394,"£35,537.20",CHC AUTISM ID 18650 NOV/DEC 18
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JAN19HCCGHS0091,"£229,228.52",MSK & SPA MONTH 10
Department of Health,03F,31/01/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000033105,"£36,183.56",LOCAL ENHANCED SERVICES
Department of Health,03F,31/01/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000033110,"£58,569.12",LOCAL ENHANCED SERVICES
Department of Health,03F,31/01/2019,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HUMBERSIDE GROUP OF LMC LTD,PPNOINV8520,"£33,212.86",STATUTORY LEVY Q3
Department of Health,03F,31/01/2019,Prepymnts<1Yr,BALANCE SHEET,EAST RIDING OF YORKSHIRE COUNCIL,PPNOINV8543,"£300,000.00",CHC INVOICES
Department of Health,03F,31/01/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,RUSKIN MILL TRUST LTD,SIN001955,"£39,881.33",LAC FREEMAN COLLEGE AUTUMN TERM FEE 18/19
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
