Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012918,"£45,386.50",FEBRUARY 2016 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410012925,"£289,266.49",FEBRUARY 2016 CONTRACTUAL INCOME DEPRESSION AND ANXIETY SERVICE HULL ,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410012970,"£32,817.73",PAIN MANAGEMENT DECEMBER 2015,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410013077,"£36,770.76",NIGHT SITS DECEMBER 2015,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410013078,"£40,294.44",NIGHT SITS JANUARY 2016,
Department of Health,03F,29/02/2016,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z491,"£69,075.00",UNREGISTERED PATIENTS REVENUE FEBRUARY 2016,
Department of Health,03F,29/02/2016,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,HULL CITY COUNCIL,9000024147,"-£38,240.00",CREDIT AGAINST INV 1000208250,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,9000024148,"-£95,600.02",CREDIT AGAINST INV 1000220390 - 28 DAY FUNDING,
Department of Health,03F,29/02/2016,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR102,"£46,600.00",FEBRUARY 2016 CONTRACT INVOICE,
Department of Health,03F,29/02/2016,Clincial&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018,"£135,299.84",FEBRUARY 2016 MSK PAYMENT,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000116,"£36,946.85",CARE FEES 01/01/2016 - 31/01/2016,
