Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF161704,"£654,604.00",ESTIMATED ANNUAL CONTRACT VALUE JULY 2016,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC161701,"£310,830.40",SAC ACTIVITIES APRIL 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201512,"£258,784.06",SAC ACTIVITIES MARCH 2015/16,
Department of Health,03F,31/07/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000228770,"£150,000.00",REIMBURSEMENTS FOR JOINT FUNDING OF YOUTH COMMISSIONING PROGRAMME 2015-16,
Department of Health,03F,31/07/2016,Clinical&Medical-Othe Public Sector,SAFEGUARDING,HULL CITY COUNCIL,1000232400,"£85,000.00",NHS HULL CONTRIBUTION TO HSCB 2016-17,
Department of Health,03F,31/07/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000232924,"£47,873.12",FNC RECHARGES 20/06/16 - 17/07/16,
Department of Health,03F,31/07/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000232953,"£110,137.77",CARE IN THE COMMUNITY RECHARGE JULY 2016,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,121867,"£44,825.40",IVF ACTIVITY JUNE 2016,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,1576,"-£50,028.03",CREDIT RE INVOICE 7410011261,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,1577,"-£38,814.72",CREDIT RE INVOICE 7410012303,
Department of Health,03F,31/07/2016,Hospitality,COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,1578,"-£38,173.50",CREDIT AGAINST UTILITYS INVOICE RECHARGE,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800093941,"£323,383.33",EQUIPMENT PURCHASES 28/05/16 - 01/07/16,
Department of Health,03F,31/07/2016,Health Promotion,NON RECURRENT PROGRAMMES,HULL 2017 (ENTERPRISES) LTD,2017000342,"£450,000.00",HULL CITY OF CULTURE CONTRIBUTIONS ,
Department of Health,03F,31/07/2016,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,301000520,"£69,834.83",HULL CITY EA INVOICE JULY 2016,
Department of Health,03F,31/07/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,37517895,"£47,012.73",CONTINUING HEALTH CARE RECHARGE PERIOD 1 2016 - 17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,384HC02,"£36,177.30","FACE TO FACE, TELEPHONE INTERPRETING & TRANSLATION",
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410011261,"£50,028.03",MARMADUKE H/C RENT QTR 1 - 3 2015/16,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410011262,"£38,173.50",MARMADUKE H/C FACILITIES MANAGEMENT QTR 1 - 3 2015/16,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012303,"£38,814.72",MARMADUKE H/C SERVICES CHARGES QTR 1 - 3 2015/16,
Department of Health,03F,31/07/2016,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410014861,"£52,273.62",NIGHT SITS MAY 2016,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410014878,"£289,182.00",DASH QTR 4 RECONCILIATION,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015155,"£370,822.29",JULY 2016 BLOCK OUT OF SCOPE CONTRACTS 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015156,"£109,616.66",2016/17 CONTRACT VARIATION JULY 16/17 URGENT CARE/TRANSITION CARE,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015160,"£300,000.00",JULY CONTRACTUAL INCOME URGENT CARE 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015164,"£1,625,000.00",JULY 16 CONTRACTUAL INCOME INTERGRATED COMMUNITY SERVICES 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015165,"£54,166.67",JULY 2016 CONTRACTUAL INCOME SEXUAL HEALTH SERVICE 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410015174,"£292,448.52",JULY 16 CONTRACTUAL INCOME DEPRESSION AND ANXIETY,
Department of Health,03F,31/07/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,9000024829,"-£150,000.00",CREDIT INVOICE 1000228770 ,
Department of Health,03F,31/07/2016,Chrgs from SLA,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90213390,"£177,572.40",PROFESSIONAL SERVICES JULY 2016,
Department of Health,03F,31/07/2016,Health Promotion,NON RECURRENT PROGRAMMES,HULL 2017 (ENTERPRISES) LTD,CNENT002,"-£540,000.00",CREDIT RE INVOICE ENT00017,
Department of Health,03F,31/07/2016,Health Promotion,NON RECURRENT PROGRAMMES,HULL 2017 (ENTERPRISES) LTD,ENT00017,"£540,000.00",HULL CITY OF CULTURE CONTRIBUTIONS ,
Department of Health,03F,31/07/2016,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR204,"£42,716.67",CONTRACT FUNDING 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR204,"£42,716.67",CONTRACT FUNDING 2016/17,
Department of Health,03F,31/07/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JULY16HCCGHS026,"£136,788.16",FIXED PAYMENT JULY 2016,
Department of Health,03F,31/07/2016,Telecoms-Data lines,PRIMARY CARE IT,KCOM GROUP PLC,STR000119044,"£28,845.90",DATA SERVICES PRACTICES,
