Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015459,"£36,018.24",LONGHILL H/C RENT MAY 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015470,"£64,510.72",BRANSHOLME H/C RENT JUNE 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015475,"£64,510.72",BRANSHOLME H/C RENT APRIL 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015476,"£64,510.72",BRANSHOLME H/C RENT MAY 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015573,"£300,000.00",CONTRACTUAL INCOME URGENT CARE AUGUST 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015576,"£1,625,000.00",CONTRACTUAL INCOME INTEGRATED COMM SERVICES AUGUST 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015577,"£109,616.66",CONTRACT VARIATION URGENT CARE AUGSUT 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015580,"£54,166.67",CONTRACTUAL INCOME SEXUAL HEALTH SERVICES AUGUST 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015582,"£370,822.29",CONTRACTUAL INCOME OUT OF SCOPE CONTRACTS AUGUST 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410015585,"£292,448.52",DEPRESSION & ANXIETY AUGUST 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015640,"£64,510.72",BRANSHOLME H/C RENT JULY 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410015664,"£36,018.24",LONGHILL H/C RENT JULY 2016,
Department of Health,03F,31/08/2016,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,OPTIONS AUTISM (2) LTD,8760,"£121,966.98",CARE PROVIDED AT OPTIONS COLLEGE ID 16067 22 JAN - 31 AUG 16,
Department of Health,03F,31/08/2016,Chrgs from SLA,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90214609,"£177,572.40",YORKSHIRE & HUMBER CCG'S CONTRACT,
Department of Health,03F,31/08/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,AUG16HCCGGHS027,"£136,788.16",MSK FIXED PAYMENT AUGUST 2016,
Department of Health,03F,31/08/2016,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR204,"£42,716.67",CONTRACT FUNDING 2016/17,
Department of Health,03F,31/08/2016,Health Promotion,NON RECURRENT PROGRAMMES,HULL UK CITY OF CULTURE 2017 LTD,2017000342,"£450,000.00",HULL CITY OF CULTURE CONTRIBUTIONS ,
