Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/12/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000041711,"-£69,746.07",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000041712,"£194,255.49",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000041714,"£36,944.07",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000041878,"£130,433.74",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000041879,"-£37,392.03",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000041880,"£113,647.45",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AWAN R K & PARTNERS,KHU000041882,"£88,537.73",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000041884,"£41,500.06",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR HENDOW G T,KHU000041888,"£47,244.69",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000041889,"-£25,913.47",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000041890,"£118,703.92",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000041891,"-£154,849.56",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000041892,"£764,973.61",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000041894,"£86,787.45",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000041901,"£106,375.22",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000041906,"-£39,658.77",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000041907,"£136,363.63",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,Charges from CSU,MEDICINES MANAGEMENT CLINICAL,NHS NORTH OF ENGLAND CSU,7310020548,"£40,210.09",Y&H MO - Lot 2a&2b DEC 20
Department of Health,03F,31/12/2020,Other Gen Supplies & Srv,GP FORWARD VIEW,HUMBERSIDE GROUP OF LMC LTD,4254,"£37,000.00",HUMBERSIDE LMC RESILIENCE BIE
Department of Health,03F,31/12/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,H384745,"-£28,291.33",WILBERFORCE COURT FM BALANCING CHARGE JAN TO SEP 20
Department of Health,03F,31/12/2020,Health Promotion,NON RECURRENT PROGRAMMES,HEY SMILE FOUNDATION,INV3999,"£25,000.00",COMMUNITY GRANT CONTRIBUTION
Department of Health,03F,31/12/2020,C&M-PMS Additional Staff Payments,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,CCEFB81008,"£89,156.74",COVID CAPACITY EXPANSION FUND
Department of Health,03F,31/12/2020,C&M-PMS Additional Staff Payments,LOCAL ENHANCED SERVICES,ST ANDREWS SURGERY,CCEFB81027,"£27,294.49",COVID CAPACITY EXPANSION FUND
Department of Health,03F,31/12/2020,C&M-GMS Other Addtl Staff Paymts,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,CCEFB81040,"£44,304.93",COVID CAPACITY EXPANSION FUND
Department of Health,03F,31/12/2020,C&M-GMS Other Addtl Staff Paymts,LOCAL ENHANCED SERVICES,SYDENHAM HOUSE GROUP PRACTICE,CCEFB81058,"£27,643.12",COVID CAPACITY EXPANSION FUND
Department of Health,03F,31/12/2020,C&M-GMS Other Addtl Staff Paymts,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,CCEFB81112,"£25,413.75",COVID CAPACITY EXPANSION FUND
Department of Health,03F,31/12/2020,C&M-APMS Other Addtl Staff Paymts,LOCAL ENHANCED SERVICES,HAXBY GROUP NEWINGTON,CCEFB81675,"£31,146.32",COVID CAPACITY EXPANSION FUND
Department of Health,03F,31/12/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000041716,"£115,982.29",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000041717,"-£43,385.06",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000041718,"£112,440.27",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000041719,"-£154,941.90",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000041720,"£424,740.35",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000041722,"£28,322.10",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000041723,"-£45,216.72",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000041724,"£128,990.15",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000041896,"£45,762.61",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR WEIR J A D & PARTNERS,KHU000041898,"-£51,613.00",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR WEIR J A D & PARTNERS,KHU000041899,"£163,775.67",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000041909,"£51,829.55",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000041912,"£53,277.81",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000041914,"£36,894.93",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000041916,"-£39,423.74",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000041917,"£144,243.71",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000041920,"£50,597.85",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000041922,"£37,460.18",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000041925,"£65,345.67",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000041927,"£38,085.47",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000041929,"£79,805.83",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,BPJan2020A,"£20,491,351.00",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,BPJan2020B,"£3,336,066.50",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,HUMBER TEACHING NHS FOUNDATION TRUST,BPJan2020C,"£1,062,330.00",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,BPJan2020D,"£6,044,596.67",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,BPJan2020E,"£63,966.00",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,BPJan2020F,"£57,570.00",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,BPJan2020G,"£1,306,945.00",JAN 21 BLOCK
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P508023,"£26,280.00",HULL05 NOV 20
Department of Health,03F,31/12/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60166859,"£363,161.75",SEP 20/21 BOOKABLE SPACE
Department of Health,03F,31/12/2020,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,HULL CITY COUNCIL,1000283921,"£27,459.72",HULL279 RECHARGE JAN TO MAR 20
Department of Health,03F,31/12/2020,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000290087,"£230,762.00",BCF CONTRIBUTION 20/21
Department of Health,03F,31/12/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000291347,"£110,137.77",CARE IN THE COMMUNITY NOV 20
Department of Health,03F,31/12/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000291352,"£72,797.21",FNC OCT / NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,HULL CITY COUNCIL,1000291371,"£27,489.60",HULL279 RECHARGE JULY TO SEP 20
Department of Health,03F,31/12/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000291523,"£276,987.63",COVID COSTS OCT 20
Department of Health,03F,31/12/2020,Clinical&Medical-Voluntary Sector,NON RECURRENT PROGRAMMES,TWO RIDINGS COMMUNITY FOUNDATION,10157,"£25,000.00",HC&V LEADERSHIP PROGRAMME YR 2
Department of Health,03F,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HUMBERSIDE GROUP OF LMC LTD,105738-08-DEC-2020,"£40,147.48",STATUTORY LEVY Q3
Department of Health,03F,31/12/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105741-10-DEC-2020,"£399,763.98",Hull CCG GPs 2020/21 M09 & TRUE UP 19/20
Department of Health,03F,31/12/2020,Professional Fees,NON RECURRENT PROGRAMMES,SERUM MANAGEMENT,123,"£28,560.00",CONSULTANCY SERVICES NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800113914,"£329,887.18",OCT MAIN ACTIVITY INVOICE
Department of Health,03F,31/12/2020,LPF Management Fees,PRIMARY CARE IT,N3I,289,"£77,520.00",C17 CONTRACT DEC 20
Department of Health,03F,31/12/2020,Clinical & Medical Voluntary Sector,PCR DELEGATED CO COMMISSIONING,CITIZENS ADVICE BUREAU,428,"£40,667.00",ADVICE SERVICES NOV 20
Department of Health,03F,31/12/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,4324,"£29,776.80",VARIOUS CLIENTS CARE NOV 20
Department of Health,03F,31/12/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,66231631,"£84,998.55",CHC RECHARGE PERIOD 1-3 20/21
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046420,"£26,259.93",UNIT 2 RENT RATES MNGMNT FEE
Department of Health,03F,31/12/2020,C&M-Independent Sector - CQUIN,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046531,"£47,754.66",CONTRACT VARIATION LEARNING DISABILITY WELLBEING APR-NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046803,"£30,942.23",CALVERT EVOLVE & CISS RENT NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046806,"£44,946.77",JEAN BISHOP ICC RENT CHARGE NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046808,"£40,294.10",LONGHILL HC RENT CHARGE NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046826,"£46,421.86",BRANSHOLME HC RENT CHARGE NOV 20
Department of Health,03F,31/12/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410046843,"£34,238.37",NIGHT SITS OCT 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410046864,"£84,513.67",DEC 20 OUT OF SCOPE 
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410046866,"£338,040.00",DEC 20 DEPRESSION & ANXIETY
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046867,"£51,318.92",DEC 20 COMMERCIAL SERVICES
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046868,"£37,146.67",DEC 20 EATING DISORDER
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,CITY HEALTH CARE PARTNERSHIP CIC,7410046871,"£145,500.00",DEC 20 EXTENDED ACCESS
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector - Contract Baseline,OUT OF HOURS,CITY HEALTH CARE PARTNERSHIP CIC,7410046873,"£2,797,078.33",DEC 20 ICS
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046887,"£166,784.83",DEC 20 COMMUNITY PAEDIATRICS
Department of Health,03F,31/12/2020,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410046903,"£55,265.65",CHILDRENS CHC RECHARGE AUG 20
Department of Health,03F,31/12/2020,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410046905,"£47,859.56",CHILDRENS CHC RECHARGE SEP 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,DEC20HCCGHS137,"£238,713.53",MONTH 8 MSK & SPA
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,FAIRBURN MEWS HEALTH CARE LTD,FME002075,"£51,023.40",HULL391 7/09 TO 20/12/20
Department of Health,03F,31/12/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,H322825,"£28,330.85",WILBERFORCE COURT FM/SERVICE CHARGE JAN TO SEP 20
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000013800,"£32,920.74",NON PTS SERVICE/PATHOLOGY FEE
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,NON RECURRENT PROGRAMMES,HUMBER & WOLDS RURAL COMMUNITY COUNCIL,INV9376,"£75,000.00",HC&V DIGITAL HEALTH HUBS 2021
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,AUTISMPLUS,INVA18095,"£101,437.60",AUTISM HULLLD062 ADDITTIONAL COSTS 2019
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,NCAS/OATS,SPAMEDICA LTD,NHSHUL042,"£74,577.70",OPTHALMOLOGY CATARACT SERVICE NOV 20
Department of Health,03F,31/12/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),Q420202021,"£29,491.84",Q4 JAN TO MAR 21 HOME START
Department of Health,03F,31/12/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,ST ANDREWS COURT HEALTH CARE LTD,STA000405,"£74,695.83",HULL391 29.04 TO 7.9 20
Department of Health,03F,31/12/2020,Telecoms-Data lines,PRIMARY CARE IT,KCOM GROUP PLC,STR000216990,"£25,098.44",PHONE LINE RENTALS
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
