Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/11/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410011513,"£45,386.50",NOVEMBER 2015 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,30/11/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410011518,"£289,266.49",NOVEMBER 2015 CONTRACTUAL INCOME DEPRESSION AND ANXIETY SERVICE ,
Department of Health,03F,30/11/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410011575,"£44,531.85",PAIN MANAGEMENT SEPTEMBER 2015,
Department of Health,03F,30/11/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410011641,"£41,459.48",RECHARGE FOR EAST RIDING CHC FUNDED PERSONAL HEALTH BUDGET EXPENDITURE SEPTEMBER 2015,
Department of Health,03F,30/11/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410011804,"£37,766.88",CONTINUING CARE NIGHT SITS OCTOBER 2015,
Department of Health,03F,30/11/2015,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z459,"£69,075.00",UNREGISTERED PATIENTS REVENUE NOVEMBER 2015,
Department of Health,03F,30/11/2015,Clinical&Medical-Independent Sector,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,999HC07,"£37,617.12",INTERPRETING SERVICES,
Department of Health,03F,30/11/2015,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR102,"£46,600.00",CONTRACT FUNDING 2015/16,
Department of Health,03F,30/11/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018,"£135,299.83",MSK PAYMENT NOVEMBER,
Department of Health,03F,30/11/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,CAMBIAN HEALTHCARE LTD,HEI007691,"£28,755.00",CARE FEES 051 12/08/2015 - 31/10/2015,
Department of Health,03F,30/11/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1001015,"£38,780.60",CARE FEES 01/10/2015 - 31/10/2015,
