Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,116585,"49,281.65",FERTILITY SERVICES - MARCH 2014 ACTIVITY,
Department of Health,03F,30/04/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1199,"77,590.20",FEES 8XCLIENTS 01/04/14 - 30/04/14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,201041,"31,096.35",STROKE BEDS APR 14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,201042,"31,096.35",STROKE BEDS MAY 14,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,33761490,"282,091.50",CHC 10102756 23/09/13 - 12/01/14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,430,"-95,992.00",CREDIT MEMO FOR UNDERACHIEVEMENT ON 2013/14 CQUIN,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410002031,"34,904.88",CONTINUING CARE PALLIATIVE NOV 13,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410002032,"29,389.86",CONTINUING CARE PALLIATIVE DEC 13,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410002828,"33,205.32",CONTINUING CARE NIGHT SITTERS DEC 13,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410002829,"36,377.80",CONTINUING CARE NIGHT SITTERS NOV 13,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410002830,"60,440.94",CONTINUING CARE NIGHT SITTERS FEB 14,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410002831,"54,015.12",CONTINUING CARE NIGHT SITTERS JAN 14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410002844,"44,732.90",AQP PAIN MANAGEMENT FIRST ASSESSMENTS FEB 14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410002868,"51,915.10",RECHARGES RE ORCHARD  HEALTH CENTRE FOR Q4 2013/14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410002874,"34,500.00",RECHARGES RE MARFLEET  HEALTH CENTRE FOR Q4 2013/14,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410003010,"87,819.39",RECHARGE OF ITEMS PAID BY CHCP APRIL 2013 - FEBRUARY 2014,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410003238,"2,053,583.00",APRIL CONTRACTUAL INCOME RECURRENT STD CONTRACT,
Department of Health,03F,30/04/2014,Other Research Exp,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410003285,"175,000.00",APS RESEARCH PROJECT FUNDING,
Department of Health,03F,30/04/2014,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410003503,"45,341.41",AQP PAIN MANAGEMENT MARCH 2014,
Department of Health,03F,30/04/2014,Other Gen Supplies & Srv,INTERPRETING SERVICES,ABL HEALTH LTD,BUMPS003,"26,376.28","BIRTH PREPARATION SERVICE APRIL,MAY,JUNE 2014",
Department of Health,03F,30/04/2014,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR010,"46,600.00",CONTRACT FUNDING 14/15,
Department of Health,03F,30/04/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000314,"33,655.71",CARE AND SUPPORT VARIOUS 01/03/14 - 31/03/14,
Department of Health,03F,30/04/2014,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000414,"32,045.85",VARIOUS RESIDENTS APR 14,
Department of Health,03F,30/04/2014,Legal / Prof Fees,COMMISSIONING - NON ACUTE,OLIVER WYMAN LTD,UW16857,"66,000.00",INNOVATIVE CARE MODEL HULL AND EAST RIDING 17/03/14,
