Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000026973,"£57,653.55",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000026976,"£95,605.14",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000026980,"£91,595.55",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000026983,"£69,345.71",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000026990,"£127,193.33",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310009973,"£41,453.67",Y&H MO LOT 2A NOV 2017,
Department of Health,03F,30/11/2017,C&M-Pharm-Loc Pharmctcl Servs,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000025338,"£86,612.70",QUARTER 1 RECHARGES 17/18,
Department of Health,03F,30/11/2017,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010012663,"£38,625.00",CYP IAPT STAFF SUPPORT FUNDING OCT 2017,
Department of Health,03F,30/11/2017,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010012699,"£2,800,476.89",NOV BLOCK CONTRACT INVOICE,
Department of Health,03F,30/11/2017,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010053867,"£44,620.11",NCA SEPT FLEX 2017,
Department of Health,03F,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410080564,"£75,862.36",BLOCK INV NOV 17,
Department of Health,03F,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810020719,"£844,473.00",BLOCK INV NOV 17,
Department of Health,03F,30/11/2017,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810020772,"£66,117.02",NHS 111 CONTRACT NOVEMBER 2017,
Department of Health,03F,30/11/2017,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0011268,"£12,668,450.00",NOV BLOCK CONTRACT ,
Department of Health,03F,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000026809,"£116,814.19",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000026811,"£259,424.66",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR NAYAR J K,KHU000026970,"£43,547.33",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000026978,"£152,662.42",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000026994,"£45,873.82",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HOLDERNESS HEALTH OPEN DOOR SURGERY,KHU000026997,"£37,039.04",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOATES MEDICAL CENTRE,KHU000027004,"£27,636.36",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000027007,"£85,366.31",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,1152808,"£29,324.29",NON PTS SERVICE/PATHOLOGY FEE,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171808,"£704,028.00",ESTIMATES ANNUAL CONTRACT NOV 2017,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC171805,"£53,471.98",SAC ACTIVITY AUG 2017,
Department of Health,03F,30/11/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITIZENS ADVICE BUREAU,5,"£41,736.25",RE INVOICE 5989 CHC 17049,
Department of Health,03F,30/11/2017,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790230089,"£38,188.15",RENTAL CHARGES OCT 17,
Department of Health,03F,30/11/2017,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000250893,"£40,320.00",17/18 YOT PARTNERSHIP CONTRIBUTION ,
Department of Health,03F,30/11/2017,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000252597,"£96,058.82",17/18 BETTER CARE FUND ,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,124701,"£32,135.74",SERVICES OCTOBER 2017,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800100676,"£265,062.40",EQUIPMENT PURCHSES AND ACTIVITY OCT 17,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19548,"£26,501.08",TARIFF ACTIVITY (CAR) OCT 2017,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19590,"£46,648.93",Q1 REC OVERPERFORMANCE ADJ,
Department of Health,03F,30/11/2017,Cont Care- Children,Children's Continuing Care,THAMES AMBULANCE SERVICE LTD,19606,"£58,333.33",CHC ID CYP020 29 MAY TO 4 JUNE 2017,
Department of Health,03F,30/11/2017,Cont Care- Children,Children's Continuing Care,THAMES AMBULANCE SERVICE LTD,19607,"£26,501.08",CHC ID CYT017 29 MAY TO 4 JUNE 2017,
Department of Health,03F,30/11/2017,Other professional fees,NON RECURRENT PROGRAMMES,CITY HEALTH CARE PARTNERSHIP CIC,2163,"-£36,394.90",HULL CHILDREN'S COMMISSIONING JULY 2016 E SLEIGHT EXPS,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2165,"-£39,926.10",KINDSWOOD HC APRIL-JUNE RENT COST ADJ,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2167,"-£76,242.83",ELLIOTT CHAPPELL HC APRIL-JULY RENT COST ADJ,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,CITY HEALTH CARE PARTNERSHIP CIC,2170,"-£46,889.92",CHC HULLD051 16 APR - 14 MAY 2017,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2172,"-£26,204.75",CALVERT CENTRE COST ADJ APRIL - JULY,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2174,"-£47,363.44",BRANSHOLME HC APRIL-JUNE RENT COST ADJ,
Department of Health,03F,30/11/2017,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2661,"£38,948.40",CHC VARIOUS CLIENTS AUG 2017,
Department of Health,03F,30/11/2017,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2718,"£38,948.40",CHC VARIOUS CLIENTS OCT 2017,
Department of Health,03F,30/11/2017,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2764,"£37,692.00",CHC VARIOUS NOV 17,
Department of Health,03F,30/11/2017,C&M-GMS Practice Transformational Support,PRIMARY CARE INVESTMENTS,MODALITY PARTNERSHIP,3739,"£55,912.00",TRANSFORMATION MONIES FUNDING REQUEST JULY 2017,
Department of Health,03F,30/11/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,39658267,"£104,793.63",CHC RECHARGE PERIOD 1 & 2 17/18,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023491,"£41,426.99",BRANSHOLME HC RENT CHARGE AUGUST 2017,
Department of Health,03F,30/11/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410023495,"£37,071.96",EAST RIDING CHC FUNDED PERSONAL HEALTH BUDGET EXPENDITURE SEPTEMBER 2016,
Department of Health,03F,30/11/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410023496,"£73,888.18",CHC FUNDED PERSONAL HEALTH BUDGET EXPENDITURE SEPTEMBER 2017,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410023573,"£292,740.96",NOV DEPRESSION & ANXIETY,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023574,"£300,300.00",NOVEMBER 2017 INCOME URGENT CARE,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023576,"£233,559.92",NOVEMBER 2017 INTEGRATED COMMUNITY SERVICES ,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023578,"£54,220.83",NOVEMBER 2017 SEXUAL HEALTH SERVICE ,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023579,"£183,108.58",NOVEMBER 2017 OUT OF SCOPE,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023582,"£204,006.33",NOV 2017 COMMUNITY PAEDIATRICS,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023647,"£37,837.84",LONGHILL HC RENT CHARGES APRIL 17,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023648,"£37,837.84",LONGHILL HC RENT CHARGES MAY 17,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023719,"£1,626,625.00",NOV 2017 INTEGRATED COMMUNITY SERVICES,
Department of Health,03F,30/11/2017,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ALEXANDAR COURT CARE CENTRE,878267275,"-£27,898.00",CHC ID 16408 6 JUNE TO 31 OCT 2017,
Department of Health,03F,30/11/2017,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90231338,"£112,336.80",PROFESSIONAL SERVICES NOVEMBER 2017,
Department of Health,03F,30/11/2017,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR299,"£42,716.67",CONTRACT FUNDING 17/18,
Department of Health,03F,30/11/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000026805,"£64,399.32",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-APMS Prof Fees Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,KHU000026807,"£111,021.59",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000027000,"£45,763.37",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000027010,"£42,764.36",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000027012,"£28,820.22",CONTRACT PAYMENTS MONTH 8,
Department of Health,03F,30/11/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000027013,"£33,306.53",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/11/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,NOV17HCCGHS0058,"£136,924.91",FIXED PAYMENT M8 17/18,
Department of Health,03F,30/11/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000255064,"£428,394.50",CONTINUING HEALTHCARE RECHARGE OCT 17,
Department of Health,03F,30/11/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000255067,"£63,801.72",FNC RECHARGE OCT 17,
,,,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000255076,"£110,137.77",CARE IN THE COMMUNITY RECHARGE OCT 2017,
,,,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,SEPT17HCCGHS0056SPA,"£32,166.67",HEALTHSHARE HULL SEP 17,
