Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000035596,"£775,279.94",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000035598,"£119,543.08",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000035605,"£145,309.52",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310015628,"£54,342.00",LPF IFR CONTRACT 19/20
Department of Health,03F,31/07/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000035387,"£44,609.08",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000035391,"£72,292.37",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000035393,"£98,494.58",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000035395,"£259,462.66",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000035397,"£32,373.63",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000035399,"£110,296.55",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000035600,"£53,385.31",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000035603,"£126,421.40",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000035614,"£86,916.96",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000035617,"£47,693.04",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000035619,"£30,717.55",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000035622,"£101,844.56",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000035625,"£43,045.67",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000035626,"£33,907.33",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000035629,"£73,577.42",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000035632,"£55,218.61",CONTRACT PAYMENT MONTH 04
Department of Health,03F,31/07/2019,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310016004,"£31,609.83",Y&H IFR LOTA JULY 19
Department of Health,03F,31/07/2019,C&M-Pharm-Loc Pharmctcl Servs,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000031700,"£62,409.12",Q4 18/19 LOCAL PHARMACY SCHEME
Department of Health,03F,31/07/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010072051,"£40,897.02",MAY FLEX 2019
Department of Health,03F,31/07/2019,Hlthcre-Foundation Trsts,COMMISSIONING SCHEMES,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010072179,"£30,967.00",FAMILIAL HYPERCHOLESTEROLAEMIA REGIONAL SERVICE 19/20
Department of Health,03F,31/07/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410132126,"£64,984.00",AP04 BLOCK CONTRACT
Department of Health,03F,31/07/2019,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2000103114,"£58,175.48",MONTH 2 FLEX MONTH 1 FREEZE 2019
Department of Health,03F,31/07/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400024076,"£40,446.03",MONTH 2 19/20
Department of Health,03F,31/07/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810027119,"£980,213.00",AP04 BLOCK CONTRACT
Department of Health,03F,31/07/2019,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810027167,"£82,364.76",NHS 111 CONTRACT JULY 2019
Department of Health,03F,31/07/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59885380,"£3,131,518.92",JULY 19 BLOCK MENTAL HEALTH
Department of Health,03F,31/07/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0024838,"£16,819,360.00",MONTHLY BLOCK CONTRACT JULY 19
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60100565,"£254,138.44",MAR 18/19 BOOKABLE SPACES
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60104904,"£250,000.00",APRIL 18/19 BOOKABLE SPACES
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60106249,"£250,000.00",MAY 18/19 BOOKABLE SPACES
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60112342,"-£27,808.36",APR-MAR 18/19 BOOKABLE SPACE RECHARGE BILTON GRANGE HC
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60112343,"-£45,295.03",APR-MAR 18/19 BOOKABLE SPACE RECHARGE BRANSHOLME HC
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60112345,"-£110,209.72",APR-MAR 18/19 BOOKABLE SPACE RECHARGE ELLIOTT CHAPPELL HC
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60112346,"-£37,310.80",APR-MAR 18/19 BOOKABLE SPACE RECHARGE KINGSWOOD HC
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60112350,"-£72,153.84",CREDIT APR-MAR 18/19 BOOKABLE SPACE RECHARGE ORCHARD PARK
Department of Health,03F,31/07/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60112352,"-£34,545.04",CREDIT APR-MAR 18/19 BOOKABLE SPACE RECHARGE WILBERFORCE HC
Department of Health,03F,31/07/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000273597,"£387,906.82",CHC RECHARGE APRIL 19
Department of Health,03F,31/07/2019,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000275990,"£110,137.77",CARE IN THE COMMUNITY RECHARGE JUNE 19
Department of Health,03F,31/07/2019,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000275995,"£52,916.22",FNC RECHARGE 20.05 TO 16.06.19
Department of Health,03F,31/07/2019,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10172906,"£85,389.00",Y&H CCG CONTRACT JULY 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,HULL GP COLLABORATIVE LTD,105192-12-JUL-2019,"£51,906.75",18/19 QUALITY PREMIUM PAYMENT Q4
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,105193-12-JUL-2019,"£29,748.00",18/19 QUALITY PREMIUM PAYMENT Q4
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,MEDICAS,105194-12-JUL-2019,"£30,738.75",18/19 QUALITY PREMIUM PAYMENT Q4
Department of Health,03F,31/07/2019,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,WESTWOOD CARE GROUP LTD,123,"£33,599.79",ID 11696 JAN TO MAY 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1600073339,"-£339,114.16",MI JUNE 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800109404,"£339,114.16",HULL MI JUNE 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800109454,"£308,413.22",HULL MI JUNE 19 REPLACEMENT
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,21296,"£88,062.00",JULY 19 BLOCK
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,21297,"£26,501.08",TARIFF ACTIVITY JULY 19
Department of Health,03F,31/07/2019,Clinical&Medical-Voluntary Sector,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,285,"£38,062.42",ADVICE SERVICE JUNE 19
Department of Health,03F,31/07/2019,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,2869,"£30,192.50",INTERPRETING SERVICES
Department of Health,03F,31/07/2019,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,3723,"£37,692.00",VARIOUS CLIENTS JUNE 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,HBG LTD,5506,"£100,000.00",VARIATION APMS CONTRACT
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036193,"£41,757.94",LONGHILL HC RENT/RATES APRIL 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036204,"£29,484.53",CALVERT CENTRE RENT RATES APRIL 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036229,"£46,028.26",BRANSHOLME HC RENT RATES MAY 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036242,"£213,055.23",TO CANCEL CREDIT 2790
Department of Health,03F,31/07/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410036244,"£40,293.72",NIGHT SITS MAY 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036317,"£2,683,822.73",JULY 19 CONTRACT ICS
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036319,"£162,504.17",JULY 19 COMMUNITY PAEDIATRICS
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410036322,"£61,558.08",JULY 19 OUT OF SCOPE
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410036324,"£333,360.00",JULY 19 DEPRESSION & ANXIETY
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036325,"£50,610.33",JULY 19 COMMERCIAL SERVICES CONTRACT
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410036326,"£36,633.83",JULY 19 EATING DISORDERS
Department of Health,03F,31/07/2019,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410036357,"£29,730.74",CHILDRENS CONTINUING CARE RECHARGES MAY 19
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000007751,"£31,412.92",NON PTS SERVICE/PATHOLOGY FEE
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JUL19HCCGHS0103,"£235,417.68",HEALTHSGARE MSK & SPA MONTH 4 19/20
Department of Health,03F,31/07/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JUN19HCCGHS0102ESTREC,"£35,298.75",ESTATES RECON
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
