Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000031469,"£151,214.35",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000259731,"£55,641.81",FNC RECHARGE FEB 18
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029890,"£274,903.46",RENT AND SERVICE CHARGE JUNE 2018
Department of Health,03F,30/09/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410029939,"£119,164.84",RECHARGE CHC PERSONAL HEALTH BUDGET JUNE 18
Department of Health,03F,30/09/2018,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410029942,"£44,541.18",CHILDRENS CONTINUING CARE RECHARGE JUNE 18
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410030005,"£186,105.67",AUG CONTRACT CQUIN
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030008,"£54,275.08",AUG CONTRACT 
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410030011,"£293,040.00",Aug Depression and Anxiety
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000003598,"£29,324.29",PATHOLOGY FEE - NON PTS SERVICE
Department of Health,03F,30/09/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310012621,"£40,210.08",Y&H MO-IFR LOT 2A&B AUG 18
Department of Health,03F,30/09/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310012892,"£40,210.08",Y&H LOT 2A & LOT 2B SEPT 18
Department of Health,03F,30/09/2018,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010064621,"£51,265.13",NCA JULY 18 FLEX
Department of Health,03F,30/09/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410102556,"£56,072.00",SEPT 2018 BLOCK
Department of Health,03F,30/09/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810023773,"£883,546.00",SEPTEMBER 18 BLOCK CONTRACT INVOICE
Department of Health,03F,30/09/2018,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810023820,"£73,232.00",NHS 111 SEPT 2018
Department of Health,03F,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59882280,"£2,928,183.50",SEPT 18 MENTAL HEALTH BLOCK
Department of Health,03F,30/09/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0017997,"£15,776,170.33",SEPTEMBER BLOCK INVOICE
Department of Health,03F,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000031264,"£122,858.17",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000031266,"£257,262.79",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DIADEM MEDICAL PRACTICE,KHU000031431,"-£70,504.67",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000031432,"£141,353.07",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000031438,"£32,198.53",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR NAYAR J K,KHU000031453,"£50,519.35",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000031459,"£154,049.59",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000031473,"£47,988.47",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000031481,"£86,263.46",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF181906,"£509,497.00",SEPT 18 BLOCK
Department of Health,03F,30/09/2018,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790254490,"£41,270.09",BT RENTAL CHARGES JULY 2018
Department of Health,03F,30/09/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000262153,"£63,750.38",FNC RECHARGE 26-03-18 TO 22-04-18
Department of Health,03F,30/09/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000262878,"£416,242.48",CHC RECHARGE MAY 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000264692,"£110,137.77",CARE IN THE COMMUNITY RECHARGE 01-07-18 TO 31-07-18
Department of Health,03F,30/09/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000265768,"£40,320.00",2018/19 YOT PARTNERSHIP CONTRIBUTION
Department of Health,03F,30/09/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000266032,"£110,137.77",CARE IN THE COMMUNITY RECHARGE 01-04-18 TO 31-08-18
Department of Health,03F,30/09/2018,LPF Management Fees,FINANCE,KIER BUSINESS SERVICES LTD,10089158,"£28,903.20",ANNUAL IT DEPRECIATION CHARGE APRIL 18 TO MARCH 19
Department of Health,03F,30/09/2018,LPF Management Fees,FINANCE,KIER BUSINESS SERVICES LTD,10102663,"£106,456.20",PROFESSIONAL SERVICES AUG 18
Department of Health,03F,30/09/2018,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10102752,"£106,456.20",PROFESSIONAL SERVICES AUGUST 2018
Department of Health,03F,30/09/2018,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10103081,"£106,456.20",PROFESSIONAL SERVICES SEPT 18
Department of Health,03F,30/09/2018,LPF Management Fees,FINANCE,KIER BUSINESS SERVICES LTD,10103417,"-£106,456.20",CREDIT AUG PROFESSIONAL SERVICES DUPLICATED IN ERROR 
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,MEDICAS,104589-02-AUG-2018,"£30,738.75",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HUMBERSIDE GROUP OF LMC LTD,104671-13-SEP-2018,"£33,166.85",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,126409,"£46,563.86",ACTIVITY AUG 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800105383,"£342,009.59",CES MI AUGUST 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,20404,"£85,746.41",SEPT 18 BLOCK
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,20405,"£26,501.08",CAR ACTIVITY SEPT 18
Department of Health,03F,30/09/2018,ADVICE SERVICE FOR AUGUST,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,22,"£41,736.25",ADVICE SERVICE AUGUST 18
Department of Health,03F,30/09/2018,ADVICE SERVICE FOR SEPTEMBER,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,23,"£41,736.25",ADVICE SERVICE SEPTEMBER 18
Department of Health,03F,30/09/2018,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,BARCHESTER HEALTHCARE LTD,270027104,"£38,032.86",CHC ENHANCED SUPPORT 27/07 TO 31/10/16
Department of Health,03F,30/09/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,3193,"£38,948.45",CHC VARIOUS CLIENTS AUG 2018
Department of Health,03F,30/09/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,ROSE VILLA PRIVATE NURSING HOME,359,"£35,482.50",CHC VARIOUS CLIENTS JUNE 2018
Department of Health,03F,30/09/2018,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,583,"£25,851.29",PROVISION OF FACE TO FACE INTERPRETING SERVICES
Department of Health,03F,30/09/2018,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,729,"£31,326.46",PROVISION OF FACE TO FACE INTERPRETING SERVICES
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030041,"£25,234.01",NEW GREEN SURGERY RENT 7/11/17-31/3/18 78% OCCUPANCY
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030144,"£28,687.73",RECHARGE JUNE 18 SESSIONAL ROOMS
Department of Health,03F,30/09/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410030162,"£40,998.96",NIGHT SITS JULY 18
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,NCAS/OATS,CITY HEALTH CARE PARTNERSHIP CIC,7410030407,"£25,175.69",MIU EAST RIDING COMMUNITY HOSPITAL JULY 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410030498,"£324,480.00",SEPTEMBER 18 DEPRESSION AND ANXIETY SERVICE
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410030503,"£186,105.67",OUT OF SCOPE SEPT 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030510,"£1,877,826.08",SEPT CONTACTUAL INCOME
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030512,"£204,210.33",SEPT 2018 COMMUNITY PAEDIATRICS
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030513,"£54,275.08",SEPT 2018 SEXUAL HEALTH SERVICE
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030515,"£326,600.33",SEPT 2018 URGENT CARE   
Department of Health,03F,30/09/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410030527,"£122,049.52",RECHARGE CHC PHB JULY 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030557,"£39,192.47",LONGHILL HC RENT AUG 18
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030598,"£43,213.34",BRANSHOLME HC RENT CHARGES AUG 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR436,"£64,250.00",CONTRACT FUNDING 1ST APRIL TO 30TH SEP 2018
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000004027,"£29,324.29",NON PTS SERVICE / PATHOLOGY FEE
Department of Health,03F,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000031261,"£68,842.65",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000031262,"£119,061.69",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000031268,"£34,873.18",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000031477,"£44,599.27",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000031479,"£25,789.78",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000031484,"£44,122.51",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000031486,"£31,460.31",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000031489,"£60,669.48",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000031493,"£61,422.03",LOCAL ENHANCED SERVICES
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,SEPT18HCCGHS0082,"£229,228.52",MSK AND SPA MONTH 6 18/19
Department of Health,03F,30/09/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,RUSKIN MILL TRUST LTD,SIN001708,"£44,544.33",FREEMAN COLLEGE LAC029 SUMMER TERM TIME FEES
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
