Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/06/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JUNE17HCCGHS0049,"£136,924.91",FIXED PAYMENT MTH 3 17/18,
Department of Health,03F,30/06/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000024501,"£110,806.68",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WOLSELEY MEDICAL CENTRE,KHU000024709,"£27,271.66",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH CARE LTD,KHU000024712,"£31,064.92",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000024714,"£69,640.06",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,EASTGATE MEDICAL GROUP,KHU000024716,"£38,189.42",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000024726,"£65,043.05",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000024730,"£45,867.04",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,PrePayments 1 yr,BALANCE SHEET,CITY HEALTH CARE PARTNERSHIP CIC,PPNOINV5189,"£89,377.62",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,PrePayments 1 yr,BALANCE SHEET,CITY HEALTH CARE PARTNERSHIP CIC,PPNOINV5263,"£43,098.63",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/06/2017,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OTHER,HULL & EAST YORKSHIRE MIND,SINV2063,"£38,500.00",SLA Q1 HOUSING SUPPORT OFFICERS,
