Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,204,"-28,499.99",CREDIT INV 7410001503,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,212,"-43,879.69",CREDIT INV 7410001509,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,213,"-43,879.69",CREDIT INV 7410001510,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,216,"-25,215.34",CREDIT INV 7410001506,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,225,"-42,188.74",CREDIT INV 7410001499,
Department of Health,03F,31/03/2014,PATIENT AND PUBLIC INVOLVEMENT,Public Relations Expenses,CITY HEALTH CARE PARTNERSHIP CIC,226,"-42,188.74",PRESENTATION SHOW 11/11/13,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,230,"-37,901.37",CREDIT INV 7410001463,
Department of Health,03F,31/03/2014,CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),CITY HEALTH CARE PARTNERSHIP CIC,289,"-26,013.66",Account for CHC - 22/07/13 - 18/08/13,
Department of Health,03F,31/03/2014,CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),CITY HEALTH CARE PARTNERSHIP CIC,290,"-25,215.34",CHC FEES AUG 2013,
Department of Health,03F,31/03/2014,CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),CITY HEALTH CARE PARTNERSHIP CIC,291,"-37,901.37",CHC FEES SEPT 2013,
Department of Health,03F,31/03/2014,CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),NORTH BANK FORUM,68,"26,904.00",FEES IC 03/02/14 - 02/03/14,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001460,"37,901.37",RECHARGE FOR APRIL - JUNE 13 WESTBOURNE HC,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001463,"37,901.37",RECHARGE FOR JULY TO SEPT 13 WESTBOURNE HC,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001487,"26,013.66",RECHARGE FOR JULY TO SEPT 13 BILTON GRANGE,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001488,"26,013.66",RECHARGE FOR APRIL - JUNE 13 BILTON GRANGE,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001495,"42,188.74",RECHARGE FOR JULY TO SEPT 13 ORCHARD CENTRE,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001499,"42,188.74",RECHARGE FOR APRIL - JUNE 13 ORCHARD CENTRE,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001503,"28,499.99",RECHARGE FOR APRIL - SEPT 13 267EXPRESSIVE ARTS,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001505,"25,215.34",RECHARGE FOR APRIL - JUNE 13 MARFLEET HC,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001506,"25,215.34",RECHARGE FOR JULY TO SEPT 13MARFLEET CENTRE,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001509,"43,879.69",RECHARGE FOR APRIL - JUNE 13 LONGHILL HC,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410001510,"43,879.69",RECHARGE FOR JULY TO SEPT 13 LONGHILL HC,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410002411,"670,500.00","QTR 1,2,3 RECHARGES",
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410002412,"108,000.00","QTR 1,2,3 RECHARGES",
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410002479,"34,768.78",RECHARGES IN RESPECT OF 267 BEVERLEY ROAD OCT 13,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410002494,"1,943,275.00",MARCH CONTRACTUAL INCOME RECURRENT,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410002536,"55,539.00",MARCH CONTACTUAL INCOME RECURRENT STANDARD CONTRACT,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,CITY HEALTH CARE PARTNERSHIP CIC,7410002546,"46,971.00",MARCH CONTRACTUAL INCOME COMMUNITUY PAEDIATRIC MEDICAL SERVICES,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z251,"60,187.50",UNREGISTERED PATIENTS REVENUE JUL 13,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z258,"60,187.50",UNREGISTERED PATIENTS REVENUE AUG 13,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z270,"60,187.50",UNREGISTERED PATIENTS REVENUE SEPT 13,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z276,"60,187.50",UNREGISTERED PATIENTS REVENUE OCT 13,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z282,"60,187.50",UNREGISTERED PATIENTS REVENUE NOV 13,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z293,"60,187.50",UNREGISTERED PATIENTS REVENUE DEC 13,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z299,"69,075.00",HULL CITY EA JANUARY 2014,
Department of Health,03F,31/03/2014,LOCAL ENHANCED SERVICES,Hcare Srv Rec Oth-NHS,ASSURA EAST RIDING LLP,803Z305,"69,075.00",HULL CITY EA FEBRUARY 2014,
Department of Health,03F,31/03/2014,COMMISSIONING SCHEMES,Clinical&Medical-Independent Sector,ASSURA EAST RIDING LLP,803Z314,"69,075.00",HULL CITY EA MARCH 2014,
Department of Health,03F,31/03/2014,COMMUNITY SERVICES,Clinical&Medical-Independent Sector,HULL CITY COUNCIL,9000020608,"-72,703.90",RECHARGE IN RESPECT OF RIVERBANK CLIENTS 50/50 FUNDING,
Department of Health,03F,31/03/2014,HOSPICES,Clinical&Medical-Voluntary Sector,DOVE HOUSE HOSPICE,FR010,"46,600.00",CONTRACT FUNDING 14/15,
Department of Health,03F,31/03/2014,CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),HULL CITY COUNCIL,1000188159,"483,363.83",CHC RECHARGES FEBRUARY 2014,
Department of Health,03F,31/03/2014,FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,HULL CITY COUNCIL,1000187457,"40,145.59",FNC RECHARGES 06/01/14 - 02/02/14,
Department of Health,03F,31/03/2014,FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,HULL CITY COUNCIL,1000186256,"35,408.13",FNC RECHARGES 09/12/13 - 05/01/14,
Department of Health,03F,31/03/2014,CHC ADULT FULLY FUNDED,Cont Care- Palliative Care,SUTTON HOUSE CARE HOME,SH1000214,34493.27,CHC VARIOUS FEB 14,
