Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026394,"£48,683.18",NCA JAN 20
Department of Health,03F,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029205,"£980,213.00",MARCH BLOCK 2020
Department of Health,03F,31/03/2020,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029257,"£82,364.76",NHS111 MARCH 2020
Department of Health,03F,31/03/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59887858,"£3,099,537.42",MARCH 20 BLOCK
Department of Health,03F,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0030165,"£102,645.08",COMMUNITY PAEDIATRICS
Department of Health,03F,31/03/2020,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0030174,"£17,241,553.00",MARCH 20 BLOCK
Department of Health,03F,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0030926,"£1,450,000.00",MARCH 20 BLOCK
Department of Health,03F,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0030931,"£3,000,000.00",MARCH 20 BLOCK
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC192010,"£507,396.24",SAC ACTIVITY JAN 19/20
Department of Health,03F,31/03/2020,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790298916,"£41,347.00",FEB 20 RENTAL CHARGES
Department of Health,03F,31/03/2020,Clinical&Medical-Othe Public Sector,SAFEGUARDING,HULL CITY COUNCIL,1000279311,"£85,000.00",HULL SAFEGUARDING CHILDRENS PARTNERSHIP 19/20
Department of Health,03F,31/03/2020,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000279313,"£295,196.00",19/20 BETTER CARE PLAN
Department of Health,03F,31/03/2020,Services From Local Authorities,COMMISSIONING SCHEMES,HULL CITY COUNCIL,1000280446,"£34,937.29",SALARY RECHARGE 04/04/19 TO 31/10/19
Department of Health,03F,31/03/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000280555,"£288,084.64",CHC RECHARGE NOV 19
Department of Health,03F,31/03/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,HULL CITY COUNCIL,1000281420,"£45,505.70",HULL294 RECHARGE 01.10 TO 31.12.19
Department of Health,03F,31/03/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000282127,"£42,672.03",FNC RECHARGE DEC 19
Department of Health,03F,31/03/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000282843,"£110,137.77",CHC RECHARGE FEB 20
Department of Health,03F,31/03/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000282848,"£32,688.68",FNC RECHARGE JAN 20
Department of Health,03F,31/03/2020,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10213692,"£82,770.60",PROFESSIONAL SERVICES MARCH 20
Department of Health,03F,31/03/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105480-26-FEB-2020,"£349,075.13",GP DIRECT PAYMENTS JULY 19
Department of Health,03F,31/03/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105489-06-MAR-2020,"£393,153.76",HULL CCG GPs 2019 P12
Department of Health,03F,31/03/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HUMBERSIDE GROUP OF LMC LTD,105515-24-MAR-2020,"£39,372.47",STATUTORY LEVY Q4
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,129571,"£44,955.00",IVF ACTIVITY FEB 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800111861,"£365,488.90",MI FEB 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,21782,"£88,062.00",MARCH 20 BLOCK
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,21783,"£26,501.08",CAR TARIFF MARCH 20
Department of Health,03F,31/03/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,VIRGIN CARE EAST RIDING LLP,301117281,"£314,573.24",UNBILLED REVENUE 16/17
Department of Health,03F,31/03/2020,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,301169281,"-£136,073.24",PART CREDIT INV 301117281
Department of Health,03F,31/03/2020,Clinical&Medical-Voluntary Sector,PCR DELEGATE CO COMMISSIONING,CITIZENS ADVICE BUREAU,345,"£40,667.00",ADVICE SERVICE FEB 20
Department of Health,03F,31/03/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,ROSE VILLA PRIVATE NURSING HOME,373,"£25,935.19",VARIOUS CLIENTS CARE DEC 19
Department of Health,03F,31/03/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,4115,"£36,435.60",CHC FEB 20
Department of Health,03F,31/03/2020,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,4136,"£40,027.68",INTERPRETING SERVICES
Department of Health,03F,31/03/2020,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,4275,"£37,058.11",INTERPRETING SERVICES
Department of Health,03F,31/03/2020,Professional Fees,NON RECURRENT PROGRAMMES,KPMG LLP,5502012466,"£28,238.40",SUPPORT AND ADVICE SERVICES
Department of Health,03F,31/03/2020,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410041512,"£125,633.59",CHC PHB JAN 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041787,"£84,349.00",CV 4 INTERMEDIATE BED PROVISION MARCH 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041788,"£44,862.00",CV 7 ICC FRAILTY PATHWAY FUNDING MARCH 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector - Contract Baseline,OUT OF HOURS,CITY HEALTH CARE PARTNERSHIP CIC,7410041800,"£2,683,822.73",MARCH 20 ICS
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041802,"£164,482.08",MARCH 20 COMMUNITY PAEDIATRICS
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410041804,"£91,148.08",MARCH 20 OUT OF SCOPE
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410041806,"£333,360.00",MARCH 2020 DEPRESSION & ANXIETY
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041808,"£50,610.33",MARCH 20 COMMERCIAL SERVICES
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041809,"£36,633.83",MARCH 20 EATING DISORDERS
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,CITY HEALTH CARE PARTNERSHIP CIC,7410041818,"£154,666.67",MARCH 20 EXTENDED ACCESS
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410042059,"£46,028.26",BRANSHOLME HC SERVICE CHARGE MARCH 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410042067,"£44,946.08",JEAN BISHOP RENT CHARGE MARCH 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410042068,"£39,714.50",LONGHILL RENT FEB 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410042082,"£29,484.53",CALVERT EVOLVE & CISS RENT CHARGE MARCH 20
Department of Health,03F,31/03/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,H281329,"£26,149.11",WILBERFORCE COURT FM SERVICES JAN TO MAR 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000010743,"£31,412.92",NON PTS SERVICE/PATHOLOGY FEE
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,MARCH20HCCGHS116,"£235,417.68",MSK & SPA MONTH 12 19/20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,NCAS/OATS,SPAMEDICA LTD,NHSHUL032,"£28,853.72",CATARACT SERVICES JAN 20
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410039700,"£26,482.68",RENT RATES UNIT 2 APR - JUNE 19
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410039701,"£26,482.68",RENT RATES UNIT 2 JULY - SEP 19
Department of Health,03F,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410039702,"£26,482.68",UNIT 2 RENT RATES OCT-DEC 19
Department of Health,03F,31/03/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),Q120202021,"£27,980.86",HOMESTART Q1
Department of Health,03F,31/03/2020,Computer Software/License,QUALITY ASSURANCE,DATIX LTD,SIN006229,"£31,362.43",DATIX ANNUAL CHARGE
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
