Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR HENDOW G T,KHU000027404,"26,684.05",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000027406,"102,930.52",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000027409,"78,436.51",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MALCZEWSKI G S,KHU000027411,"29,233.51",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000027416,"61,056.94",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000027419,"114,550.79",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000027423,"99,722.40",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000027426,"80,475.65",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000027431,"154,907.26",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60048409,"232,527.40",VOID SPACE OCT 2017/18,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60048418,"-352,355.16",APRIL - AUG BOOKABLE CREDIT,
Department of Health,03F,31/12/2017,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR299,"42,716.67",CONTRACT FUNDING 17/18,
Department of Health,03F,31/12/2017,Charges from CSU,MEDICINES MANAGEMENT CLINICAL,NHS NORTH OF ENGLAND CSU,7310010081,"41,453.67",Y&H LOT 2A & 2B DEC 17,
Department of Health,03F,31/12/2017,Healthcare Srv Rec CCG,COMMISSIONING SCHEMES,NHS SCARBOROUGH AND RYEDALE CCG,7016101764,"70,650.00",A&E DELIVERY BOARD FUNDING,
Department of Health,03F,31/12/2017,Healthcare Srv Rec CCG,COMMISSIONING SCHEMES,NHS SCARBOROUGH AND RYEDALE CCG,7016101773,"62,250.00",RESPIRATORY DIVERSIONARY PATHWAY ACROSS HCV,
Department of Health,03F,31/12/2017,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010012940,"2,800,476.89",DEC 17 MENTAL HEALTH BLOCK,
Department of Health,03F,31/12/2017,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010054777,"56,777.68",NCA OCT FLEX,
Department of Health,03F,31/12/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410082710,"75,862.36",DECEMBER 17 BLOCK CONTRACT,
Department of Health,03F,31/12/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400017858,"25,769.34",NCA MONTH 7 2017/18,
Department of Health,03F,31/12/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021133,"844,473.00",DECEMBER 17 BLOCK CONTRACT,
Department of Health,03F,31/12/2017,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021186,"66,117.02",NHS 111 CONTRACT DEC 17,
Department of Health,03F,31/12/2017,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0011874,"12,668,450.00",MONTHLY BLOCK CONTRACT DEC 2017,
Department of Health,03F,31/12/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000027238,"46,023.43",CONTRACT PAYMENTS MONTH 9,
Department of Health,03F,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000027246,"121,874.05",CONTRACT PAYMENTS MONTH 9,
Department of Health,03F,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000027247,"-94,597.91",CONTRACT PAYMENTS MONTH 9,
Department of Health,03F,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000027248,"254,319.79",CONTRACT PAYMENTS MONTH 9,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000027413,"51,331.10",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000027421,"148,149.67",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000027435,"48,023.16",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HOLDERNESS HEALTH OPEN DOOR SURGERY,KHU000027438,"26,818.70",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOATES MEDICAL CENTRE,KHU000027445,"35,381.51",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000027448,"85,443.80",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000027449,"30,422.46",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,00000001H14869,"28,719.04",SERVICE CHRG WESTBOURNE HC APR TO JUNE 17,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,00000001H14870,"28,719.04",SERVICE CHRG WESTBOURNE HC JUL TO SEPT 17,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,00000001H1834,"36,540.00",RENT WILBERFORCE COURT APR-SEP 2017,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,00000001H25741,"27,202.92",RENT MORRILL STREET HC APR TO SEPT 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,1162988,"29,324.29",NON PTS SERVICES NOV 17,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60051794,"232,527.40",BOOKABLE/VOID SPACE CHARGES NOV 17,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60054626,"232,527.40",BOOKABLE/VOID SPACE CHARGES DEC 17,
Department of Health,03F,31/12/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60054643,"-29,143.93",JAN-MARCH 17 BOOKABLE CREDIT,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171809,"704,028.00",1/12 ESTIMATE ANNUAL CONTRACT BLOCK DEC 17,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC171806,"164,586.47",SAC ACTIVITY SEPT 2017/18,
Department of Health,03F,31/12/2017,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000252597,"96,058.82",17/18 BETTER CARE FUND ,
Department of Health,03F,31/12/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000255934,"89,984.76",FNC 19-06 TO 16-07-17,
Department of Health,03F,31/12/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HUMBERSIDE GROUP OF LMC LTD,104160-18-DEC-2017,"33,172.60",STATUTORY LEVY DECEMBER 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,124892,"41,091.81",NOVEMBER ACTIVITY,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,1266,"-46,648.93",Q1 REC,
Department of Health,03F,31/12/2017,Other Gen Supplier & Src,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,1525,"34,905.26",INTERPRETING SERVICE,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800101297,"243,186.86",HULL MI NOV 2017,
Department of Health,03F,31/12/2017,Other Gen Supplier & Src,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,1874,"38,661.60",INTERPRETING SERVICE,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19680,"58,333.33",BLOCK CONTRACT DECEMBER 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19681,"26,501.08",TARIFF ACTIVITY (CAR) DECEMBER 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19711,"131,932.00",JOURNEY VOLUME ADJUSTMENT APRIL TO NOVEMBER 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2191,"-189,363.91",LONGHILL HC APRIL TO AUG 17 COST ADJ RENT,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2192,"-60,696.19",MARFLEET HC APRIL TO JULY 17 COST ADJ RENT,
Department of Health,03F,31/12/2017,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2811,"38,948.40",CHC DEC 17,
Department of Health,03F,31/12/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,60106363,"85,393.19",CONTINUING HEALTHCARE RECHARGE PERIODS 3 AND 4 17/18,
Department of Health,03F,31/12/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410022449,"50,657.94",NIGHT SITS AUGUST 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410023933,"207,543.60",DASH REC QTR 1 2017/18,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023937,"37,943.23",LONGHILL HC RENT APRIL 17,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023938,"37,943.23",LONGHILL HC RENT MAY 17,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023939,"37,943.23",LONGHILL HC RENT JULY 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410023940,"37,943.23",LONGHILL HC RENT AUG 2017,
Department of Health,03F,31/12/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410023981,"38,226.90",RECHARGE EAST RIDING CHC FUNDED PH BUDGET OCT 2017,
Department of Health,03F,31/12/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410023982,"88,202.94",RECHARGE CHC FUNDED PHB OCT 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410024320,"300,300.00",DEC 2017 URGENT CARE 2017/18,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410024322,"1,626,625.00",DEC 2017 INTERGRATED COMMUNITY SERVICES,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410024323,"233,559.92",DEC 2017 INTERGRATED COMMUNITY SERVICES,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410024326,"54,220.83",DEC 2017 SEXUAL HEALTH ,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410024328,"183,108.58",DECEMBER 17 OUT OF SCOPE,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410024331,"204,006.33",DEC 17 COMMUNITY PAEDIATRICS OUT OF SCOPE,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410024345,"292,740.96",DEC 17 CONTRACTUAL INCOME DEPRESSION & ANXIETY,
Department of Health,03F,31/12/2017,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410024385,"43,569.90",OCTOBER NIGHT SITS,
Department of Health,03F,31/12/2017,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90231858,"112,336.80",PROFESSIONAL SERVICES DECEMBER 2017,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES,CYGNET HEALTHCARE LTD,COV0024256,"36,658.63",INPATIENT DAYS SEPT 17,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,DEC17HCCGHS0060,"136,924.91",FIXED PAYMENT MONTH 9 18/19,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,DEC17HCCGHS0061LIS,"328,455.70",HEALTHSHARE HULL MSK LOCAL INCENTIVE SCHEME 2016/17,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ACTION ON HEARING LOSS,INV0162294,"38,400.00",STATUTORY GRANTS 2017,
Department of Health,03F,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000027242,"106,158.96",CONTRACT PAYMENTS MONTH 9,
Department of Health,03F,31/12/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000027244,"114,057.76",CONTRACT PAYMENTS MONTH 9,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000027441,"48,215.36",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000027451,"52,130.53",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000027453,"33,996.53",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000027454,"35,183.89",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,SEPT17HCCGHS0056SPA,"32,166.67",HEALTHSHARE HULL SEP 17,
Department of Health,03F,31/12/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES,RUSKIN MILL TRUST LTD,SIN001151,"44,544.33",FREEMAN COLLEGE YEARLY CONTRIBUTIONS,
