Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/04/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010007565,"£41,528.00",VP93A MENTAL HEALTH ED OUT OF HOURS COVER,
Department of Health,03F,30/04/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010007679,"£2,732,603.96",APRIL 2016/17 BLOCK,
Department of Health,03F,30/04/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410042205,"£54,597.69",APRIL 16/17 BLOCK,
Department of Health,03F,30/04/2016,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810013989,"£55,103.00",NHS 111 CONTRACT APRIL 2016,
Department of Health,03F,30/04/2016,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810014018,"£118,422.33",PTS CONTRACT APRIL 2016 EXCL CQUINS,
Department of Health,03F,30/04/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,650,"-£750,000.00",CANCELLATION OF INV 1010007506,
Department of Health,03F,30/04/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0000001,"£14,216,667.00",APRIL 2016 BLOCK,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,967621,"£29,501.41",01/03/16 NON PTS SERVICE AND PATHOLOGY FEE,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF161701,"£523,796.00",1/12 ESTIMATED ANNUAL CONTRACT VALUE APRIL 16,
Department of Health,03F,30/04/2016,Public Relations Expenses,PATIENT AND PUBLIC INVOLVEMENT,HULL CITY COUNCIL,1000223491,"£75,000.00","PEOPLES PANEL SURVEY MARCH/APRIL 15, JUNE/JULY 15, DEC/JAN 15/16",
Department of Health,03F,30/04/2016,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000227115,"£500,000.00","CONTRIBUTION TO AGENCT STAFFING, COMMUNITY SUPPORT TEAMS, AIDS & ADAPTATIONS,BACK DATING UPLIFT FOR IN HOUSE RECHARGES",
Department of Health,03F,30/04/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000227607,"£150,000.00",FUNDING FOR JOINT WORK ON YOUTH COMMISSIONING AND YOUNG CARERS,
Department of Health,03F,30/04/2016,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,HULL CITY COUNCIL,1000227939,"£43,800.00",LAC023 RECHARGE ONEOFF,
Department of Health,03F,30/04/2016,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000228596,"£42,305.12",FNC RECHARGES 28/03/16 - 24/04/16,
Department of Health,03F,30/04/2016,Health Promotion,NON RECURRENT PROGRAMMES,ST MARYS COLLEGE,10416,"£62,500.00","HULL MEDICAL, HEALTH & SOCIAL CARE ACADEMY YEAR 2015/16",
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,1342,"-£80,149.31",FULL CREDITS AGINST INV 7410013300 ,
Department of Health,03F,30/04/2016,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,1467,"-£53,785.69",CREDIT AGAINST INV 7410013799,
Department of Health,03F,30/04/2016,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1782,"£59,533.33",CHC FEES 1ST MARCH TO 31ST MARCH 2016,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800093396,"£95,599.55",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE MARCH 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB LTD,1800093397,"£26,949.34",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE MARCH 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800093398,"£168,418.68",EQUIPMENT PURCHASES MARCH 16,
Department of Health,03F,30/04/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,37027197,"£182,884.64",CHC RECHARGE PERIOD 10 - 13 FOR THE PERIOD 14.12.2015 - 10.04.2016,
Department of Health,03F,30/04/2016,Charges from CSU,FINANCE,KIER BUSINESS SERVICES LTD,70062685,"£177,572.40",SERVICES RECEIVED YORKSHIRE & HUMBER CCG'S CONTRACT,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410013300,"£80,149.31",RECHARGE FOR CHC FUNDED PERSONAL HEALTH BUDGET DEC 2015,
Department of Health,03F,30/04/2016,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410013799,"£53,785.69",CHC FUNDED PERSONAL HEALTH BUDGET FEB 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410013800,"£70,919.30",CHC RECHARGE CHC FUNDED PERSONAL HEALTH BUDGET EXPENDITURE FEB 2016,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410013803,"£72,777.98",CHC RECHARGE FUNDED PERSONAL HEALTH BUDGET EXPENDITURE JAN 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410013805,"£74,936.80",CHC RECHARGE FUNDED PERSONAL HEALTH BUDGET EXPENDITURE DEC 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410013806,"£228,201.24",BLOCK DASH QTR 3 REC 2015/16,
Department of Health,03F,30/04/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410013832,"£43,901.64",NIGHT SIT FEBRUARY 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410013844,"£63,079.00",ADDITIONAL FUNDING FOR OLDER PEOPLE IN PRIMARY CARE,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410013901,"£37,237.21",PAIN MANAGEMENT FEBRUARY 2016,
Department of Health,03F,30/04/2016,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410013982,"£53,304.42",RECHARGE FOR EAST RIDING CHC FUNDED PERSONAL HEALTH FEB 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410013983,"£71,400.57",CHC RECHARGE PERSONAL HEALTH BUDGET FEB 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410014017,"£300,000.00",APRIL 2016 CONTRACTUAL INCOME URGENT CARE CQUINN IN ADVANCE 2016/17,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410014038,"£1,625,000.00",APRIL 2016 INCOME INTERGRATED COMMUNITY SERVICES 2016/17,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410014040,"£54,166.67",APRIL 2016 INCOME SEXUAL HEALTH SERVICES 2016/17,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410014042,"£374,687.58",APRIL 2016 CONTRACTUAL INCOME OUT OF SCOPE CONTRACTS,
Department of Health,03F,30/04/2016,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z511,"£159,300.68",RECONCILIATION CY5 STORY STREET WALK IN,
Department of Health,03F,30/04/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,APRIL16HCCGHS023,"£135,299.83",FIXED PAYMENT APRIL 2016,
Department of Health,03F,30/04/2016,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,EASTR02,"£69,075.00",HULL CITY EA INVOICE APRIL 16,
Department of Health,03F,30/04/2016,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),120162017,"£27,191.00",HOME START FAMILY SUPPORT SERVICE QTR 1,
Department of Health,03F,30/04/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1001215AB,"£34,086.20",CHC AB DEC 15,
Department of Health,03F,30/04/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1010316,"£26,317.18",CHC MARCH 16,
Department of Health,03F,30/04/2016,Training Expenses,COMMISSIONING - NON ACUTE,UNIVERSITY OF HULL,SOIN60433,"£30,000.00",FELLOWSHIP PROGRAMME,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
