Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,29/02/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000038223,"£55,087.43",CONTRACT PAYMENT MONTH 11
Department of Health,03F,29/02/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000038224,"£34,588.19",CONTRACT PAYMENT MONTH 11
Department of Health,03F,29/02/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000038225,"£59,092.04",CONTRACT PAYMENT MONTH 11
Department of Health,03F,29/02/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DELTA HEALTHCARE,KHU000038226,"£31,833.77",CONTRACT PAYMENT MONTH 11
Department of Health,03F,29/02/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000038227,"£50,794.19",CONTRACT PAYMENT MONTH 11
Department of Health,03F,29/02/2020,C&M-Pharm-Loc Pharmctcl Servs,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000035121,"£49,889.97",Q2 19/20 LOCAL PHARMACY SCHEME
Department of Health,03F,29/02/2020,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310017964,"£40,210.08",Y&H LOT 2 FEB 2020
Department of Health,03F,29/02/2020,Charges from CCG,NON RECURRENT PROGRAMMES,NHS SCARBOROUGH AND RYEDALE CCG,7016102295,"£60,000.00",UEC TRANSFORMATION FUNDING
Department of Health,03F,29/02/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,457221,"£27,290.00",MONTH 8 2019
Department of Health,03F,29/02/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010076056,"£25,976.74",MONTH 8 19/20
Department of Health,03F,29/02/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010076616,"£27,805.05",MONTH 9 19/20
Department of Health,03F,29/02/2020,Hlthcre-Foundation Trsts,COMMISSIONING SCHEMES,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400025716,"£26,000.00",1920 DIABETES TRANSFORMATION FUNDING Q1 & Q2
Department of Health,03F,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59887100,"£74,669.00",CV02 ADHD SERVICE JUNE 20
Department of Health,03F,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59887335,"£87,991.25",CV09 19/20
Department of Health,03F,29/02/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59887505,"£3,254,491.42",FEB 20 BLOCK CONTRACT
Department of Health,03F,29/02/2020,Other professional fees,NON RECURRENT PROGRAMMES,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0026936,"£58,200.00",RECHARGE B8A SUPPORT
Department of Health,03F,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0029597,"£102,645.08",COMMUNITY PAEDIATRICS JAN 2020
Department of Health,03F,29/02/2020,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0029608,"£16,927,553.00",MONTHLY BLOCK CONTRACT FEB 20
Department of Health,03F,29/02/2020,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0029713,"£43,864.00",MONTH 9 19/20
Department of Health,03F,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410147518,"£64,984.00",AP11 BLOCK 19/20
Department of Health,03F,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029002,"£980,213.00",A&E CONTRACT FEB 20
Department of Health,03F,29/02/2020,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029049,"£82,364.76",111 CONTRACT FEB 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,AYH2350128,"£26,780.97",HULLLD050 DEC 19
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,00000001H180997,"£26,984.87",WESTBOURN HC VACANT SPACE 
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,00000001H226801,"£26,149.11",WILBERFORCE COURT FM SERVICES OCT TO DEC 19
Department of Health,03F,29/02/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60125243,"£343,733.61",OCT 19/20 VOID SPACES
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC192009,"£440,868.49",SAC ACTIVITY JAN 20
Department of Health,03F,29/02/2020,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790296784,"£40,681.15",RENTAL CHARGE
Department of Health,03F,29/02/2020,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000279313,"£295,196.00",19/20 BETTER CARE PLAN
Department of Health,03F,29/02/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000279330,"£575,860.41",CHC RECHARGE OCT 19
Department of Health,03F,29/02/2020,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,HULL CITY COUNCIL,1000281415,"£27,624.06",HULL279 RECHARGE 1/10/19 - 31/12/19
Department of Health,03F,29/02/2020,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000282098,"£1,500,000.00",CONTRIBUTION SECTION 75 TCP
Department of Health,03F,29/02/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000282118,"£110,137.77",CARE IN THE COMMUNITY JAN 20
Department of Health,03F,29/02/2020,LPF Management Fees,FINANCE,KIER BUSINESS SERVICES LTD,10207645,"-£26,181.60",REDUCTION IN BI APR 19 TO JAN 20
Department of Health,03F,29/02/2020,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10209422,"£85,389.00",PROFESSIONAL SERVICES
Department of Health,03F,29/02/2020,Recharge : Provided,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,105466-10-FEB-2020,"£37,522.30",PAYMENT OF MORRILL STREET GROUP PRACTICE - Q4
Department of Health,03F,29/02/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105468-12-FEB-2020,"£246,425.62",GP DIRECT PAYMENT APR - JUN ALEXANDRA HC & BILTON GRANGE
Department of Health,03F,29/02/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105469-12-FEB-2020,"£393,153.74",HULL CCG GPS 2019 P11
Department of Health,03F,29/02/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,NO WHITE FLAG LTD,1055,"£35,442.00",ID 21034 NOV 19
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,129405,"£26,680.00",IVF JAN 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800111390,"£346,245.14",ACTIVITY CHARGES JAN 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,21741,"£88,062.00",FEB 2020 BLOCK CONTRACT
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,21742,"£26,501.08",CAR ACTIVITY FEB 2020
Department of Health,03F,29/02/2020,Clinical&Medical-Voluntary Sector,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,335,"£40,667.00",ADVICE SERVICE JAN 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410040678,"£39,714.50",LONGHILL RENT JAN 20
Department of Health,03F,29/02/2020,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410040755,"£140,861.81",RECHARGE CHC PHB DEC 19
Department of Health,03F,29/02/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410041152,"£35,112.06",NIGHT SITS DEC 19
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041187,"£164,482.08",FEB 20 COMMUNITY PAEDIATRICS
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410041189,"£91,148.08",FEB 20 OUT OF SCOPE
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410041191,"£333,360.00",FEB 2020 DEPRESSION AND ANXIETY
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041193,"£50,610.33",FEB 20 COMMERCIAL SERVICES
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041194,"£36,633.83",FEB 20 EATING DISORDERS
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,CITY HEALTH CARE PARTNERSHIP CIC,7410041203,"£154,666.67",FEB 20 EXTENDED ACCESS
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041208,"£383,041.00",CV4 INTERMEDIATE CARE BED OCT 19 TO FEB 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041209,"£371,443.00",CV7 FRAILITY PATHWAY APR 19 - FEB 20
Department of Health,03F,29/02/2020,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410041216,"£38,476.97",CHILDRENS CONTINUING CARE RECHARGES DEC 19
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410041307,"£562,509.60",Q3 LETS TALK REC
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041326,"£46,028.26",BRANSHOLME HC SC FEB 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041334,"£44,946.08",JEAN BISHOP RENT FEB 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041335,"£39,714.50",LONGHILL RENT FEB 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041343,"£29,484.53",CALVERT EVOLVE & CISS RENT FEB 20
Department of Health,03F,29/02/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410041489,"£31,091.40",NIGHT SITS JAN 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,FEB20HCCGHS115,"£235,417.68",MSK & SPA MONTH 11 19/20
Department of Health,03F,29/02/2020,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR633,"£118,800.00",ADDITIONAL END OF LIFE & PALLIATIVE CARE FUNDING
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,H153094,"£30,255.79",FM SERVICES WILBERFORCE COURT JAN MAR 19
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,H180613,"£26,149.11",FM SERVICES WILBERFORCE COURT APRIL TO JUNE 19
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H196132,"£34,620.32",WESTBOURN HC VACANT SPACE 
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,H196135,"£26,149.11",FM SERVICES WILBERFORCE COURT JULY TO SEP 19
Department of Health,03F,29/02/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H263325,"£26,708.79",FM BALANCING CHARGE WESTBOURN HC1/4/18 TO 31/03/19
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000010375,"£31,412.92",PATHOLOGY FEE/NON PTS SERVICE FEB 20
Department of Health,03F,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410041185,"£2,683,822.73",FEB 20 ICS
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
