Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000023664,"£143,808.57",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000023668,"£86,334.99",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000023671,"£70,542.34",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000023678,"£126,345.63",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DAVE G,KHU000023703,"£29,387.50",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000243621,"£59,331.94",FNC RECHARGES 30/01/17 TO 26/02/17,
Department of Health,03F,30/04/2017,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310007816,"£39,937.00",MEDICINE OPTIMISATION/IFR SERVICE MARCH 2017,
Department of Health,03F,30/04/2017,Seconded-Basic Sal-Staff fm oth org,CEO/ BOARD OFFICE,NHS ENGLAND,7000023361,"£38,062.92",RECHARGE JUNE 16 & JAN - MAR 17,
Department of Health,03F,30/04/2017,Recharge : Received,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000023379,"£88,348.94",Q4 PHARMACY,
Department of Health,03F,30/04/2017,Recharge : Received,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000023380,"£95,252.17",Q3 PHARMACY,
Department of Health,03F,30/04/2017,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010010401,"£35,377.80",CHARGE FOR OFFICE SPACE AT WILBERFORCE HC MARCH 2017,
Department of Health,03F,30/04/2017,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010010848,"£2,800,476.87",APRIL BLOCK 2017,
Department of Health,03F,30/04/2017,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010047108,"£25,705.85",NCA FEB 17,
Department of Health,03F,30/04/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410067958,"£75,862.36",AP01 BLOCK 2017,
Department of Health,03F,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400015478,"£28,062.37",NCA M11 16/17,
Department of Health,03F,30/04/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810018322,"£852,867.00",APRIL BLOCK 2017,
Department of Health,03F,30/04/2017,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,855,"-£35,377.80",CREDIT TO CANCEL INV 1010010401 ,
Department of Health,03F,30/04/2017,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,C0000320,"-£27,611.00",QTR 1 CQUINS,
Department of Health,03F,30/04/2017,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0006849,"£58,935.00",BESPOKE REHAB PACKAGE SEPT 16 - FEB 17,
Department of Health,03F,30/04/2017,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0007126,"£15,248,872.00",APRIL 2017 BLOCK,
Department of Health,03F,30/04/2017,PRE PAYMENT,BALANCE SHEET,HUMBER NHS FOUNDATION TRUST,PAYMENTOFAPR17APMSCONTRACTNORTHERNPRACTICEY02344,"£45,653.44",PAYMENTOFAPR17APMSCONTRACTNORTHERNPRACTICEY02344,
Department of Health,03F,30/04/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000023504,"£185,390.57",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NEW GREEN SURGERY,KHU000023666,"£31,858.60",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000023683,"£44,732.25",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOATES MEDICAL CENTRE,KHU000023692,"£27,502.70",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000023697,"£79,277.42",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,PRE PAYMENT,BALANCE SHEET,ST ANDREWS GROUP PRACTICE HESSLE ROAD,KHU00004023502 & KHU00004023501,"£107,937.68",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,1082985,"£29,501.30",NON PTS SERVICE/PATHOLOGY FEE,
Department of Health,03F,30/04/2017,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),120172018,"£27,245.25",FAMILY SUPPORT SERVICES QUARTER 1,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171801,"£704,028.00",1/12 ESTIMATED ANNUAL CONTRACT APRIL 2017,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC161710,"£262,247.77",SAC ACTIVITIES JAN 2016/17,
Department of Health,03F,30/04/2017,Clinical&Medical-Othe Public Sector,COLLABORATIVE COMMISSIONING,HULL CITY COUNCIL,1000241384,"£160,930.67",COLLAB RECHARGE OCT - DEC 16,
Department of Health,03F,30/04/2017,Services From Local Authorities,COMMUNITY SERVICES,HULL CITY COUNCIL,1000244039,145712,PAUSE PROJECT,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,123387,53835.64,NHS ACTIVITY FOR MONTH ENDED 31/03/17,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800095403,312791.56,EQUIPMENT PURCHASES 25.02.17 TO 31.03.17,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19145,58333.33,APRIL 17 BLOCK,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19146,26501.08,TARIFF ACTIVITY APRIL 2017,
Department of Health,03F,30/04/2017,Computer Software/License,PRIMARY CARE IT,TRUSTMARQUE SOLUTIONS LTD,2257039,102670.25,MICROSOFT SOFTWARE LICENSES,
Department of Health,03F,30/04/2017,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2388,37692,CHC VARIOUS CLIENTS APRIL 2017,
Department of Health,03F,30/04/2017,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,BARCHESTER HEALTHCARE LTD,270025243,60301.43,CHC ENHANCED SUPPORT 14/10/16 TO 31/03/17,
Department of Health,03F,30/04/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,38734504,103191.85,CHC RECHARGE PERIOD 8 AND 9 2016/17,
Department of Health,03F,30/04/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410019139,46429.56,NIGHT SITS FEB 2017,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410019157,26223.73,RECHARGE EAST RIDING CHC FUNDED PERSONAL HEALTH BUDGET FEB 2017,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410019158,59623.41,RECHARGE FOR CHC FUNDED PERSONAL HEALTH BUDGET FEB 2017,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,CITY HEALTH CARE PARTNERSHIP CIC,7410019215,144455,FUNDING OF ECONSULT DEPLOYMENT 16/3/17,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019415,86000,IAPT RECOVERY,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019505,300300,APRIL 17 URGENT CARE,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019507,1626625,APRIL 17 INTEGRATED COMMUNITY SERVICES,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019509,54220.83,APRIL 17 SEXUAL HEALTH SERVICES,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410019511,292740.96,APRIL CONTRACTUAL INCOME DEPRESSION AND ANXIETY,
Department of Health,03F,30/04/2017,C&M-Independent Sector - CQUIN,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019514,100000,APRIL 17 REABLEMENT ,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019516,29806.85,RUNNING COSTS FOR UNIT 2 PRIORY PARK JAN 17,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,HULL CITY COUNCIL,9000026156,-69781.28,CREDIT RE INV 1000241384,
Department of Health,03F,30/04/2017,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90225773,175935.6,PROFESSIONAL SERVICES APRIL 2017,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,APRIL17HCCGHS0045,136924.91,FIXED PAYMENT MONTH 1/12 17/18,
Department of Health,03F,30/04/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000023499,109865.57,LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000023689,50092.12,LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000023700,43092.67,LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,123063,53466.08,DRUGS AND TREATMENT JANUARY 17,
Department of Health,03F,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,123173,52802.89,NHS ACTIVITY MONTH ENDED 28/02/2017,
Department of Health,03F,30/04/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000023500,91631.27,LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE LTD,KHU000023701,28829.38,LOCAL ENHANCED SERVICES,
Department of Health,03F,30/04/2017,PRE PAYMENT,BALANCE SHEET,CITY HEALTH CARE PARTNERSHIP CIC,NOINV4845,104671.54,APR 17 APMS CONTRACT STORY STREET,
Department of Health,03F,30/04/2017,PRE PAYMENT,BALANCE SHEET,CITY HEALTH CARE PARTNERSHIP CIC,NOINV4846,48573.27,APR 17 APMS CONTRACT EAST PARK PRACTICE,
