Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/12/2015,NHS Recbles <1 Yr - CHC Risk Pool Con,BALANCE SHEET,PRIVATE INDIVIDUAL,102548-14-DEC-2015,"£35,225.95",REIMBURSEMENT OF CARE FEES,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,921360,"£29,501.41",NON PTS SERVICE AND PATHOLOGY FEE,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF201509,"£523,796.00",1/12 ESTIMATED ANNUAL CONTRACT VALUE DECEMBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201501,"£144,623.65",SAC ACTIVITIES APRIL 2015/16 SPIRE HULL,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201502,"£48,592.01",SAC ACTIVITIES MAY 2015/16 SPIRE HULL,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201503,"£63,214.46",SAC ACTIVITIES JUNE 2015/16 SPIRE HULL,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201504,"£142,164.61",SAC ACTIVITIES JULY 2015/16 SPIRE HULL,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201505,"£82,757.31",SAC ACTIVITIES AUGUST 2015/16 SPIRE HULL,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201506,"£150,015.21",SAC ACTIVITES SEPTEMBER 2015/16 SPIRE HULL,
Department of Health,03F,31/12/2015,Clinical&Medical-Othe Public Sector,COLLABORATIVE COMMISSIONING,HULL CITY COUNCIL,1000220486,"£61,002.04",RECHARGE IN RESPECT OF THE COLLABORATIVE SERVICES JULY - SEPTEMBER 2015,
Department of Health,03F,31/12/2015,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000221095,"£44,386.56",FNC RECHARGES 09/11/2015 - 06/12/2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000221777,"£110,137.77",RECHARGE FOR CARE IN THE COMMUNITY DECEMBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,120412,"£37,397.08",NHS ACTVITY OCTOBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,1349HC09,"£40,298.60",PROVISION OF INTERPRETING SERVICES,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,NCAS/OATS,FOXGLOVE CARE LTD,1678,"£57,612.90",MEDICAL GOODS - DIADEM MEDICAL PRACTICE,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800092562,"£151,070.56",EQUIPMENT PURCHASES AND ACTIVITY AS PER THE ICON SPLIT,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800092567,"£77,668.30",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE ADULTS NOVEMBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB LTD,1800092568,"£39,334.22",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE CHILDRENS NOVEMBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,202843202844,"£25,817.45",STROKE BEDS 01/01/2016 - 31/10/2016,
Department of Health,03F,31/12/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,36510803,"£66,917.38",CONTINUING HEALTH CARE RECHARGE PERIOD 6 AND 7 24/08/2015 - 23/08/2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,LOUTH & DISTRICT MEDICAL SERVICES LTD,394,"£131,916.00",HULL SPECIALIST OLDER PEOPLE CARE CO-ORDINATION STAFFING COSTS ARPIL - AUGUST ,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,BARCHESTER HEALTHCARE LTD,494000147A,"£29,811.29",CARE FEES 088 20/07/2015 - 31/08/2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410010967,"£33,300.00",JULY - OCTOBER 2015 CONTRACTUAL INCOME NON RECURRENT STANDARD CONTRACT,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410012030,"£41,402.91",PAIN MANAGEMENT OCTOBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410012076,"£289,266.49",DECEMBER 2015 CONTRACTUAL INCOME DEPRESSION AND ANXIETY ,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012081,"£45,386.50",DECEMBER 2015 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012082,"£1,964,206.24",DECEMBER 2015 CONTRACTUAL INCOME RECURRENT STANDARD CONTRACT,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410012290,"£99,115.79",DASH QTR 2 2015/16 PAYMENT RECONCILIATION,
Department of Health,03F,31/12/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410012346,"£35,196.00",NOVEMBER 15 NIGHT SITS,
Department of Health,03F,31/12/2015,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z468,"£69,075.00",UNREGISTERED PATIENTS REVENUE DECEMBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR102,"£46,600.00",CONTRACT FUNDING 15/16 NOVEMBER 2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018,"£135,299.84",MSK NOVEMBER 2015 PAYMENT,
Department of Health,03F,31/12/2015,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000222340,"£7,832,806.00",2015-16 BETTER CARE FUND,
Department of Health,03F,31/12/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1001115,"£33,568.71",CARE FEES 01/11/2015 - 30/11/2015,
Department of Health,03F,31/12/2015,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OTHER,HULL & EAST YORKSHIRE MIND,SINV960,"£63,755.00",SERVICE AGREEMNT TO DELIVER SHORT-TERM HOUSING RELATED SUPPORT 01/08/2015 - 31/12/2015,
