Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,28/02/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000028277,"£25,509.94",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000028279,"£91,059.42",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000028282,"£87,327.85",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MALCZEWSKI G S,KHU000028284,"£26,092.63",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000028288,"£53,760.34",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000028291,"£92,765.29",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000028295,"£88,667.20",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000028298,"£66,598.72",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000028303,"£128,339.92",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,Other professional fees,NON RECURRENT PROGRAMMES,YORK HEALTH ECONOMICS CONSORTIUM,4087,"£40,591.14",PROFESSIONAL CONSULTATION FEES,
Department of Health,03F,28/02/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310010494,"£41,453.67",Y&H LOT 2 JAN 2018,
Department of Health,03F,28/02/2018,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010058573,"£32,433.20",NCA DEC FLEX 2017,
Department of Health,03F,28/02/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021710,"£844,473.00",A&E CONTRACT FEBRUARY 2018,
Department of Health,03F,28/02/2018,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021763,"£66,117.02",NHS 111 FEB 2018,
Department of Health,03F,28/02/2018,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880155,"£25,917.10",CHP ROOM BOOKINGS RECHARGE APRIL TO OCT 2017/18,
Department of Health,03F,28/02/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880212,"£83,333.00",COMPLEX PSYCHOLOGICAL INTERVENTION SERVICE 1/06/17 - 31/03/18 FEBRUARY,
Department of Health,03F,28/02/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880275,"£2,800,476.89",MENTAL HEALTH BLOCK CONTRACT FEBRUARY 17/18,
Department of Health,03F,28/02/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0012999,"£12,668,450.00",FEBRUARY BLOCK,
Department of Health,03F,28/02/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0013577,"£72,686.00",CQUIN RISK RESERVE FEB 18,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000028128,"£219,825.75",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000028130,"£255,250.96",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000028286,"£46,088.25",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000028293,"£145,126.64",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000028307,"£47,594.32",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOATES MEDICAL CENTRE,KHU000028317,"£27,090.38",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000028320,"£113,874.68",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60057366,"£31,420.63",BILTON GRANGE HC BOOKABLE SPACE 17/18,
Department of Health,03F,28/02/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60057643,"£137,158.84",VARIOUS HC BOOKABLE SPACE ADDITIONAL COSTS 17/18,
Department of Health,03F,28/02/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60059144,"-£164,590.61",CREDIT RE VAT ON VARIOUS HC BOOKABLE SPACE ADDITIONAL COSTS 17/18,
Department of Health,03F,28/02/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,HOME FROM HOME CARE LTD,01AH2124,"£41,969.93",CHC OCT 17 TO JAN 18,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171811,"£704,028.00",1/12 ESTIMATE CONTRACT VALUE FEBRUARY 2018,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC171808,"£81,910.59",SAC ACTIVITY NOV 17,
Department of Health,03F,28/02/2018,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,CITIZENS ADVICE BUREAU,8,"£41,736.25",FUNDING FOR FEBRUARY 2018,
Department of Health,03F,28/02/2018,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000252597,"£96,058.83",17/18 BETTER CARE FUND ,
Department of Health,03F,28/02/2018,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000257058,"£2,000,000.00",CONTRIBUTION TOWARDS COST OF ADULT RESIDENTIAL ADMISSIONS,
Department of Health,03F,28/02/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000257445,"£110,137.77",RECHARGE CARE IN THE COMMUNITY DEC 2017,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,104211-12-FEB-2018,"£27,988.00",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,104212-12-FEB-2018,"£55,997.00",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,HULL HEALTH FORWARD CONFEDERATION,104213-12-FEB-2018,"£54,782.00",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,125244,"£42,358.95",NHS ACTIVITY FOR JAN 18,
Department of Health,03F,28/02/2018,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,CITIZENS ADVICE BUREAU,13,"£41,736.25",FUNDING FOR JANUARY 18,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800102911,"£249,063.16",HULL ICES JAN 18,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19829,"£85,660.75",BLOCK CONTRACT FEB 18,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19830,"£26,501.08",TARIFF ACTIVITY FEB 18,
Department of Health,03F,28/02/2018,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,2061,"£27,822.47",INTERPRETING SERVICES,
Department of Health,03F,28/02/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2862,"£38,948.40",CHC VARIOUS CLIENTS JAN 2018,
Department of Health,03F,28/02/2018,"Books, Journals & Subscr",CEO/ BOARD OFFICE,YORKSHIRE & HUMBER AHSN LTD,303,"£25,411.20",MEMBERSHIP FEES 2017/18,
Department of Health,03F,28/02/2018,C&M-GMS Practice Transformational Support,PRIMARY CARE INVESTMENTS,MODALITY PARTNERSHIP,3851,"£55,913.00",FUNDING REQUEST FOR BID TO CCG AUG 17,
Department of Health,03F,28/02/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,BARCHESTER HEALTHCARE LTD,622001501,"-£53,990.15",CHC CREDIT 16159 ,
Department of Health,03F,28/02/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410023838,"£49,124.34",NIGHT SITS SEPT 2017,
Department of Health,03F,28/02/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410024993,"£38,682.92",RECHARGE PHB NOV 2017,
Department of Health,03F,28/02/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410024994,"£96,415.35",RECHARGE PHB NOV 2017,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026344,"£54,220.83",FEB 18 CONTRACT SEXUAL HEALTH,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026346,"£300,300.00",FEB 18 CONTRACT URGENT CARE,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410026361,"£183,108.58",FEB 18 OUT OF SCOPE   ,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026362,"£233,559.92",VARIOUS FEES,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026366,"£1,626,625.00",FEB 18 INTEGRATED COMMUNITY SERVICES CQUIN IN ADVANCE,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026367,"£204,006.33",FEB 18 OUT OF SCOPE PAEDIATRICS,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410026660,"£292,740.96",FEBRUARY 2018 CONTRACT INCOME DEPRESSION AND ANXIETY SERVICE HULL,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026719,"£26,705.89",RECHARGE OCT 17 SESSIONAL ROOMS,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026721,"£25,932.40",RECHARGE SEPT 17 SESSIONAL ROOMS,
Department of Health,03F,28/02/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410026740,"£37,493.92",RECHARGE CHC PHB DEC 17,
Department of Health,03F,28/02/2018,C&M-Independent Sector - CQUIN,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026742,"£121,996.88",CQUIN ACHIEVED Q1 & Q2 17/18,
Department of Health,03F,28/02/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410026781,"£98,593.22",RECHARGE CHC PERSONAL HEALTH BUDGET,
Department of Health,03F,28/02/2018,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90232689,"£112,336.80",PROFESSIONAL SERVICES FEB 18,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,CYGNET HEALTHCARE LTD,COV0028733,"£32,228.25",INPATIENT DAYS OCT 2017,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,FEB18HCCGHS0066,"£136,924.91",FIXED PAYMENT MTH 11 17/18,
Department of Health,03F,28/02/2018,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR299,"£42,716.67",CONTRACT FUNDING 17/18,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000000984,"£29,324.29",NON PTS SERVICE/PATHOLOGY FEE,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000028124,"£62,653.04",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000028126,"£118,706.35",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000028132,"£34,775.11",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000028313,"£42,706.49",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000028315,"£25,446.72",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000028323,"£44,762.74",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000028325,"£29,260.61",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000028326,"£30,466.47",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,NAVIGO,SALINV4444,"£28,380.00",MENTAL HEALTH NCA DEC 17,
Department of Health,03F,28/02/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,SEPT17HCCGHS0056SPA,"£32,166.65",HEALTHSHARE HULL SEP 17,
