Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03F310314RECHUL,"646,218.45",SAC QUARTER 4 2014 FLEX,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FCQUIN2HUL,"53,068.20",SAC CQUIN OCTOBER 13 - MARCH 14,
Department of Health,03F,30/11/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000199499,"548,571.38",CONTINUING HEALTH RECHARGES OCTOBER 2014,
Department of Health,03F,30/11/2014,Clinical&Medical-Othe Public Sector,SAFEGUARDING,HULL CITY COUNCIL,1000200748,"85,000.00",CONTRIBUTION TO HSCB 2014-15,
Department of Health,03F,30/11/2014,Services From Local Authorities,CARERS,HULL CITY COUNCIL,1000201069,"33,421.67",CARERS SUPPORT SERVICE NOVEMBER 2014,
Department of Health,03F,30/11/2014,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000201072,"123,028.56",CARE IN THE COMMUNITY NOVEMBER 2014,
Department of Health,03F,30/11/2014,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000201585,"49,300.00",HULL MAP INITIATIVE ,
Department of Health,03F,30/11/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1372,"88,887.00",CHC VARIOUS 01/11/14 - 30/11/14,
Department of Health,03F,30/11/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1600071457,"-36,835.18",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE (CHILDRENS) 23/08/14 - 26/09/14,
Department of Health,03F,30/11/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800090539,"69,753.88",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE (CHILDRENS) 23/08/14 - 26/09/14,
Department of Health,03F,30/11/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800090617,"36,835.18",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE (ADULTS) ACTIVITY 23/08/14 - 26/09/14,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800090664,"57,937.85",WHEELCHAIR SERVICE OCTOBER 2014,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800090671,"140,236.38",EQUIPMENT PURCHASES,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,259,"-37,527.00",CREDIT AGAINST CONTRACT MEDICINES MANAGEMENT ,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,PRIORY GROUP LTD,3300000444,"34,176.00",CHC TD 01/10/14- 31/10/14,
Department of Health,03F,30/11/2014,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,34667195,"146,245.37",CHC RECHARGE PERIOD 4 & 5,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,4001,"32,000.00",STROKE UNIT,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,4001A,"-32,000.00",STROKE UNIT,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,728,"-122,488.00",CREDIT RE INVOICE 7410005558,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005100,"332,967.00",OCTOBER CONTRACTUAL INCOME,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410005189,"146,985.60",CONTRACTUAL INCOME OCTOBER ,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005542,"1,945,936.00",NOVEMEBER CONTRACTUAL INCOME,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005543,"47,567.00",NOVEMEBER CONTRACTUAL INCOME,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005544,"46,609.00",NOVEMEBER CONTRACTUAL INCOME,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005551,46124,NOVEMEBER CONTRACTUAL INCOME,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410005558,122488,NOVEMBER DEPRESSION & ANXIETY SERVICE,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005584,26455.56,RENT AND SERVICE RECHARGES Q2 2014/15,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410005610,146985.6,NOVEMBER DEPRESSION & ANXIETY SERVICE,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410005628,45032.4,CARE HOMES MEDICINES MANAGEMENT JULY - SEPTEMBER 2014,
Department of Health,03F,30/11/2014,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z369,69075,UNREGISTERED PATIENT REVENUE,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,CQN1312,37272,CQUIN QTR 1 & QTR 2 Y/E MARCH 2014,
Department of Health,03F,30/11/2014,Clincal&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR010,46600,CONTRACT FUNDING 14/15 NOVEMBER,
Department of Health,03F,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS00206,137499.83,HEALTHSHARE NOV 2014 - MAR 2015,
Department of Health,03F,30/11/2014,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1001014,36445.26,CHC VARIOUS 01/10/14 - 31/10/14,
