Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000030593,"£32,293.26",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR GOPAL K V,KHU000030594,"£33,351.83",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000030595,"£39,718.90",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000030597,"£163,369.01",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000030600,"£64,444.22",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MALCZEWSKI G S,KHU000030601,"£55,330.79",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000030606,"£105,952.88",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000030610,"£115,558.16",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000030613,"£65,758.32",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000030617,"-£27,231.92",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000030618,"£135,441.25",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000030640,"£56,337.30",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310012435,"£40,210.08",Y&H LOT 2A & 2B JULY 2018
Department of Health,03F,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410098481,"£56,072.00",JULY BLOCK INVOICE 2018
Department of Health,03F,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810023199,"£883,546.00",JULY BLOCK INVOICE 2018
Department of Health,03F,31/07/2018,Hcare Srv Rec NHS Trust,COMMUNITY SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810023247,"£73,232.00",NHS 111 CHARGE JULY 2018
Department of Health,03F,31/07/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59881690,"£2,892,630.41",JULY 18 BLOCK MENTAL HEALTH CONTRACT
Department of Health,03F,31/07/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59881747,"£142,212.32",JULY 18 CQUIN MENTAL HEALTH
Department of Health,03F,31/07/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0016532,"£15,776,170.00",JULY 18 BLOCK CONTRACT INVOICE
Department of Health,03F,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000030422,"-£63,085.75",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000030423,"£101,182.29",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000030425,"£239,358.00",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000030591,"£57,707.24",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR NAYAR J K,KHU000030603,"£50,113.44",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR WEIR J A D & PARTNERS,KHU000030608,"£247,349.23",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000030622,"£95,520.20",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000030630,"£133,952.19",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DELTA HEALTHCARE,KHU000030638,"£47,828.42",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,Clinical Leads,ESTATES AND FACILITIES,HULL CITYCARE,4661,"£30,838.74",SEWELL CONSTRUCTION COSTS WILBERFORCE COURT
Department of Health,03F,31/07/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60072519,"£52,378.14",VOID COSTS FINGSWOOD 7 NOV 17 TO 31 MAR 18
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF181904,"£509,497.00",1/12 ESTIMATE JULY 2018
Department of Health,03F,31/07/2018,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,PAUL FOR BRAIN RECOVERY,78,"£25,000.00",BRIAN RECOVERY SERVICE Q2 18/19
Department of Health,03F,31/07/2018,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790249248,"£41,981.57",RENTAL CHARGES MAY 2018
Department of Health,03F,31/07/2018,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10087138,"£106,456.20",PROFESSIONAL SERVICES JULY 2018
Department of Health,03F,31/07/2018,Computer Software/License,PRIMARY CARE DEVELOPMENT,MJOG LTD,110175,"£90,396.00",PATIENT MESSAGING SERVICES JUNE 18 TO 31 MAY 21
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,126069,"£37,908.00",NHS ACTIVITY JUNE 2018
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800104548,"£334,270.49",JUNE 2018 MI
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HULL GP COLLABORATIVE LTD,2,"£95,644.83",CALLABORATIVE COSTS
Department of Health,03F,31/07/2018,Clinical&Medical-Voluntary Sector,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,20,"£41,736.25",ADVICE SERVICES JUNE 18
Department of Health,03F,31/07/2018,Other professional fees,CORPORATE COSTS & SERVICES,DAC BEACHCROFT LLP,2227478A,"£33,626.06",PROFESSIONAL CHARGES TO 31ST MAY 2018
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2528,"-£53,111.44",KINGSWOOD HC CREDIT
Department of Health,03F,31/07/2018,C&M-Independent Sector - CQUIN,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410028982,"£60,998.44",2017/18 CQUIN ACHIEVED QTR 4
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410029008,"£225,822.00",DASH REC QTR 2 17/18
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410029390,"£186,105.67",JULY 2018 OUT OF SCOPE CQUIN 
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029391,"£1,877,826.08",JULY 2018 ICS 2018/19
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029392,"£204,210.33",JULY 18 OUT OF SCOPE COMMUNITY PAEDIATRICS
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029394,"£54,275.08",JULY 18 SEXUAL HEALTH SERVICES
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029396,"£326,600.33",JULY 2018 URGENT CARE    
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410029406,"£293,040.00",JULY 18 DEPRESSION AND ANXIETY HULL
Department of Health,03F,31/07/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410029448,"£127,167.69",RECHARGE CHC PHB APRIL 2018
Department of Health,03F,31/07/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410029511,"£33,826.68",MAY 2018 NIGHT SITS
Department of Health,03F,31/07/2018,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR436,"£64,250.00",CONTRACT FUNDING 1ST APRIL TO 30TH SEP 2018
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000003209,"£29,324.29",PATHOLOGY FEE / NON PTS SERVICE
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JULY18HCCGHS0075,"£229,228.52",MSK & SPA MONTH 4 18/19
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JULY18HCCGHS0076PRRECON1718,"£35,298.75",ESTATES REC-HIGHLANDS 17/18
Department of Health,03F,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000030420,"£101,450.08",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000030421,"£88,657.11",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000030427,"£29,341.49",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000030625,"£42,721.30",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000030627,"£25,306.29",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000030633,"£62,815.39",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000030635,"£31,177.95",LOCAL ENHANCED SERVICES
Department of Health,03F,31/07/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000030637,"£69,040.65",CONTRACT PAYMENT MONTH4
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029861,"£43,213.34",BRANSHOLME HC RENT APRIL 18
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029862,"£43,213.34",BRANSHOLME HC RENT MAY 18
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029832,"£43,213.34",BRANSHOLME HC RENT CHARGES JULY 2018
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029875,"£39,192.47",LONGHILL HC RENT MAY 18
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029839,"£39,192.47",LONGHILL HC RENT JULY 18
Department of Health,03F,31/07/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410029874,"£39,192.47",LONGHILL HC RENT APRIL 18
Department of Health,03F,31/07/2018,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),Q220182019,"£27,136.38",QTR 2 FUNDING 2018
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
