Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810022462,"£73,232.00",APRIL 2018 BLOCK INVOICE
Department of Health,03F,30/04/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59881010,"£2,892,630.41",APRIL 2018 BLOCK INVOICE
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust,COMMISSIONING SCHEMES,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0014719,"£217,329.00",DIABETES TRANSFORMATIONAL CARE 2017/18
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0014821,"£208,000.00",ADDITIONAL CANCER FUNDING 2017/18
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0015017,"£36,000.00",CANCER 62 DAY PERFORMANCE FUNDING 2017/18
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0015019,"£72,686.00",CQUIN RISK REVERSE REMAINING 20% MARCH 2018
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0015048,"£33,000.00",HULL FIT PILOT - TRANSFORMATION FUNDING 2017/18
Department of Health,03F,30/04/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0014395,"£15,713,667.00",APRIL 2018 BLOCK INVOICE
Department of Health,03F,30/04/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000029025,"£80,095.77",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000029026,"-£29,455.87",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000029027,"£195,535.08",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000029248,"£46,946.42",LOCAL ENHANCED SERVICES
Department of Health,03F,30/04/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000029256,"£117,486.55",LOCAL ENHANCED SERVICES
Department of Health,03F,30/04/2018,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000029267,"-£27,720.43",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000029268,"£31,697.51",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000029276,"£60,045.21",LOCAL ENHANCED SERVICES
Department of Health,03F,30/04/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,PAUL FOR BRAIN RECOVERY,63,"£25,000.00",CHC ID 7599 MARCH 2017
Department of Health,03F,30/04/2018,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790241267,"£40,972.09",RENTAL CHARGES FEB 18
Department of Health,03F,30/04/2018,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000260527,"£159,500.00",ADDITIONAL CONTRIBUTION BETTER CARE FUND RE SOCIAL PRESCRIBING 17/18
Department of Health,03F,30/04/2018,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10064660,"£106,456.20",PROFESSIONAL SERVICES APRIL 2018
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,HULL HEALTH FORWARD CONFEDERATION,104329-22-MAR-2018,"£54,782.00",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,104330-22-MAR-2018,"£55,997.00",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,104331-22-MAR-2018,"£27,988.00",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,125600,"£50,255.44",IVF NHS ACTIVITY MARCH 2018
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,NCAS/OATS,CITIZENS ADVICE BUREAU,14,"£41,736.25",CONNECT WELL HULL FUNDING FOR MARCH 18
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19955,"£85,660.75",BLOCK CONTACT APRIL 2018
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,THAMES AMBULANCE SERVICE LTD,19956,"£26,501.08",SUPPLY AND INSTALLATION OF VOICE CONNECT 4 PORT PATIENT PARTNER SYSTEM
Department of Health,03F,30/04/2018,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,2692,"£33,930.96",FACE TO FACE INTERPRETING
Department of Health,03F,30/04/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2978,"£38,948.46",CHC VARIOUS MARCH 2018
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,BARCHESTER HEALTHCARE LTD,494000854,"-£38,448.00","CHC ID HULL125 JAN,FEB.MAR 2018"
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410027700,"£186,105.67",APRIL 2018 OUT OF SCOPE 17/18
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410027702,"£293,040.00",APRIL 2018 DEPRESSION AND ANXIETY IN ADVANCE
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027705,"£1,862,045.08",APRIL 18 INTEGRATED COMMUNITY SERVICES 18/19
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027707,"£54,275.08",APRIL 2018 SEXUAL HEALTH SERVICES CQUIN IN ADVANCE
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027709,"£326,600.33",APRIL 2018 URGENT CARE 17/18
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027711,"£204,210.33",APRIL 2018 OUT OF SCOPE COMMUNITY PAEDIATRICS
Department of Health,03F,30/04/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410027751,"£32,749.74",NIGHT SITS FEB 18
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027788,"£43,668.10",WESTBOURNE HC CLIENT FM/SERVICE CHARGES/RECT Q3
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027790,"£270,896.32",RENT & RATES VARIOUS SITES MARCH 18
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027791,"£270,896.32",RENT & SERVICE CHARGE VARIOUS SITES FEB 18
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,APRIL18HCCGHS0070,"£136,924.91",FIXED PAYMENT MONTH 1 18/19
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000001387,"£29,324.29",NON PTS SERVICE - PATHOLOGY FEE
Department of Health,03F,30/04/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000001976,"£29,324.29",NON PTS SERVICE/PATHOLOGY FEE
Department of Health,03F,30/04/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000029022,"£94,172.02",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000029023,"£80,521.30",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000029029,"£26,154.94",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000029271,"£42,759.24",LOCAL ENHANCED SERVICES
Department of Health,03F,30/04/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000029279,"£37,886.02",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000029280,"£27,921.16",CONTRACT PAYMENTS MONTH 1
Department of Health,03F,30/04/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000029281,"£31,289.48",LOCAL ENHANCED SERVICES
Department of Health,03F,30/04/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000029283,"£32,771.17",CONTRACT PAYMENTS MONTH 1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
