Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410018863,"£370,822.33",MARCH OUT OF SCOPE CONTRACTS,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410018957,"£36,018.24",LONGHILL HC RENT CHARGES FEB 2017,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410019019,"£240,949.00",DASH RECONCILIATION INVOICE Q3 2016/17,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019117,"£1,000,000.00",TRANSITION FUNDS,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,CITY HEALTH CARE PARTNERSHIP CIC,7410019206,"£428,340.00",DIGITAL TRANSFORMATION FUND,
Department of Health,03F,31/03/2017,Chrgs from SLA,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90223998,"£175,736.58",PROFESSIONAL SERVICES MARCH 2017,
Department of Health,03F,31/03/2017,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR204,"£42,716.67",CONTRACT FUNDING 2016/17,
Department of Health,03F,31/03/2017,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR283,"£100,000.00",TRANSITIONAL SUPPORT,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,MAR17HCCGHS042,"£136,788.16",FIXED PAYMENT MTH 11 16/17,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410019112,"£36,018.24",LONGHILL HC RENT CHARGES MARCH 2017,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,RUSKIN MILL TRUST LTD,SIN000456,"£44,544.33",ID LAC029 AT FREEMAN COLLEGE YEARLY NHS CONTRIBUTION,
Department of Health,03F,31/03/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,RUSKIN MILL TRUST LTD,SIN000483,"£44,544.33",LAC029 AT FREEMAN COLLEGE YEARLY NHS CONTRIBUTION,
Department of Health,03F,31/03/2017,Computer Software/License,CLINICAL GOVERNANCE,DATIX LTD,SIN001240,"£25,206.32",DATIX ANNUAL CHARGE,
