Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410007185,"£108,097.29",CHC FUNDED PERSONAL HEALTH BUDGETS PERIOD COVERING JANUARY & FEBRUARY 2015,
Department of Health,03F,31/05/2015,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410007487,"£33,123.60",CONTINUING CARE NIGHT SITS MARCH 2015,
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410007704,"£289,266.49",MAY 2015 CONTRACTUAL INCOME DEPRESSION AND ANXIETY SERVICE HULL COMPLETED TREATMENT,
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410007708,"£45,386.50",MAY 2015 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410007710,"£1,957,981.25",MAY 2015 CONTRACTUAL INCOME RECURRENT STANDARD CONTRACT,
Department of Health,03F,31/05/2015,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z407,"£69,075.00",UNREGISTERED PATIENTS REVENUE MAY 2015,
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018,"£135,299.83",MSK PAYMENT APRIL 2015,
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018,"£135,299.83",MSK PAYMENT MAY 2015,
Department of Health,03F,31/05/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS019TSP,"£25,000.00",HEALTHSHARE HULL MSK TRANSITIONAL SUPPORT PAYMENT ,
Department of Health,03F,31/05/2015,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,HUMBERSIDE FIRE & RESCUE SERVICE,I009476,"£79,860.00",CONNECTED HOME TRIAL ,
Department of Health,03F,31/05/2015,Legal / Prof Fees ,SERVICE PLANNING & REFORM,ATTAIN COMMISSIONING SERVICES LTD,1045/1102,"£44,479.76",PMO SUPPORT H&EY HOSPITAL MARCH 2015,
Department of Health,03F,31/05/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000415,"£36,520.69",CARE FEES 01/04/2015 - 30/04/2015,
Department of Health,03F,31/05/2015,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OTHER,HULL & EAST YORKSHIRE MIND,SINV746,"£51,004.00",SERVICE AGREEMENT TO DELIVER SHORT TERM HOUSING RELATED SUPPORT ,
