Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/09/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,1111,"-29,684.88 ",CREDIT AGAINST INV 7410009377,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,119804," 27,467.28 ",NHS ACTIVITY JULY 2015,
Department of Health,03F,30/09/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1591," 67,584.34 ",CARE FEES 01/07/2015 - 31/07/2015,
Department of Health,03F,30/09/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1592," 67,584.34 ",CARE FEES 01/08/2015 - 31/08/2015,
Department of Health,03F,30/09/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1619," 65,404.20 ",CARE FEES 01/09/2015 - 30/09/2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800092066," 100,155.55 ",EQUIPMENT PURCHASES AND ACTIVITY AS PER THE ICON SPLIT,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800092075," 44,895.79 ",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE AUGUST 2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,2.02525E+11," 25,817.45 ",STROKE BEDS OCTOBER 2015,
Department of Health,03F,30/09/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,36063920," 181,340.85 ",CONTINUING HEALTH CARE RECHARGE 04/05/2015 - 28/06/2015,
Department of Health,03F,30/09/2015,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,50380044," 379,025.80 ",VOID BOOKABLE & SUBSIDY TO Q1 2015/16,
Department of Health,03F,30/09/2015,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,50380045," 379,025.80 ",VOID BOOKABLE & SUBSIDY TO Q2 2015/16,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,646HC05," 40,463.96 ",INTERPRETING SERVICES,
Department of Health,03F,30/09/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410009966," 40,833.72 ",CONTINUING CARE NIGHT SITS JUNE 2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410010034," 95,448.97 ",CHC FUNDED PERSONAL HEALTH BUDGET SPENDS DURING JULY 2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410010288," 1,957,981.25 ",SEPTEMBER 2015 CONTRACTUAL INCOME RECURRENT STANDARD CONTRACT,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410010293," 45,386.50 ",SEPTEMBER 2015 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410010300," 289,266.49 ",SEPTEMBER 2015 CONTRACTUAL INCOME DEPRESSION AND ANXIETY SERVICE,
Department of Health,03F,30/09/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410010523," 44,314.02 ",CONTINUING CARE NIGHT SITS AUGUST 2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410010560," 57,455.48 ",DASH-LETS TALK CONTRACT QUARTER 1 2015/16,
Department of Health,03F,30/09/2015,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z434," 69,075.00 ",UNREGISTERED PATIENTS REVENUE SEPTEMBER 2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR102," 46,600.00 ",CONTRACT FUNDING 2015/16,
Department of Health,03F,30/09/2015,Computer Software/License,COMMISSIONING SCHEMES,OPTUM HEALTH SOLUTIONS (UK) LTD,H0000001040," 32,020.62 ",SCRIPTSWITCH ANNUAL LICENCE FEE 01/07/2015 - 30/09/2015,
Department of Health,03F,30/09/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018," 135,299.83 ",MSK PAYMENT APRIL 2015 - FEB 2016,
Department of Health,03F,30/09/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000715," 32,179.10 ",CARE FEES 01/07/2015 - 31/07/2015,
Department of Health,03F,30/09/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,SUTTON HOUSE CARE HOME,SH1000815," 38,707.25 ",CARE FEES 01/08/2015 - 31/08/2015,
