Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000041186,"£73,173.42",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000041194,"£102,937.87",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000041199,"-£33,409.79",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000041200,"£130,137.34",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310018952,"£40,210.09",Y&H LOTS 2A&B APR 20
Department of Health,03F,31/10/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60145321,"-£36,264.01",BOOKABLE INCOME REFUNDS 18/19
Department of Health,03F,31/10/2020,Professional Fees,NON RECURRENT PROGRAMMES,SERUM MANAGEMENT,119,"£30,240.00",CONSULTANCY SERVICE JULY 20
Department of Health,03F,31/10/2020,Computer Software/License,PRIMARY CARE IT,TRUSTMARQUE SOLUTIONS LTD,2305729,"£111,442.94",MICROSOFT LICENSES
Department of Health,03F,31/10/2020,Other Research Exp,COMMISSIONIG-NON ACUTE,HULL KR COMMUNITY TRUST,INV1928,"£84,000.00",HEALTHLY MIND HEALTHY YOU PROGRAMME
Department of Health,03F,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000041016,"£68,443.58",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-PMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000041017,"-£40,027.42",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000041018,"£112,440.27",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000041019,"-£73,471.58",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000041020,"£333,931.97",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000041022,"£28,347.26",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000041023,"-£43,629.44",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000041024,"£129,207.85",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR NAYAR J K,KHU000041188,"£51,590.03",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR WEIR J A D & PARTNERS,KHU000041191,"-£47,081.88",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000041192,"£161,227.03",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000041202,"£51,009.55",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000041205,"£45,349.18",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000041207,"£33,508.42",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000041209,"-£37,479.65",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000041210,"£122,911.17",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000041213,"£45,611.80",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000041214,"£34,971.23",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000041216,"£63,101.69",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000041217,"£33,903.29",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000041218,"£57,048.62",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2020,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310019976,"£40,210.09",Y&H LOTS 2A&B OCT 20
Department of Health,03F,31/10/2020,Recharge : Received,PRIMARY CARE IT,NHS NORTH LINCOLNSHIRE CCG,7015900887,"£30,000.00",DATA SERVERS CONTRIBUTION AT HEALTH PLACE
Department of Health,03F,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,BPNov2020A,"£17,425,451.18",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,BPNov2020B,"£3,538,167.00",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,BPNov2020C,"£78,929.86",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,BPNov2020D,"£63,966.31",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,BPNov2020E,"£57,569.68",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,BPNov2020F,"£1,304,444.79",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,STUNov2020C,"£962,900.00",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,STUNov2020D,"£4,515,400.00",NOVEMBER 20 BLOCK
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P5011422,"£26,280.00",HULLLD050 APR 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P5019422,"£27,156.00",HULLLD050 MAY 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P5021742,"£26,280.00",HULLLD050 JUNE 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P503534,"£27,156.00",HULL05 JULY 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P503769,"£27,156.00",HULL05 AUG 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NAS SERVICES LTD,P505407,"£26,280.00",HULL05 SEP 20
Department of Health,03F,31/10/2020,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790311480,"£28,356.26",AUG 20 RENTAL CHARGES
Department of Health,03F,31/10/2020,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,HULL CITY COUNCIL,1000276677,"£28,051.35",HULL139 RECHARGE JULY 19 OVERCHARGE OCT 17 TO SEP 18
Department of Health,03F,31/10/2020,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,HULL CITY COUNCIL,1000285490,"£35,817.60",HULD062 RECHARGE APR TO JUNE 20
Department of Health,03F,31/10/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,HULL CITY COUNCIL,1000285550,"£43,419.43",HULL131 RECHARGEAPR TO DEC 19
Department of Health,03F,31/10/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000288901,"£110,137.77",CIC RECHARE SEP 20
Department of Health,03F,31/10/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000289302,"£579,482.45",COVID 19 CARE PACKAGE AUG 20
Department of Health,03F,31/10/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000289765,"£40,320.00",2020-21 YOT PARTNERSHIP CONTRIBUTION
Department of Health,03F,31/10/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105686-08-OCT-2020,"£421,039.68",Hull CCG GPs 2020/21 M06
Department of Health,03F,31/10/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105687-08-OCT-2020,"£425,935.64",Hull CCG GPs 2020/21 M07
Department of Health,03F,31/10/2020,Professional Fees,NON RECURRENT PROGRAMMES,SERUM MANAGEMENT,121,"£31,920.00",CONSULTANCY SERVICES SEPT 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,130598,"£59,693.00",IVF NHS ACTIVITY SEP 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB LTD,1800113452,"£280,101.54",ACTIVITY CHARGES ICON AUG 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - COLLABORATIVE COMMISSIONING,N3I,209,"£77,520.00",ADULT MENTAL HEALTH ASSESSMENTS
Department of Health,03F,31/10/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ROSE VILLA PRIVATE NURSING HOME,377A,"£28,093.77",VARIOUS CLIENTS CARE JUNE TO AUG 20
Department of Health,03F,31/10/2020,Clinical & Medical - Voluntary Sector,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,410,"£40,667.00",ADVICE SERVICE SEPTEMBER 20
Department of Health,03F,31/10/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,4283,"£29,776.80",VARIOUS CLIENTS CARE SEP 20
Department of Health,03F,31/10/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,EAST RIDING OF YORKSHIRE COUNCIL,66074250,"£26,064.09",FNC PERIOD 4-6
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410045855,"£820,018.80",DASH REC JAN/FEB 20 ACTIVITY
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410045856,"£820,018.80",DASH REC JAN/FEB 20 ACTIVITY
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410045892,"£84,513.67",OCT 20 OUT OF SCOPE 
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410045894,"£338,040.00",OCT 20 DEPRESSION & ANXIETY
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045895,"£51,318.92",OCT 20 COMMERCIAL SERVICES
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045896,"£37,146.67",OCT 20 EATING DISORDERS 
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,CITY HEALTH CARE PARTNERSHIP CIC,7410045899,"£145,500.00",OCT 20 EXTENDED ACCESS
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector - Contract Baseline,OUT OF HOURS,CITY HEALTH CARE PARTNERSHIP CIC,7410045901,"£2,797,078.33",OCT 20 ICS
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045908,"£166,784.83",OCT 20 OUT OF SCOPE COMMUNITY PAEDIATRICS
Department of Health,03F,31/10/2020,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410045946,"£35,562.64",CHILDRENS CHC RECHARGE JULY 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045958,"£30,942.23",CALVERT EVOLVE % CISS RENT CHARGE SEP 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045961,"£44,946.77",JEAN BISHOP ICC RENT SEP 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045963,"£40,294.10",LONGHILL HC RENT SEP 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045980,"£46,421.86",BRANSHOLME HC RENT SEP 20
Department of Health,03F,31/10/2020,Prescribing,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046001,"£110,500.00",REPEAT PRESCRIPTION CASES APR TO SEP 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046378,"£30,942.23",CALVERT EVOLVE & CISS RENT CHARGE OCT 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046381,"£44,946.77",JEAN BISHOP ICC RENT OCT 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046383,"£40,294.10",LONGHILL HC RENT OCT 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410046401,"£46,421.86",BRANSHOLME HC RENT OCT 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,NCAS/OATS,SPAMEDICA LTD,NHSHUL039,"£45,665.48",CATARACT SERVICES SEPT 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,OCT20HCCGHS130,"£238,713.53",MSK & SPA MONTH 6
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,OCT20HCCGHS132ESTREC,"£74,359.32",CHCP ESTATES RECON JUNE TO AUG 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,OCTOBER20HCCGHS131ESTREC,"£80,667.10",CHCP ESTATES RECON DEC 19 TO FEB 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,OCTOBER20HCCGHS131ESTRECCN,"-£80,667.10",CHCP ESTATES RECON DEC 19 TO FEB 20
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,OCTOBER20HCCGHS132ESTREC,"£80,667.10",CHCP ESTATES RECON MARCH TO MAY 20
Department of Health,03F,31/10/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),Q320222021,"£29,491.86",Q3 HOMESTART FUNDING
Department of Health,03F,31/10/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,ST ANDREWS COURT HEALTH CARE LTD,STA000285,"£29,771.73",HULL294 JAN 20
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
