Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000040488,"£32,933.76",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,JAMES ALEXANDER FAMILY PRACTICE,KHU000040490,"-£101,895.66",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000040491,"£188,755.10",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000040494,"£46,074.42",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000040495,"£35,786.32",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000040497,"£63,331.63",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000040498,"£34,481.16",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HUMBER PRIMARY CARE LTD,KHU000040499,"£54,405.16",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2020,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310019416,"£40,210.09",Y&H LOTS 2A & 2B JULY 20
Department of Health,03F,31/08/2020,Charges from CSU,FINANCE,NHS NORTH OF ENGLAND CSU,7310019514,"£92,171.17",APR-JUL 2020 BI SUPPORT
Department of Health,03F,31/08/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,BPSep2020A,"£17,425,451.18",SEPTEMBER 20 BLOCK
Department of Health,03F,31/08/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,BPSep2020B,"£3,487,534.66",SEPTEMBER 20 BLOCK
Department of Health,03F,31/08/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,BPSep2020C,"£78,929.86",SEPTEMBER 20 BLOCK
Department of Health,03F,31/08/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,BPSep2020D,"£63,966.31",SEPTEMBER 20 BLOCK
Department of Health,03F,31/08/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,BPSep2020E,"£57,569.68",SEPTEMBER 20 BLOCK
Department of Health,03F,31/08/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,BPSep2020F,"£1,304,444.79",SEPTEMBER 20 BLOCK
Department of Health,03F,31/08/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60148565,"£363,161.75",MAY 20/21 BOOKABLE SPACE
Department of Health,03F,31/08/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60155123,"£363,161.75",JUNE 20/21 BOOKABLE SPACE
Department of Health,03F,31/08/2020,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790309372,"£28,479.18",DATALINES JULY 2020
Department of Health,03F,31/08/2020,Clinical&Medical-Othe Public Sector,CHILDREN SERVICES,HULL CITY COUNCIL,1000284785,"£58,313.86",SPEECH AND LANGUAGE EXPENDITURE 19/20
Department of Health,03F,31/08/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000285481,"£110,137.77",CARE IN THE COMMUNITY JUNE 20
Department of Health,03F,31/08/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000286174,"£110,137.77",CARE IN THE COMMUNITY JULY 20
Department of Health,03F,31/08/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000286682,"£260,968.14",COVID 19 CARE PACKAGES JUNE 20
Department of Health,03F,31/08/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105644-10-AUG-2020,"£391,176.64",Hull CCG GPs 2020/21 M05
Department of Health,03F,31/08/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105645-10-AUG-2020,"£237,315.84",Hull CCG B81112 & B81017 2020/21 M01 - M04
Department of Health,03F,31/08/2020,Professional Fees,PLANNED CARE,SERUM MANAGEMENT,118,"£30,240.00",CONSULTANCY SERVICES JUNE 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,130173,"£27,019.00",ACTIVITY JULY 2020
Department of Health,03F,31/08/2020,LPF Management Fees,PRIMARY CARE IT,N3I,159,"£77,520.00",AUG 20 IT CONTRACT
Department of Health,03F,31/08/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,BARCHESTER HEALTHCARE LTD,270029487,"£31,842.00",20745 ENHANCED SUPPORT 31/12/19-30/6/20
Department of Health,03F,31/08/2020,Clinical&Medical-Voluntary Sector,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,395,"£40,667.00",JULY 20 ADVICE SERVICE
Department of Health,03F,31/08/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,4241,"£30,769.36",VARIOUS CLIENTS CARE JULY 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,HBG LTD,6124,"£36,377.00",LEASE COSTS
Department of Health,03F,31/08/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410044656,"£30,760.20",NIGHT SITS JUNE 20
Department of Health,03F,31/08/2020,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410044659,"£92,804.41",CHC PHB RECHARGE JUNE 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,AMBULANCE SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410044888,"£84,513.67",AUG 20 OUT OF SCOPE
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410044890,"£338,040.00",AUG 20 DEPRESSION & ANXIETY
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410044891,"£51,318.92",AUG 20 COMMERCIAL SERVICES
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410044892,"£37,146.67",AUG 20 EATING DISORDERS
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,CITY HEALTH CARE PARTNERSHIP CIC,7410044895,"£145,500.00",AUG 20 EXTENSED ACCESS
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector - Contract Baseline,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410044907,"£166,784.83",AUG 20 COMMUNITY PAEDIATRICS
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045031,"£30,942.23",CALVERT EVOLVE & CISS RENT AUG 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045034,"£44,946.77",JEAN BISHOP ICC RENT AUG 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045036,"£40,294.10",LONGHILL HC RENT AUG 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410045047,"£46,421.86",BRANSHOLME HC RENT AUG 20
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,AUG20HCCGHS127,"£238,713.53",MSK & SPA MONTH 5 20/21
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,ERS TRANSITION LTD,INV000012433,"£32,920.74",PATHOLOGY & NON PTS AUG 20
Department of Health,03F,31/08/2020,Health Promotion,NON RECURRENT PROGRAMMES,HULL KR COMMUNITY TRUST,INV1922,"£55,000.00",CONSULTATION TEAMING UP FOR HEALTH
Department of Health,03F,31/08/2020,Telecoms-Data lines,PRIMARY CARE IT,KCOM GROUP PLC,KCL009196706,"£95,501.14",DATA SERVICE
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector - Contract Baseline,OUT OF HOURS,CITY HEALTH CARE PARTNERSHIP CIC,7410044897,"£2,797,078.33",AUG 20 ICS
Department of Health,03F,31/08/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,ST ANDREWS COURT HEALTH CARE LTD,STA000286,"£65,823.54",ID HULL294 FEB TO AUG 20
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
Department of Health,03F,31/08/2020,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
