Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,CENTRAL SURGERY BARTON HUMBER,KHU000038639,"282,933.77",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCH LANE MEDICAL CENTRE,KHU000038635,"89,574.87",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CORE CARE LINKS,KHU000038442,"60,489.40",PMS MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HEALTHCARE LTD,MAS0128039,"25,118.25",BEARSTED WARD 04/02/20 - 29/02/20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,56406359,"315,222.00",SLA MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000038640,"-102,821.67",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000038641,"261,817.66",GMS MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,4000001291,"521,320.00",SLA MAR 20
Department of Health,03K,31/03/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ELITE CARE SOLUTIONS,47265,"28,119.04",PRIVATE INDIVIDUAL CARE FEES
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,ELYSIUM HEALTHCARE LTD,HLH00629,"30,903.85",BED FEES 01/02/20 - 29/02/20
Department of Health,03K,31/03/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1628B169658,"35,374.94",FNC FEB 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,HAVENMERE HEALTH CARE LTD,1642169658,"32,999.71",CHC FEB 20
Department of Health,03K,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0030176,"1,134,338.00",SLA MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,HUMBER TEACHING NHS FOUNDATION TRUST,59887946,"25,550.51",PROVISION OF LD INPATIENT STAY AT TOWNEND COURT JANUARY 2020
Department of Health,03K,31/03/2020,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10213694,"51,243.60",SLA MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,KIRTON LINDSEY SURGERY,201900023,"78,190.34",SLA Q4
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000038642,"-62,712.28",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000038643,"219,456.07",GMS MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410149638,"70,338.00",SLA MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Voluntary Sector,HOSPICES,LINDSEY LODGE HOSPICE,PPNOINV10758,"225,000.00",FUNDING CONTRIBUTION
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,NEW MEDICAL SYSTEMS LTD,2514,"63,166.96",MINOR EYE SURGERY PROCEDURES FEB 20
Department of Health,03K,31/03/2020,Basic Sal-Rechgs to-from Other NHS,CEO/ BOARD OFFICE,NHS HULL CCG,7015500894,"28,884.56",HR SERVICE JAN 2020 - MAR 2020
Department of Health,03K,31/03/2020,Basic Sal-Rechgs to-from Other NHS,CEO/ BOARD OFFICE,NHS HULL CCG,7015500898,"31,867.06",RECHARGE E LATIMER & E SAYNER JAN 2020 - MARCH 2020
Department of Health,03K,31/03/2020,Services From Local Authorities,INTERMEDIATE CARE,NORTH LINCOLNSHIRE COUNCIL,A0041398,"104,110.00",INTERMNEDIATE CARE SERVICE CONTRIBUTION Q1
Department of Health,03K,31/03/2020,Services From Local Authorities,INTERMEDIATE CARE,NORTH LINCOLNSHIRE COUNCIL,A0041457,"104,110.00",INTERMNEDIATE CARE SERVICE CONTRIBUTION Q3
Department of Health,03K,31/03/2020,Services From Local Authorities,CHILDREN SERVICES,NORTH LINCOLNSHIRE COUNCIL,E0021577,"33,801.00",FUNDING CONTRIBUTION
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026320,"9,556,220.00",SLA MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026343,"1,041,918.00",SLA 19/20 AGREED FORECAST OUTTURN
Department of Health,03K,31/03/2020,Other Gen Supplies & Srv,PRIMARY CARE IT,ONE POINT LTD,138130,"52,218.00",MOBILE PHONES & 24 MONTH CONTRACT
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000038645,"64,542.05",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000038658,"-65,054.71",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000038659,"305,975.65",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS LES Diabetes-Insulin (GTT),LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,R893,"28,642.71",GMS MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88605,"1,201,046.00",SLA MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88607,"37,199.58",SLA MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,284,"26,666.67",SAFE SERVICE FEB 20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100208102,"43,074.00",SLA MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000591334,"125,201.00",SLA MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000038656,"67,591.54",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000038646,"-114,612.30",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000038647,"400,162.55",GMS MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPAMEDICA LTD,NHSNLN043,"28,441.21",NCA CATARACT SERVICES JAN 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULPF192012,"118,647.00",SLA MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192007,"35,635.09",OCT 20 RECONCILIATION
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192009A,"34,561.99",DEC 19/20 RECONCILIATION
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,DECXS2019,"37,182.42",ACTIVITY OVER CONTRACT PLAN DEC 19
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNMAR2020,"110,132.42",MAR 2020 PROCEDURES
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,NOVXS2019,"107,686.52",ACTIVITY OVER CONTRACT PLAN NOV 19
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000038648,"-59,013.54",GMS MAR 20
Department of Health,03K,31/03/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000038649,"237,111.61",GMS MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,603859,"96,179.86",SLA MAR 20
Department of Health,03K,31/03/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301618001,"130,000.00",NL DERM BLOCK MARCH 2020
Department of Health,03K,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST COMMON LANE TEACHING PRACTICE,KHU000038438,"114,372.18",PMS MAR 20
Department of Health,03K,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST TOWN SURGERY,KHU000038440,"33,327.37",PMS MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029259,"37,537.65",SLA MAR 20
Department of Health,03K,31/03/2020,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029441,"215,232.00",CHARGE IN RESPECT OF NEW PTS CONTRACT 7/03/20 - 31/03/20
