Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,NEW MEDICAL SYSTEMS LTD,1542,"56,420.43",NCA JULY 2019
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,NCAS/OATS,NEW MEDICAL SYSTEMS LTD,1284,"56,130.37",NCA MAY 2019
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,NCAS/OATS,NEW MEDICAL SYSTEMS LTD,1783,"53,556.58",AUGUST SERVICES 2019
Department of Health,03K,01/09/2019,LPF Management Fees,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310016517,"31,609.83",LOT 2A SEPTEMBER 2019
Department of Health,03K,01/09/2019,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,NAVS05370,"29,446.00",AGREED VACATING PAYMENT SUM
Department of Health,03K,01/09/2019,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105673-13-SEP-2019,"546,083.33",BCF SEPTEMBER 2019
Department of Health,03K,01/09/2019,Cont Care- Prior Year Payments,LEARNING DIFFICULTIES,NORTH LINCOLNSHIRE COUNCIL,A0040087,"101,206.67",PLACEMENT FEE 12/12/19 - 18/09/18
Department of Health,03K,01/09/2019,Cont Care- Prior Year Payments,ADULT JOINT FUNDED CONTINUING CARE,NORTH LINCOLNSHIRE COUNCIL,A0040621,76900.14,CARE 03/02/14 - 31/03/19
Department of Health,03K,01/09/2019,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,NOINV9933,546083.33,BCF OCTOBER 2019
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400024568,9740633,SEPTEMBER 2019 BLOCK
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400024583,9740633,SEPTEMBER 2019 SLA
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400024747,824501,19/20 CIP FUNDING APR - SEPT 19
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2500003084,-9740633,CREDIT RE INVOICE 24000024568
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,YEARENDINVOICINGREC,2117962,YEAR END INVOICE REC
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,9810019794,68319,CARE PACKAGE APRIL 2019
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,9810020710,70596.3,CARE AUGUST 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000036468,55590.31,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000036481,-73883.96,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000036482,274665.77,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,86873,1201046,MENTAL HEALTH AND COMMUNITY CONTRACT SEPTEMBER 2019
Department of Health,03K,01/09/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,SAFECARE NETWORK LTD,INV0006,83333,EXTENDED ACCESS AUGUST 2019 
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0135,26666.67,S.A.F.E SERVICE JULY 2019
Department of Health,03K,01/09/2019,C&M-GMS Practice Transformational Support,LOCAL ENHANCED SERVICES,SAFECARE NETWORK LTD,INV0146,36142.9,PHYSIO COSTS JAN - JUL 2019
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0163,26666.67,SAFE PROVISION ON BEHALF OF NL CCG AUGUST 2019
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0168,32000,SAFE CONTRACT DELIVERY AUGUST 18 - JULY 19
Department of Health,03K,01/09/2019,Oth Trav Csts Commission and Discou,PATIENT TRANSPORT,SAVOY VENTURES LTD,9525,144648,PTS SEPTEMBER 2019
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100203868,43074,SEPTEMBER 2019 SLA
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000575177,125201,SEPTEMBER 2019 SLA
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000036478,-25067.44,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000036479,65355.62,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000036469,-97186.91,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000036470,382907.63,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULPF192006,118647,SEPTEMBER 2019 BLOCK
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192002,52635.17,SAC ACTIVITIES MAY 2019 
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,JULXS2019,29100.53,JULY 2019 BLOCK
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNSEPT2019,110132.42,SEPTEMBER 2019 PROCEDURES
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000036471,-56434.77,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000036472,234489.89,GMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,600523,96179.86,SEPTEMBER 2019 SLA
Department of Health,03K,01/09/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,UNIVERSITY HOSPITALS OF DERBY & BURTON NHS FOUNDATION TRUST,800014516,26383.03,19/20 M3 FREEZE
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301148288,28055.22,APRIL 2019 SERVICES
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301148289,37440.29,JUNE 2019 SERVICES
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301148290,33088.01,MAY 2019 SERVICES
Department of Health,03K,01/09/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301613001,97372.97,SEPTEMBER 2019 DERM BLOCK 
Department of Health,03K,01/09/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST COMMON LANE TEACHING PRACTICE,KHU000036262,121182.32,PMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST TOWN SURGERY,KHU000036264,31353.15,PMS SEPTEMBER 2019
Department of Health,03K,01/09/2019,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810027670,37537.65,NHS 111 SEPTEMBER 2019
