Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,56403172,"315,222.00",OCTOBER 2019 SLA
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000036834,"-84,573.72",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000036835,"275,070.74",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,4000000758,"521,320.00",A&E SLA OCTOBER 2019
Department of Health,03K,01/10/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ELITE CARE SOLUTIONS,47259,"28,997.76",NAMED PATIENT CARE FEES
Department of Health,03K,01/10/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ELITE CARE SOLUTIONS,47260,"28,119.04",NAMED PATIENT CARE FEES
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,ELYSIUM HEALTHCARE LTD,HLH00531,"31,969.50",CARE SEPTEMBER 2019
Department of Health,03K,01/10/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1534B169658,"36,594.78",CHC SEPTEMBER 2019
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,HAVENMERE HEALTH CARE LTD,1546B169658,"39,036.74",SPECIALIST SERVICES SEPTEMBERT 2019
Department of Health,03K,01/10/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HOLLY TREE LODGE NURSING HOME,1441,"29,500.01",NAMED PATIENT CARE 26/08 - 22/09
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0026996,"284,487.00",BLOCK SEP 19
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0027034,"1,134,338.00",OCTOBER 2019 SLA
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,JS CARE LTD,312,"33,456.00",ADAPTATIONS TO PATIENT FLAT
Department of Health,03K,01/10/2019,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10190294,"52,778.40",BLOCK OCT 19
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000036836,"-61,319.17",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000036837,"221,618.93",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410136669,"70,338.00",BLOCK SEP 19
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410138901,"70,338.00",BLOCK OCT 19
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1490017972,"-73,305.74",Q1 RECONCILIATION
Department of Health,03K,01/10/2019,Clinical&Medical-Voluntary Sector,HOSPICES,LINDSEY LODGE HOSPICE,LLH1198,"124,293.25",CCG GRANT INCOME 0CT 19 - DEC 19
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,NEW MEDICAL SYSTEMS LTD,95,"-57,520.27",CREDIT RE PROCEDURES
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,NCAS/OATS,NEW MEDICAL SYSTEMS LTD,1931,"56,769.97",PROCEDURES SEP 19
Department of Health,03K,01/10/2019,Basic Sal-Rechgs to-from Other NHS,CEO/ BOARD OFFICE,NHS HULL CCG,7015500804,"38,739.28",RECHARGE OF SERVICES
Department of Health,03K,01/10/2019,Basic Sal-Rechgs to-from Other NHS,CEO/ BOARD OFFICE,NHS HULL CCG,7015500809,"28,354.89",RECHARGE OF SERVICES
Department of Health,03K,01/10/2019,LPF Management Fees,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310016783,"37,381.25",SLA OCT 19
Department of Health,03K,01/10/2019,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H223993,"27,526.50",PROPERTY CHARGE
Department of Health,03K,01/10/2019,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105690-16-OCT-2019,"215,833.38",BCF PAYMENT OCT 19
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NORTHERN LIFE CARE TA UBU,647965,"25,586.00",BROADCARE SERVICES 
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,NORTHERN LIFE CARE TA UBU,701732,"-25,586.00",BROADCARE SERVICES  CREDIT
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400024863,"9,678,870.00",OCTOBER 2019 SLA
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,9810020926,"68,319.00",CARE PACKAGE SEPTEMBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000036839,"54,325.86",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000036852,"-55,004.08",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000036853,"275,218.92",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS LES Diabetes-Insulin (GTT),LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,R812,"26,981.75",JULY 19 EAST PCN ENCHANCED SERVICES FOR ALL PRACTICES
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,87157,"1,201,046.00",MENTAL HEALTH AND COMMUNITY CONTRACT OCTOBER 2019
Department of Health,03K,01/10/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,SAFECARE NETWORK LTD,INV0008,"83,333.00",EXTENDED ACCESS SEP 19
Department of Health,03K,01/10/2019,Oth Trav Csts Commission and Discou,PATIENT TRANSPORT,SAVOY VENTURES LTD,9616,"144,648.00",PTS OCTOBER 2019
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100204295,"43,074.00",OCTOBER 2019 SLA
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000577912,"125,201.00",OCTOBER 2019 SLA
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000036850,"67,940.57",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000036840,"-137,359.58",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000036841,"378,470.91",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULPF192007,"118,647.00",OCTOBER 2019 BLOCK
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192004,"69,299.71",RECONCILIATION JULY 19
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNOCT2019,"110,132.42",OCTOBER 2019 PROCEDURES
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000036842,"-58,118.21",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000036843,"241,064.77",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,601015,"96,179.86",OCTOBER 2019 SLA
Department of Health,03K,01/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,UNIVERSITY HOSPITALS OF DERBY & BURTON NHS FOUNDATION TRUST,800015222,"44,015.46",NCA M4 FREEZE
Department of Health,03K,01/10/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301614001,"97,372.97",OCTOBER 2019 DERM BLOCK 
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST COMMON LANE TEACHING PRACTICE,KHU000036637,"83,732.68",GMS OCTOBER 2019
Department of Health,03K,01/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST TOWN SURGERY,KHU000036639,"33,180.05",GMS OCTOBER 2019
