Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,31/12/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ELITE CARE SOLUTIONS,47262,"28,119.04",CARE 11/11/19 - 08/12/19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,ELYSIUM HEALTHCARE LTD,HLH00571,"31,969.50",CARE FEES NOV 19
Department of Health,03K,31/12/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1570B169658,"36,594.77",CHC NOV 19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,HAVENMERE HEALTH CARE LTD,1582169658,"34,433.99",CHC NOV 19
Department of Health,03K,31/12/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HOLLY TREE LODGE NURSING HOME,1589,"25,251.10",CARE FEES 21/10 - 17/11 
Department of Health,03K,31/12/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0028177,"1,134,338.00",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,PRIVATE INDIVIDUAL,4261 10 2019,"25,708.89",CHC FEES
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,JS CARE LTD,10021383,"30,475.23",CARE FEES 09/09 - 31/10
Department of Health,03K,31/12/2019,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10199733,"52,778.40",DECEMBER 2019 BLOCK IT SERVICES
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000037561,"-79,117.60",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000037562,"248,551.35",GMS DEC 19
Department of Health,03K,31/12/2019,Clinical&Medical-Voluntary Sector,HOSPICES,LINDSEY LODGE HOSPICE,LLH1203,"100,000.00",2019/20 IN YEAR INVESTMENT
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,NCAS/OATS,NEW MEDICAL SYSTEMS LTD,2151,"71,352.46",NOVEMBER BLOCK 2019
Department of Health,03K,31/12/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,NHS COLLABORATE,1,"30,000.00",BUILDING BRIDGES PROGRAMME QTR 4 19/20
Department of Health,03K,31/12/2019,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,NHS ENGLAND,7000034425,"27,510.93",CCG RECHARGE Q2 SPLIT
Department of Health,03K,31/12/2019,LPF Management Fees,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310017266,"37,381.25",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105716-04-DEC-2019,"576,916.67",BCF PAYMENT DEC 19
Department of Health,03K,31/12/2019,Miscellaneous Expenditure (L9),CHC ADULT FULLY FUNDED,NORTH LINCOLNSHIRE COUNCIL,A0041396,"78,108.36",CARE 21/10/19 - 17/11/19
Department of Health,03K,31/12/2019,Services From Local Authorities,INTERMEDIATE CARE,NORTH LINCOLNSHIRE COUNCIL,A0041399,"104,110.00",INTERMEDIATE CARE SERVICE CONTRIBUTION QTR 2 JULY - SEPTEMBER 2019
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2500003088,"-433,491.00",RECONCILIATION 18/19
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2500003090,"-117,250.00",CANCER FUNDING RECONCILIATION 18/19
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400023397,"304,858.00",FOT ESTIMATE
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400025475,"9,595,378.00",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2000106961,"28,109.36",NCA M7
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,NCAS/OATS,ONEHEALTH GROUP,2472,"28,076.02",PATIENT ACTIVITY NOVEMBER 2019
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000037564,"59,219.91",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000037577,"-72,573.11",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000037578,"299,051.43",GMS DEC 19
Department of Health,03K,31/12/2019,Miscellaneous Expenditure (L9),LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,R845,"32,401.50",GMS DEC 19
Department of Health,03K,31/12/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,RIVERSIDE SURGERY,R847,"32,401.50",EXTENDED ACCESS NOVEMBER 2019 EAST NETWORK PCN PRACTICES
Department of Health,03K,31/12/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,RIVERSIDE SURGERY,R851,"32,401.50",EXTENDED ACCESS FOR DECEMBER 2019 FOR EAST NETWORK PCN PRACTICES
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,PPDEC2019,"1,201,046.00",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0174,"26,666.67",SAFE SEPT 19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0195,"26,666.67",SAFE OCT 19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0207,"26,666.67",SAFE SERVICE NOVEMBER 2019
Department of Health,03K,31/12/2019,Oth Trav Csts Commission and Discou,PATIENT TRANSPORT,SAVOY VENTURES LTD,9801,"144,648.00",PTS DECEMBER 2019
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100205520,"43,074.00",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000584250,"125,201.00",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000037575,"62,748.46",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000037565,"-128,355.78",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000037566,"412,157.11",GMS DEC 19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULPF192009,"118,647.00",DECEMBER 19 SLA
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192006,"55,704.05",RECONCILIATION SEP 19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,AUGXS2019,"69,054.19",ACTIVITY OVER CONTRACT PLAN AUG 19
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNDEC2019,"110,132.42",DECEMBER 2019 PROCEDURES
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000037567,"-67,907.31",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000037568,"245,325.34",GMS DEC 19
Department of Health,03K,31/12/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,602155,"96,179.86",DECEMBER 2019 SLA
Department of Health,03K,31/12/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301160281,"130,000.00",NL DERM BLOCK CONTRACT DECEMBER 2019
Department of Health,03K,31/12/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST COMMON LANE TEACHING PRACTICE,KHU000037362,"115,549.18",GMS DEC 19
Department of Health,03K,31/12/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST TOWN SURGERY,KHU000037364,"34,087.01",GMS DEC 19
Department of Health,03K,31/12/2019,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810028515,"37,537.65",NHS 111 DECEMBER 2019
